Year,Cifra Afaceri,Profit Net,Datorii,Active Imobilizate,Active Circulante,Capitaluri Proprii,Angajati
2021,4846144,75984,1285087,1420574,3210953,3342973,28
2020,4169621,124483,1166592,1570141,2868132,3266914,26
2019,4435174,118499,1187266,1438983,2929973,3175732,24
2018,3702782,259393,764566,1088354,2896677,3220465,22
2017,3859680,126465,884556,1107645,2737982,2961071,21
2016,3955528,507961,904756,784987,3204349,3088587,23
2015,3434937,219632,792767,827181,2605695,2631700,24
2014,3411563,427285,947221,532046,2148006,1711809,20
2013,2992779,87099,941046,561817,1704114,1284523,19
2012,2989767,17422,1015969,551467,1661926,1197424,19
2011,2641690,-92698,1198617,466721,1721162,989266,18
2009,2571905,63582,1246180,569008,1651669,974497,25
2008,3511104,107218,1503687,625083,1687484,818515,30
2007,3061937,92910,1093215,589271,1215251,711297,29
2006,2588386,76503,1028762,630522,996261,618386,25
2005,2077382,66992,699907,486997,517630,362868,25
2023,239270,-70708,273080,424999,223942,375861,2
2022,56521,-66812,174825,424999,196395,446569,3
2021,32897,-50622,214190,419999,307572,513381,4
2020,9429,-34200,170716,436319,298400,564003,1
2019,67523,-22117,128116,436626,289693,598203,2
2018,536298,602904,175493,440448,355365,620320,6
2017,446084,38840,570530,266657,321289,17416,8
2016,547196,-6686,669363,290927,599811,221375,16
2015,680236,-124609,711949,316440,623337,227828,24
2014,905419,-61571,538151,342885,548429,353163,32
2013,659690,9701,547386,374023,588097,414734,17
2012,603882,17812,418554,387932,690112,659490,23
2011,708712,41582,555748,325630,810122,580004,38
2010,635878,19057,732234,614087,675220,557073,5
2009,878316,10169,954486,722667,863046,632000,21
2008,905693,69284,865022,891321,702391,706707,23
2007,1111795,132920,986717,1034834,836305,884422,38
2006,1079188,85530,1053561,945210,925777,751503,28
2005,3544122,85759,2293923,1347192,1418747,489417,37
2023,594245,-55099,105850,934043,289615,1108808,11
2022,738985,10312,62686,972569,1046391,1947274,14
2021,1095640,181684,48069,999143,994888,1936962,15
2020,1055372,347359,107055,934746,959884,1787575,16
2019,1056295,254425,128123,788238,759022,1419137,17
2018,1048081,228595,183962,755266,574683,1145987,17
2017,837879,126809,202966,745947,379354,922335,19
2016,807973,181655,101440,318250,578716,795526,22
2015,748622,110690,64502,341585,336788,613871,22
2014,938602,206649,225102,366959,886258,1028115,23
2013,1206646,442573,295097,327973,816785,849661,24
2012,751519,149218,445265,332499,516006,404288,22
2011,515944,82061,528778,335845,446955,255070,15
2010,422724,-135930,574353,337867,408447,173009,13
2009,339318,31828,556230,492631,471125,408574,13
2008,357059,23456,488067,498903,364862,376746,15
2007,284165,1747,450453,492310,311432,353289,14
2006,352068,43600,359658,375729,243190,259261,14
2005,255117,3188,294505,320024,189778,215661,22
2023,139827439,15663266,42886393,19356981,56821599,33791568,167
2022,61036058,3540254,28132048,16285584,30576012,19122702,152
2021,42956254,1816508,21037722,11620946,24932333,15582448,138
2020,39482616,3403809,12741210,7385794,19077831,13765941,135
2019,28254583,1839559,8565464,4671422,14245290,10362132,115
2018,18545485,16636,6383410,4975809,9894931,8522573,101
2017,24324754,-639048,7530802,5487165,10509255,8505937,131
2016,25948454,1864820,5932085,5200394,9847495,9144986,115
2015,21082536,1498502,7779289,4462425,10579698,7280165,89
2014,14852197,1065,9670205,3733459,11766599,5858139,84
2013,14305991,-49466,6549227,3495298,8866126,5857074,78
2012,13832311,409486,5722541,2836423,8774498,5906541,66
2011,11556994,530243,6361279,2644990,6572204,2888425,57
2010,8461134,-112352,3275455,2024225,3507380,2281707,49
2009,5306280,476317,2186298,1959367,2605407,2394060,39
2008,3351111,359990,1260732,1139274,2053477,1932019,27
2007,2071542,-417683,1103337,1168282,1511199,1576144,25
2006,1594550,-54161,621684,1081911,1533595,1993827,13
2023,13035853,937675,3255764,3784331,4137335,4893117,38
2022,12665860,1099955,3661557,3975654,4136451,4574397,38
2021,9221772,820084,1441761,2344400,2915228,3874442,37
2020,7275104,855126,1824353,1880000,2944480,3054357,34
2019,6913788,445055,1689087,1750541,2538382,2644286,37
2018,7573914,287636,1959048,1907974,2487054,2486867,38
2017,6243192,346668,1882926,1820472,2185534,2199231,36
2016,5781782,244524,1725649,1620844,2121773,2092562,34
2015,5621065,246617,1576434,1907489,2637288,3016316,36
2014,4875619,187221,1873540,2282954,2441635,2919699,36
2013,3998013,340206,1352418,1700803,2291884,2683168,33
2012,4054668,362419,1200197,1424850,2110149,2344280,32
2011,4463003,175384,1516571,1389928,2104843,1981861,34
2010,4171175,85404,1842009,1541018,2068886,1803667,35
2009,8017776,345727,2362240,1856890,2099660,1718262,38
2008,9726600,39161,3346606,2151573,2352292,1367736,46
2007,10289204,493766,5234226,1859865,4702935,1328574,34
2006,4529196,288835,1510584,622868,1717310,834808,28
2005,3205711,24434,927289,203943,855844,145974,28
