Year,Cifra Afaceri,Profit Net,Datorii,Active Imobilizate,Active Circulante,Capitaluri Proprii,Angajati
2008,2057097,336741,744420,1049030,396067,702045,25
2007,1528861,365063,122650,21768,466185,365303,23
2006,952493,110582,184847,35802,149285,240,19
2005,775092,106069,193365,56238,136286,240,15
2023,25953041,9412301,6997975,5184276,15508080,13764382,88
2022,21745335,8981723,14563999,5416915,19551543,10451914,74
2021,16518267,7216335,1015258,5348073,8462450,12800264,59
2020,12698370,6157888,1072734,4703457,5619452,9257596,42
2019,9818968,3316958,1215396,4039565,2820065,5657578,49
2018,7237668,2409094,1355762,3477375,1633292,3765865,40
2017,5435935,1806578,548197,1936254,1099027,2499918,34
2016,4356158,1661072,783682,845754,1598997,1661312,22
2015,3163150,1539423,335034,736495,1558658,1976634,18
2014,2222683,996495,215239,611667,737202,1126813,16
2013,1321957,524272,121647,436324,555625,859844,11
2012,740894,335332,104152,128901,317406,335572,6
2011,64950,16611,83265,76867,23239,16811,1
2023,1887737,241587,276293,1797365,332994,1854066,21
2022,1789258,276896,288916,1983997,471747,2166828,21
2021,1509581,348708,452881,2004105,455096,2006320,23
2020,1424489,337873,522747,1888459,291900,1657612,22
2019,1357745,315132,775317,1804664,290392,1319739,21
2018,1330080,300083,507199,1179441,1818787,1004607,21
2017,1431113,429316,330863,116433,918954,704524,21
2016,1248127,274673,417331,124657,566882,275208,25
2015,1364107,351686,352091,150557,553755,352221,30
2014,1472892,406708,115819,36132,486930,407243,30
2013,1903319,192362,80091,43963,724208,463188,32
2012,1947152,270291,339837,59557,1707099,584510,33
2011,1194139,313684,239478,95772,1994028,314219,35
2010,1068991,241080,192031,119341,2681246,241751,31
2009,1149744,218225,184508,174524,327494,307870,29
2008,1297455,351453,221854,223693,673321,675281,33
2007,1111441,282492,121541,104986,426382,409827,32
2006,612145,78575,64127,67249,122287,127335,28
2005,347631,31551,57906,57247,46026,48761,27
2023,1766546,428976,655673,1259562,315862,908901,12
2022,1496955,349027,758122,1010712,291737,519903,12
2021,1271345,260458,661896,1039539,165501,500796,12
2020,1219778,197096,245496,482661,201944,359278,13
2019,1206567,167574,273931,484408,170252,262182,17
2018,1070592,152529,248234,426824,163878,174608,16
2017,877779,1219,621218,662934,189744,22079,15
2016,828334,142360,690042,657996,480683,163220,13
2015,616649,177742,147180,207053,212786,198602,8
2014,508818,72301,73074,89089,77146,93161,10
2013,515929,20620,142836,125717,37979,20860,11
2012,502953,16977,108181,96113,29285,17217,9
2011,428015,59786,62696,54556,68166,60026,7
2010,307060,-2201,60562,29231,99498,68167,6
2009,355064,13331,94056,42811,118597,70369,6
2008,322328,15530,108729,66195,97209,58712,4
2007,235193,22164,90505,55326,78361,43182,4
2006,54682,20818,18549,0,39567,21018,5
