Year,Cifra Afaceri,Profit Net,Datorii,Active Imobilizate,Active Circulante,Capitaluri Proprii,Angajati
2023,1610705,1132061,53219,157203,1787011,1170090,3
2022,2282541,1805253,46388,212185,2044964,1805589,2
2021,2738516,2444862,44167,199010,2290355,2445198,1
2020,2324161,2186689,36784,160370,2063439,2187025,1
2019,1089123,1019563,33899,1386,1206375,1173862,1
2018,340000,258964,5839,1386,263753,259300,1
2017,855331,696262,118047,3418,1323026,1208397,1
2016,408000,511799,39191,4275,547051,512135,2
2015,195600,66267,84138,5146,1273246,1194254,1
2014,195600,99027,37851,331017,866964,1160130,1
2013,218720,68853,28367,331888,863534,1167055,1
2012,432759,278373,78471,331415,845258,1098202,1
2011,428043,280281,76646,332285,564190,819829,1
2010,195600,33504,14304,333156,220695,539547,1
2009,397415,148572,22435,334027,194452,506044,1
2008,379322,183936,33356,299898,90930,357472,1
2007,281046,164596,32036,0,205572,173536,2
2006,21009,8660,15699,0,24639,8940,1
2023,61944,37819,10753,5200,32473,26920,0
2022,20259,10089,25112,233,31480,6601,0
2021,23390,18382,224,1167,20569,21512,0
2020,5290,2930,48,2112,1066,3130,0
2023,8696102,1300068,5470944,8014978,3252670,6257279,29
2022,7375995,774632,5707485,8744019,2354894,5557212,26
2021,5923153,855420,5072416,8139628,2193654,5302579,23
2020,5754657,1425139,3386317,5792604,2245598,4682159,20
2019,6234700,730014,3672709,5503358,1940481,3806883,24
2018,6170214,1211025,2825250,4219471,2028983,3449289,22
2017,5346101,634055,2081839,2237954,2127261,2285499,18
2016,3664616,629967,1748522,1687574,1949074,1651444,16
2015,3180406,453317,831607,934089,2188793,2291477,11
2014,2735275,647060,501169,307699,2379629,2186159,9
2013,2221720,574299,215248,272842,1631506,1689100,9
2012,1675184,561951,159684,205110,1069375,1114801,7
2011,926571,405265,255987,108090,757698,610050,4
2010,434467,105814,150718,33838,321665,204785,3
2009,180460,98771,68180,4207,162944,98971,1
2023,1191162,616775,197092,1199888,1538111,2546579,7
2022,1159222,703374,337410,857191,1618481,2147196,8
2021,1252549,687884,267334,738848,1206262,1677776,8
2020,1209003,762305,81531,83916,1724349,1726734,7
2019,974177,494542,116976,117976,963429,964429,7
2018,910668,431801,109628,142097,1138383,1170852,8
2017,1208570,734446,136043,163404,711690,739051,7
2016,1225751,709082,222918,209831,722660,709868,9
2015,1138062,718427,205704,93372,1054353,942890,10
2014,988552,390567,412908,128434,1007203,724464,10
2013,1079538,276692,420316,114231,978205,672120,9
2012,944481,95643,269148,231996,575438,538286,9
2011,868232,88939,119330,185120,614948,680738,8
2010,730376,132412,165461,576300,177863,591799,7
2009,622549,70621,256837,626835,85766,459388,7
2008,581031,267109,66802,304282,207649,448738,5
2007,300826,121418,169613,191137,160105,181629,4
2006,147785,56011,180221,224302,16130,60211,2
2005,46937,26371,21266,8637,9061,4200,2
2023,3261009,177638,2252862,47874,3576440,813829,25
2022,4536346,133433,4599457,126468,5836834,636191,27
2021,7314196,242816,8170398,211456,8947101,502759,56
2020,12046172,217845,7630549,307632,8265841,259943,82
2019,13878241,1007774,5977037,566022,5710964,42097,126
2018,13678812,-1046236,7918649,843592,6184890,-965676,136
2017,13786811,-1294292,6034601,567951,5703525,80560,150
2016,15366476,-391262,3274357,430735,4462332,1374852,166
2015,15115507,-520739,2059576,470294,3621131,1766114,181
2014,12572530,178968,1122595,667575,3003348,2286853,185
2013,14589962,778202,2793989,1164583,4476501,2107885,246
2012,14491060,1141589,2745752,1218349,3058941,1329684,228
2011,11046936,30137,2580461,716518,2240601,188085,208
2010,8752837,10423,1939101,679465,1549144,157948,175
2009,8172147,148983,1711984,823278,1387770,316504,151
2008,5394042,95956,1872917,668196,1510604,167521,127
2007,3925566,13469,1378016,551525,903517,71565,72
2006,1370180,70200,1418431,536853,853474,70410,20
2005,388784,196329,183752,142287,114739,196539,5
2023,423518,108869,189265,210,341479,152462,3
2022,316217,10898,206503,210,249386,43593,3
2021,445320,126189,77279,210,246184,110991,3
2020,272162,59078,89831,133812,95166,136488,3
2019,466252,309744,103062,146518,298979,342435,4
2018,306349,49246,126501,153037,105597,103107,6
2017,296774,38582,142211,167336,165000,136875,6
2016,364376,54004,197060,189540,128241,128819,5
2015,290289,60841,120988,153689,230050,268235,4
2014,387338,17386,126269,165924,193061,207394,3
2013,227666,11949,144897,178243,167302,204300,3
2012,307912,51444,93636,137924,155723,198304,4
2011,316905,87218,92580,140036,101110,146859,5
2010,237085,38393,132511,142781,106662,116932,2
2009,124431,3380,129869,141090,81317,92538,2
2008,141339,1813,128139,112322,56456,56728,3
2007,155451,17558,123391,116372,61933,54914,3
2006,68444,29488,5295,3656,38995,37356,2
2005,29950,7668,1268,0,9136,7868,1
2023,243066,23439,33283,77204,64545,161505,1
2022,211648,27104,39664,78155,45967,138066,1
2021,197925,-6509,14901,80658,46406,140962,1
2020,199489,1874,16979,99270,30693,147471,1
2019,181116,-34686,25030,107394,36887,145596,1
2018,324013,54580,32267,122552,56239,179512,1
2017,118542,15631,25635,95053,60961,147665,1
2016,134312,6799,25556,94877,45455,132034,1
2015,135828,7493,13719,99205,17356,125235,1
2014,139705,-9523,16524,95921,19206,115212,2
2013,205286,801,10151,98743,20428,124735,2
2012,325888,406,13701,105094,32052,123935,3
