Year,Cifra Afaceri,Profit Net,Datorii,Active Imobilizate,Active Circulante,Capitaluri Proprii,Angajati
2023,122158184,2616337,4734746,5184487,17484806,18012259,41
2022,137745442,5493091,7557773,4652051,18264945,15395922,40
2021,120048113,5997339,7285891,3193446,14017878,9902832,37
2020,51278020,1238414,3958739,1181616,6826231,4065493,28
2019,56481324,986283,6152688,740819,8228481,2827079,28
2018,45395302,972713,3939534,624745,5148045,1840796,23
2017,25120140,903912,1269621,310418,1761187,868083,16
2016,9233273,398177,483704,101002,875660,398417,10
2015,1648379,19219,135861,21802,178130,63742,8
2014,1026853,13951,54386,36539,62699,44523,6
2013,773641,21953,86470,35137,82234,30572,5
2012,1002731,10430,74843,22420,61471,8619,3
2022,5600,-88599,554036,145186,279537,-124243,1
2021,80180,0,548253,155314,352225,-35644,3
2020,944341,-11356,528424,160749,492884,129205,0
2019,1361904,-68310,376955,227384,286774,140560,11
2018,1234223,-63281,411882,204074,408936,208870,13
2017,1319738,158065,427180,261426,431115,272151,13
2016,1259679,95955,275545,173771,210762,114087,18
2015,1040616,55662,259072,130750,200590,74131,17
2014,654001,-9068,205954,106038,118385,18469,9
2013,495399,24761,150263,45074,114812,27538,6
2012,48455,2577,45029,10006,37800,2777,0
2023,215362881,10562914,132245622,132071882,86069730,95495342,1243
2022,178978826,-13135974,104056769,131132348,58655016,78912196,1096
2021,176106401,-22903442,85086062,126544056,71244367,92117636,1130
2020,169002856,8374254,57114249,134328011,69954299,147281390,1088
2019,148564991,3795730,46345073,126855707,58330192,138907136,1095
2018,145762332,8379933,52134975,121025756,62853879,136331871,1281
2017,161968637,5976285,64243998,125796737,64472510,127951939,1374
2016,153859185,19935704,73421496,127686111,69901524,125896707,1411
2015,171331606,22482638,74803780,134958366,72845080,133762150,1454
2014,152306439,19092161,75894192,134971422,58879159,124790129,1451
2013,134569995,17476445,64171536,132955721,45201987,118592361,1227
2012,123409507,11826294,71784305,125831561,50807524,108243585,1056
2011,109340435,14408981,76858550,104042564,55264242,83503491,977
2010,104682989,10702090,80120507,132330647,58867228,110787449,1015
2009,112079675,5719760,73393667,131136698,45892478,106186895,1154
2008,95635961,4701299,77769020,142763149,32488799,105194858,1135
2007,70117427,5328746,47652748,133100908,20045818,105493978,1014
2006,50789937,2796622,37162738,23492406,21791149,7165293,560
2005,40719976,7597888,18124266,15681094,9712841,7813261,419
2023,9015230,832431,4190157,4090861,2060000,2037273,45
2022,7599709,490061,3902587,3788665,1762392,1697435,47
2021,7334594,375811,2745574,3276182,1469399,2034664,45
2020,6204619,431045,2403486,3421522,1550315,2584048,40
2019,6527439,1493702,1469098,3271465,891416,2696744,39
