Year,Cifra Afaceri,Profit Net,Datorii,Active Imobilizate,Active Circulante,Capitaluri Proprii,Angajati
2023,4496473,84121,1542299,1615423,3158545,3379970,17
2022,4245446,75795,1521282,1818701,3188379,3497107,17
2021,3695301,349936,1481488,2091311,3137211,3750628,19
2020,9976379,3631104,1378750,2181059,2934886,3741631,19
2019,1819471,16321,1525361,1195291,572747,243701,12
2018,1754002,15522,1443225,1076708,589739,227380,13
2017,1142411,2153,1497219,1160413,503321,211859,14
2016,1250040,1494,1430533,1167296,493995,230758,14
2015,899038,67298,60604,168134,122507,230037,8
2014,795210,89271,126494,145759,133726,160879,10
2013,548379,38464,133177,143632,113264,131607,6
2012,565033,73368,147683,148193,154158,154668,6
2011,451703,21704,201763,150111,194656,143004,6
2010,311520,3467,284603,131029,271433,121299,4
2009,295454,-50806,276804,148484,253700,128627,6
2008,446623,33997,256288,157162,278309,182291,7
2007,474419,47016,246099,197226,231869,182996,7
2006,373891,64673,102595,84648,137650,121617,7
2005,222518,965,112847,66742,101037,55979,8
2023,2419795,401700,3317112,2598410,1335258,618411,5
2022,1517268,96818,3662489,2358508,1520692,216711,3
2021,1299618,207182,1360140,358565,2218855,1217280,3
2020,1044538,213105,823018,55267,1777632,1009881,1
2019,996182,206776,628238,61043,1363971,796776,1
2018,1088378,300777,719155,51423,1257732,590000,2
2017,828743,170434,810805,19159,1080869,289223,2
2016,803633,110537,843524,27348,934965,118789,2
2015,750410,120118,267862,36264,884368,652770,3
2014,917233,185512,316119,34224,814547,532652,3
2013,874561,128621,376366,47721,675785,347140,3
2012,944223,216119,313134,44621,487032,218519,3
2011,753856,166159,258936,25495,402000,168559,3
2010,607924,105929,238229,49589,296969,108329,4
2009,528561,87853,176550,40957,225846,90253,4
2008,596066,118855,202609,70251,253613,121255,4
2007,302395,57447,175445,86268,149024,59847,8
2006,335728,37279,93685,22200,62730,2400,9
2005,340448,105447,58923,26591,140179,107847,7
2023,14287399,-602831,6848163,2745004,5733570,1630411,37
2022,14628275,-574342,5499782,2777167,5117493,2394878,36
2021,15108957,496898,3460616,2328538,4358665,3229587,36
2020,14082296,27008,3463727,2422876,3928621,2887770,36
2019,15229029,520120,4835948,2551743,5416303,3171745,39
2018,14594630,145976,4810248,2682749,4768959,2651625,41
2017,14518575,-90973,4802967,2669317,4627988,2505648,43
2016,13524080,77297,4475645,2749169,4311691,2596622,42
2015,12560270,99269,4004526,2660822,3853119,2519325,38
2014,11242415,225266,3875424,2638801,3644735,2420056,37
2013,11930997,107158,3268203,1980686,3651902,2371298,37
2012,12096061,359982,1663472,625194,3478026,2445012,35
2011,10956345,201835,1333348,519596,2897119,2076030,33
2010,10222245,86051,1975086,497978,3360303,1883195,33
2009,11336052,133772,2213464,602253,3385241,1797144,33
2008,13467658,932877,2451918,437929,3676895,1662906,34
2007,8274688,717029,1676214,222759,2183484,730029,18
2006,4515935,157227,1317089,46602,1322920,52433,14
2005,936202,-87897,1096388,8949,982466,-104973,16
2023,6433066,966092,3261388,377807,5856410,2709670,24
2022,5554193,117104,3415130,472211,5293053,1743568,27
2021,2247489,4103,3999406,567281,5739120,1626464,28
2020,5545588,142488,3439251,220059,5481553,1622361,28
2019,4419960,358325,3013093,237195,4254863,1479872,30
2018,4767417,20088,3565891,19920,5171139,1625168,34
2017,4661856,416114,2461651,5731,4726033,2098027,26
2016,2496983,26237,2890441,6,5244434,2181913,25
2015,4590997,186695,1458416,209,4049454,2419161,25
2014,7744238,357644,1058760,14375,3448938,2232467,24
2013,5000805,553948,881853,70317,2910406,1874823,28
2012,4505716,80428,2338815,125658,3756533,1342551,20
2011,4411330,24335,1957701,146937,3273712,1262123,13
2010,9599911,550579,4396162,55487,5966789,1237789,11
2009,6907859,34600,1782602,17372,2600413,696858,13
2008,5694364,123958,2176533,26326,3090648,662258,13
2007,7002973,369236,2626042,51653,3295075,538300,13
2006,6471462,7330,2562822,84175,2641752,169064,0
2005,3102133,16127,1789046,123117,1730624,74997,12
2023,45867839,905454,27454686,12078583,46567460,29936645,87
2022,20728272,248322,25169072,12558788,43289077,29067825,46
2021,18305110,323002,15952473,10416294,20582289,13215121,45
2020,13320318,298539,15790453,11773317,19343540,12912178,43
2019,17576017,801656,14966322,12397563,18042141,12615584,48
2018,17137464,1126801,16681244,13159586,18813912,11830850,40
