Year,Cifra Afaceri,Profit Net,Datorii,Active Imobilizate,Active Circulante,Capitaluri Proprii,Angajati
2015,1850179,151304,469624,181252,486447,213202,3
2014,770037,61698,460509,76168,446239,61898,1
2023,4197241,204109,4649622,2972840,4453834,1871801,4
2022,3492221,320846,3410448,2317118,3179048,2086787,3
2021,1585793,355349,2861946,2065068,2904049,1944720,4
2020,4332695,365448,1266399,1305767,1702615,1742613,3
2019,4558622,383029,4328648,1441052,4497389,1610540,3
2018,2233193,272006,1665537,1319505,1836052,1493089,3
2017,3801162,221073,1393488,895647,1928044,1432246,4
2016,2202457,44229,1287034,483970,2062814,1246923,4
2015,3504848,378095,1557088,634763,2468254,1407936,5
2014,1682123,30250,1329660,851935,1916901,1214029,5
2013,4678610,97463,1309354,521372,2046761,1258779,6
2012,6898486,169459,2187045,905385,2442976,1161316,4
2011,1272748,16667,1125200,536737,2198954,1612398,4
2010,1818103,14129,1382779,623487,2466668,1234699,4
2009,1077483,14932,1557652,654447,2584976,1166193,3
2008,2507593,392246,1531863,704943,2379448,1151262,3
2007,2905597,540857,1607793,998963,1430346,821516,3
2006,1256355,242067,1009600,369059,972382,280659,2
2005,678266,15404,749481,258908,591786,38592,5
2023,2381605,472572,153846,33445,1054079,965402,4
2022,2013924,410060,50143,11023,1187617,1180221,0
2021,2318405,719605,60890,10455,1438872,1420161,0
2020,2135397,703676,47699,6200,1110331,1100556,0
2019,2477569,765257,71047,7750,1028610,1006880,0
2018,2371687,760894,34912,7750,751627,761123,0
2017,2439727,568229,170273,7785,694259,568429,0
2016,1641345,48562,59318,7927,355036,303645,0
2015,2106657,434882,165787,318,796762,631293,0
2014,1998560,463830,94560,460,558130,464030,0
2013,1411688,578944,96128,602,674670,579144,0
2023,299050,214445,42082,26477,243334,229516,1
2022,296900,214831,57517,25435,247153,215071,1
2021,159750,134703,54136,1033,188046,134943,1
2020,2000,-23966,55541,1764,311804,258151,1
2019,243631,159288,57951,2439,337505,282117,1
2018,265212,196559,58336,7187,173855,122830,1
2017,216978,104105,119562,11935,33774,-73729,1
2014,24194,-62195,154058,19626,45729,-88579,2
2013,11287,-69253,106498,25819,54296,-26383,3
2012,52615,-36407,28306,31524,35327,42870,3
2011,213593,79037,48214,33959,93531,79276,3
2010,87669,10627,6894,1741,58453,53300,3
2009,104434,36785,4622,2107,50827,48312,3
2008,109123,35966,49717,17892,43465,11640,2
2007,78020,-24528,65908,37036,4546,-24326,1
2006,75730,44433,14609,51385,7859,44635,1
2005,39050,18229,25307,38454,5284,18431,1
2022,187021,-1026104,3448064,172041,2675410,-627571,3
2021,654647,469645,4356914,270854,4551987,398533,2
2020,42662,-171387,4747068,367556,4419680,-67662,2
2019,207245,-208911,4502903,467658,4287237,103725,3
2018,458832,97627,3749004,385560,3895745,532301,3
2017,956523,133122,3530950,448438,3517186,434674,4
2016,1734193,3012,3041285,407543,2949390,315648,9
2015,2044108,224068,2755908,636740,3286753,1176164,8
2014,1606284,245720,2972012,974640,2933144,937484,6
2013,2126604,-140856,2809463,1338988,2133213,665528,15
2012,2765523,-18484,2928093,1725675,2021254,819525,18
2011,3841608,198226,3896461,718573,4022554,844914,17
2010,3593912,289820,4480703,836131,4400409,756586,18
2009,2455478,-7198,2083612,1219180,1631290,766858,17
2008,2305353,-26192,2083858,1371811,1478884,774052,18
2007,2511378,-15131,2076389,1570252,1306384,800247,16
2006,2073297,522095,1803418,1517227,1075487,815378,20
2005,1985991,8659,1699422,1158477,818112,292483,16
