Year,Cifra Afaceri,Profit Net,Datorii,Active Imobilizate,Active Circulante,Capitaluri Proprii,Angajati
2023,131226,-20596,3442,49469,39411,85438,1
2022,233966,65589,3259,64104,62579,123424,1
2021,114049,29025,1187,38110,52491,89414,1
2020,28300,-49418,1412,67697,15157,81442,1
2019,148925,25182,2977,103132,30705,130860,1
2018,111555,1781,52853,139707,18824,105678,1
2017,131982,34800,25384,109416,19865,103897,1
2016,82050,-17963,822,25303,44616,69097,1
2015,136259,51200,1265,34934,53391,87060,1
2014,79450,8929,1736,25065,12530,35859,2
2013,94780,30808,43325,38665,31591,26931,2
2012,75617,19118,69329,32684,45768,9123,2
2011,72132,-33890,96156,63069,34455,1368,2
2010,73919,-40308,112677,117851,30838,37578,2
2009,57916,-48269,108456,152265,31573,77886,2
2008,190630,44135,108340,178469,46513,126962,2
2007,147750,38499,97098,132838,47087,82827,2
2006,115342,31416,68167,44306,68143,44282,1
2005,50205,-2200,43950,29420,27395,12865,1
2023,2012883,230121,287207,363520,154048,230361,1
2022,1159020,66850,452880,332099,187871,67090,1
2021,332755,163254,247299,302334,130303,185338,1
2020,348546,-172524,282806,231263,290315,22083,2
2019,1444593,129708,258265,366046,86826,194607,2
2018,1316553,15766,120831,164833,119844,163846,2
2017,1105860,132857,44790,128056,159548,242814,2
2016,727710,78168,36983,114175,74869,152061,1
2015,667573,18900,40401,55757,110641,125997,0
2014,631762,18315,29775,43994,110735,124954,2
2013,438704,14669,15776,63205,59209,106638,0
2012,414690,45204,97999,99646,90321,91968,0
2011,346740,31095,94141,90633,50232,46724,0
2010,245414,7890,58240,12983,60599,15342,0
2009,67929,-8177,44942,17075,35319,7452,0
2008,170384,30,42726,0,58355,15629,1
2007,128366,12734,21031,0,36630,15599,1
2006,24010,2665,3671,0,6536,2865,0
2023,8100938,961209,4185841,3699304,5860528,5234943,5
2022,6800661,1138176,4758522,3877154,5374312,4273734,3
2021,4777892,966338,3593245,3614716,4423869,4137468,3
2020,4764989,644216,3798999,2989325,4090015,3275462,3
2019,6496219,618670,3854072,3089167,3395602,2631246,3
2018,5512681,1009855,4269302,2888043,3391877,2012576,3
2017,4528328,555814,2280453,271346,3011828,1002721,2
2016,3233800,414012,1618816,211848,2373261,966293,2
2015,3003750,519406,854122,144955,1952434,1243287,3
2014,2455823,391615,815479,49882,1513186,747589,3
2013,2295799,464103,743721,8864,1210831,475974,1
2012,94655,10871,393758,645,404984,11871,0
2023,7443037,522216,11338081,5811465,4648596,865626,16
2022,8309472,889524,7922199,3603994,4212155,1232934,17
2021,2833054,1076505,5791601,2861338,3888713,1287404,7
2020,3384559,59871,5227504,1996527,2729046,391023,11
2019,6747900,157566,3747545,1818610,2469384,1073257,12
2018,4530363,542598,3370825,2023388,1555892,1333591,14
2017,3913597,742101,2047084,2166573,695156,882572,8
2016,2424311,151918,263965,337647,161545,242577,6
