Year,Cifra Afaceri,Profit Net,Datorii,Active Imobilizate,Active Circulante,Capitaluri Proprii,Angajati
2023,1285220,51501,350478,255453,367433,274414,2
2022,947466,314947,590707,337778,565923,315187,2
2021,683145,55558,123695,13144,272536,164182,2
2020,525637,67745,93146,31122,242319,182306,2
2019,378823,18729,37979,65670,84369,114542,1
2018,207194,-39411,47211,118177,29467,95813,1
2017,516609,129088,98933,148607,77536,135224,1
2016,199628,26659,11019,2705,32567,27188,1
2015,185622,29497,9653,3411,66563,63685,0
2014,117288,-1491,32033,4116,61694,34188,0
2013,106902,13835,15090,4822,45140,35679,0
2012,73704,3747,14353,5528,30111,21844,0
2011,100238,14305,24898,0,42771,18096,0
2009,24220,-7705,35372,0,35948,576,1
2008,61869,-13089,31202,0,39214,8281,1
2007,65937,24652,8857,1537,28691,21371,1
2006,44446,-3481,13463,5965,4217,-3281,1
2005,65278,19085,15223,2377,16034,3188,2
2023,4163901,415548,1608209,281078,2219841,766995,21
2022,3708712,351060,1522077,247479,1689945,351447,23
2021,3546373,1213964,346763,214538,1471597,1214351,22
2020,3004316,652561,708010,219391,1674404,1185785,22
2019,3826303,1232008,296849,330323,1690330,1723804,24
2018,4109725,960910,278943,495925,1597894,1814876,26
2017,3916147,523535,741134,601188,1816862,1676916,23
2016,3933824,1152997,381546,391003,1143910,1153367,20
2015,2887244,484576,1214974,441676,2229893,1456595,21
2014,2635162,370450,1489449,422734,2038734,972019,20
2013,2626499,-27529,1587239,912734,1848974,1174469,13
2012,2688008,525813,1381691,3003322,645032,2266708,13
2011,2466053,535480,1237581,2707836,270602,1740894,13
2010,2198391,605986,705831,1616699,294507,1205414,13
2009,1805280,-22749,630574,887189,346492,603251,12
2008,1931071,29280,846387,939426,532961,626000,9
2007,1215826,328102,529690,793381,333001,596692,7
2006,728177,149266,191582,262033,198139,268590,7
2005,276529,134898,41490,46213,114601,119324,3
2023,1509075,957997,15211,122659,945474,1046987,2
2022,1383229,758650,56362,168170,753897,847640,2
2021,1423473,626723,33401,208156,569192,715713,2
2020,824074,330382,34360,233286,259629,419372,2
2019,801013,318639,39509,274238,222005,407629,2
2018,615448,291968,51004,111204,319807,381021,2
2017,260420,110063,41491,122537,163472,245429,3
2016,152637,-4963,35018,110213,58939,135366,4
2015,161779,13268,47148,117120,68650,140329,4
2014,150616,5362,75762,122972,78575,127061,4
2013,117729,-48321,89494,133676,76155,121698,4
2012,143021,-7881,93575,148718,112931,169826,4
2011,84409,-66531,48980,127700,87931,168483,4
2010,163039,-6894,59559,141356,151074,235014,4
2009,158379,-8390,70120,156209,153666,241908,4
2008,232437,56439,77750,171682,152946,248400,5
2007,163043,2427,88016,162663,117314,191961,5
2006,258698,87805,48348,162232,162316,277334,5
2005,145554,7678,41968,108510,66649,134161,5
2023,1347360,298842,123160,153055,272002,301230,9
2022,1105017,275778,166523,56594,382023,276018,8
2021,819263,310088,96727,56776,376062,310335,6
2020,370981,90314,53608,58061,127160,93351,4
2019,54500,18045,39571,58934,93450,18245,4
2023,690096,129230,181509,89123,210689,122334,6
2022,673447,150422,372330,149711,367217,156701,7
2021,508036,245667,154476,178280,692939,721016,2
2020,408702,181210,123505,198639,399578,475349,1
2019,358604,149985,133731,151567,286303,304139,2
2018,369564,188930,152831,85106,221879,154154,2
2017,125688,2128,151352,42087,74027,-34594,3
2016,186507,1882,159603,46760,75769,-36723,5
2015,156511,-67673,127955,48534,40465,-38605,9
2014,576423,23114,140470,72251,96937,29069,4
2013,186798,68925,101939,6908,131503,36666,2
2012,135481,-61608,100832,18675,60114,-21974,4
2011,101809,3950,38658,33757,44535,39634,5
2010,77484,30893,9287,9308,35663,35684,0
2009,41872,12082,1413,0,6204,4791,0
2008,5140,-7491,9600,0,2309,-7291,0
2023,841087,451949,238520,236057,465456,462993,2
2022,585974,390132,123237,134955,380593,391157,1
2021,372470,228186,139697,159696,208359,228427,0
2020,565615,480424,7883,4612,492226,488955,0
2019,297388,238739,3068,1114,267817,265863,0
2018,139830,97353,1604,1067,98130,97593,1
2017,73503,58026,1549,1387,58388,58226,0
2023,22805,7228,4717,4446,12371,12246,0
2022,13514,8468,9116,0,14134,5018,0
2021,648,132,4441,0,990,-3451,0
2020,20,-3783,3851,0,268,-3583,0
