Year,Cifra Afaceri,Profit Net,Datorii,Active Imobilizate,Active Circulante,Capitaluri Proprii,Angajati
2023,102375642,939530,120824947,784587571,97841949,47680220,669
2022,77727611,-9436447,63043180,621026010,42818602,38296550,595
2021,70200603,1833688,40070265,580270349,33680454,36163214,579
2020,65862547,2403575,38983452,554951570,34298637,34418238,556
2019,61556413,3324393,44502967,529648072,41841071,33010367,583
2018,54881258,3461415,51531209,501775445,39564323,30911937,589
2017,48421676,3007223,61711843,469864174,42996600,28628911,600
2016,45875874,2839590,64339527,408152126,42001436,26529562,572
2015,44001000,3994164,12022432,323945288,19931021,25072928,583
2014,41822245,3835828,15963520,171993025,43055589,22664490,562
2013,39920830,3104576,6967046,59058450,39940996,19098549,579
2012,36986890,2863506,5299645,18605654,30765511,15703109,570
2011,34567852,3880655,3716851,6567977,29204493,18303636,577
2010,27919653,714165,4842212,3182752,7813520,6087711,587
2009,25160007,33280,5662496,1977493,9117753,5373382,579
2008,22040776,24585,4442329,1567661,5349589,2216689,582
2007,13530892,-642722,4731270,924729,4140602,291604,459
2006,10484953,-478202,3002355,361412,2256080,-415673,466
2005,6114518,-1037471,2683245,386187,1946269,-337471,456
2023,111762134,10406296,195008373,801563804,70278718,102415939,507
2022,78282265,263514,100066041,357243860,53723444,96428899,482
2021,54930599,0,92732668,212903843,107505277,87750504,500
2020,47123292,464208,75651340,186212555,25621210,90828889,504
2019,38949121,545831,70150174,294485473,37599751,90697550,456
2018,28795881,843488,70986282,406154091,38670944,60538785,399
2017,22245382,25024,78341802,394545295,57189871,59842156,321
2016,15333602,114756,47768638,377951564,14568193,20817132,214
2015,11671067,1002989,36573585,352559083,24647125,21641701,171
2014,8684701,508163,40618952,260055103,52413057,4614839,160
2013,6610543,-1302292,46646290,217357409,55641460,-2790196,149
2012,3809568,-1610149,23600704,80478071,20280880,-1410983,121
2011,3828147,-1293435,6808512,20261000,36372287,202645,110
2010,1322948,-2179141,1362409,933045,276106975,1508534,114
2023,41127620,157189,498269544,710353578,308904406,6483653,346
2022,38474110,782822,486325074,639275365,356010880,6761364,310
2021,35927956,1064945,476725862,601549254,81830256,6570208,329
2020,35266751,1758724,191843519,560593682,101432185,6164410,331
2019,32369064,-545674,185415122,552565695,28230825,4377666,348
2018,29983542,617461,158379485,525013009,23889008,5266374,341
2017,27930788,1542305,147672812,510574162,15605512,5081498,329
2016,26857479,351618,125917276,473042603,13331042,3034490,325
2015,26775822,268656,132913959,471152833,7628848,2841623,323
2014,25210389,266125,109800317,432899660,8716642,2793344,318
2013,26796106,143986,101082958,374247132,17750312,2133794,336
2012,23049391,32992,105314488,326709032,12340033,2191183,314
2011,20908296,74427,65627245,213293234,7656385,2282433,276
2010,18701899,117908,41294824,89590695,50194160,2371121,269
2009,17529853,570612,27488119,37722039,63760860,2730888,268
2008,14230701,63369,24263578,22001303,4656127,2190395,273
2007,11632649,89021,22280471,21089349,3365319,2174197,259
2006,11107696,559699,1410584,558114,3022889,2194936,223
2005,9684305,130333,2405225,254197,2773644,639446,231
2023,70790359,103037,27790761,83130865,31124100,19308295,536
2022,55399966,693618,14911377,38148724,26605531,20198880,511
2021,44387608,710361,13520824,35724709,23995654,17996214,481
2020,43217657,91459,14058382,33832633,23642591,16450105,491
2019,38796339,52325,16161363,33947553,24347275,16839997,524
2018,38078068,529706,17902921,32338589,25240683,18006336,524
2017,32667893,296921,15458994,287641127,26223704,15110799,493
2016,29842534,328902,16598728,373228296,26297957,13983338,481
2015,26706382,781377,18382441,364348613,21937371,7783325,482
2014,26383347,651805,25591461,320643157,32477267,6922218,474
2013,23357062,66447,37453085,308128977,44733184,5746489,458
2012,21669673,1077441,45956762,256344523,35469514,5427419,454
2011,20275519,1065827,35615535,167967048,51102124,5476631,455
2010,18825318,101139,14981920,67144060,53641048,4460584,467
2009,17510679,227385,6756228,8202355,61915714,4374034,486
2008,16576668,363517,2696094,1836548,59421422,4673934,500
2007,12682865,580118,2412450,2384447,5568559,5540556,402
2006,11419541,460827,3026014,1953977,5233605,3939044,401
2005,8520336,-570598,2732088,1884447,4125505,3053903,407
2023,2053726,131224,317685,585545,1027018,1296425,9
2022,2446762,386447,364032,401896,1126563,1165201,11
2021,2491426,396611,703805,403310,1326823,1048753,9
2020,1318605,242360,541393,415425,755341,652142,5
2019,1452927,157764,713323,337146,762847,409782,6
2018,954515,77421,681468,332437,577741,252017,6
2017,860580,5724,561779,366509,346873,174596,6
2016,877862,130,669745,409090,429149,168873,8
2015,774361,884,735577,383147,521056,168742,9
2014,884337,1865,679184,405729,441067,167859,8
2013,820579,4833,697454,115587,743883,162395,8
2012,1324590,181,822915,175883,804496,157562,11
2011,1803394,4965,919780,178833,898025,157381,12
2010,1902754,11132,876855,212808,816463,152416,10
2009,1531259,25831,944239,130265,955259,141285,10
2008,1443310,44935,917261,37259,995455,115453,11
2007,1158764,8253,848084,60498,858104,70518,11
2006,1045392,6411,745164,86162,727680,68678,6
2005,795358,14424,678455,113696,627026,62267,9
2023,32915530,850716,10836339,4309464,14466515,7958410,215
2022,19383941,604043,5261343,3335378,9788962,6192110,219
2021,18281462,332662,3033569,2985220,10785670,5756966,207
2020,18114955,-2157665,7536789,2381379,10604249,5448839,205
2019,15786900,872745,3341990,1865606,9003002,7545215,205
2018,14087434,883618,4538923,1449299,9736967,6672470,197
2017,11787065,1300033,6511580,1263797,11018038,5788852,195
2016,11854816,1826580,9058186,990935,12556070,4488819,201
2015,11572622,2173608,14537177,872011,16327404,2662238,200
2014,11402609,1901942,16434664,984675,16051261,601272,193
2013,9206370,-1452092,139314398,123783280,14544492,-986626,200
2012,9920100,-1104394,78983885,63701581,15370047,87743,202
2011,10081831,159118,93051686,78695758,15135295,779367,200
2010,9787149,926282,120510922,105874744,14840277,204099,198
2009,10994374,3852261,65146663,50650563,13357340,-1138760,197
2008,10713900,581620,43031035,28604958,8916587,-5509490,195
2007,9062545,480438,43171424,27972313,8647806,-6551305,191
2006,8146272,1824448,39704255,23975036,8349592,-7366125,203
2005,6806394,-307822,47973027,31298989,7143655,-9514382,297
2023,94813542,10569707,51653562,66017164,21515457,27388877,836
2022,71481418,2145708,53550760,43196610,15240198,500062,825
2021,68134435,2703262,51876898,43956097,17133139,5255737,800
2020,70306600,11220607,56860154,44931948,24262102,8735907,909
2019,56215521,-5075829,59902619,45994396,13475321,18124,985
2018,52017460,-2417492,59303217,48983770,15414873,5145435,1023
2017,51415056,955259,60618919,438894799,17579751,8105068,1025
2016,50644509,1279328,83857798,414382255,32975476,7827300,1042
2015,45594375,2032478,70258580,384028959,19760073,6547972,996
2014,40943623,280247,43590229,466152234,55579405,296481880,1000
2013,41335656,3110182,60126333,404402848,52606446,9476567,1005
2012,38403398,1723609,44582895,210267393,39667137,182245330,946
2011,32948606,1462303,39846009,364714088,16343136,6886708,824
2010,31167185,1788177,36554434,302770463,23547711,5424405,789
2009,28937735,258392,20179139,221353826,12314004,122535065,815
2008,27742860,468613,17132711,156532077,13048221,105459998,800
2007,24234064,391073,10361116,101034688,6350311,96951322,770
2006,22944641,472978,7245170,94548724,5806250,92670518,878
2005,13651766,496968,4905076,84527995,5776166,85150851,850
2023,87304753,-9687758,632207322,676889548,43584202,70234608,511
2022,79722278,-11114106,613331264,650261290,42486821,67519545,521
2021,72220646,160903,605779692,642152516,44979256,71512947,527
2020,68062968,1085122,619488907,643806966,53831050,60527119,523
2019,61949661,2062244,548653556,574613455,47101307,58765146,533
2018,55344254,1833639,364123873,706235344,51465975,67282648,535
2017,51773653,1251202,349483874,695475825,53062734,67804424,529
2016,52006736,1854449,364764744,700963560,65563354,66606236,537
2015,52149396,1670136,370150271,669590496,294483389,59514518,567
2014,51413548,1131551,419803540,484194015,486114659,49985107,585
2013,49914649,930093,372099746,380184987,532827528,42855880,586
2012,47467846,854223,337230922,310406813,580863354,37986699,584
2011,43247407,528350,241176390,212691375,62711464,32983895,566
2010,40442343,2746915,209059757,290991333,22752445,34786111,578
2009,28472199,664691,154619979,215595527,78919123,30611610,579
2008,19093316,500093,62290085,101746441,59816965,29772935,308
2007,16924200,1777850,118573054,66399699,72686706,20513351,317
2006,14497774,1849035,7489633,28826458,65923179,17616918,327
2005,12683646,786941,6156309,20608292,6117488,20575938,315
