Year,Cifra Afaceri,Profit Net,Datorii,Active Imobilizate,Active Circulante,Capitaluri Proprii,Angajati
2023,21528671,-811578,22997359,10166044,5552693,-7261173,49
2022,18255549,-1083018,20855869,9955966,4407656,-6449595,46
2021,16124714,4158905,21911513,10206034,6167082,-5334940,52
2020,17070810,-8164,18414488,14509448,7370394,3469404,61
2019,24967858,1139497,19661981,15328319,7844252,3477567,85
2018,23295851,1168158,20904431,15526892,7804019,2338070,82
2017,18275551,-907970,34351209,15930099,6563173,-11875588,81
2016,17549401,682221,41487972,16957497,13603405,-10939379,82
2015,12870170,-516561,41577730,17503251,12444351,-11612851,81
2014,13713473,-2546438,41424520,17868720,12438534,-11100201,86
2013,19919914,-2186083,41758498,18616590,14756960,-8365847,100
2012,31486733,-2845347,51503443,27200066,19434140,-4241780,126
2011,36579647,516587,49258428,27210213,20306011,-1159406,113
2010,33806260,-7658478,49422167,27931435,19578621,-1443348,102
2009,39045521,-4287767,47587468,36964956,16452541,10775861,118
2007,45419163,601763,41050178,34583870,22113441,15647133,100
2006,29401402,1153312,12351195,13690982,7660868,8188271,100
2005,22402022,1214331,11003054,12314200,6319168,7010452,110
2023,27360403,1655416,15046417,3149561,18907171,7024036,38
2022,14453585,1604958,8220930,1483865,12336035,5601145,28
2021,12190624,1044881,7380287,720302,10677561,3996187,26
2020,10395760,1097956,6452879,1329055,8074263,2951306,19
2019,7478566,873492,4234122,820419,5567053,2153350,18
2018,3541690,199454,3153788,331326,3652300,829838,18
2017,2937651,507886,1664632,97422,2151593,584383,18
2016,337546,76297,1257088,798,1332787,76497,6
2023,5206140,478696,1048294,266974,3884335,3109212,4
2022,4893047,646847,1008560,272888,4039702,3314269,5
2021,4797949,650039,351864,266631,3201874,3120208,5
2020,4171082,1212497,309399,208059,2826604,2725854,5
2019,4246188,1421800,539657,159398,2003896,1623882,4
2018,2002262,245602,401772,158937,849052,607130,2
2017,1408789,218543,561415,287288,744003,470407,2
2016,679600,13868,636795,285690,602969,251864,2
2015,730526,-124658,734552,299615,676576,241639,2
2014,498092,6277,478956,304548,740705,566297,2
2013,552947,5671,402099,249548,712571,560020,2
2012,587120,3128,311071,246398,619022,554349,2
2011,705635,7190,262894,246398,567717,551221,2
2010,648535,10338,347072,239705,651398,544031,2
2009,810127,65726,302873,75545,761021,533693,2
2008,1643659,150060,387053,55466,800024,467968,2
2007,1714474,179433,383552,47519,653941,317908,2
2006,1388132,90499,285086,40606,383424,138475,2
2005,943469,31757,365513,53633,360325,47976,2
2023,5281358,724992,1400077,936891,1407290,944104,10
2022,4729502,723346,1550595,449432,1895861,794698,10
2021,4183662,991163,780173,454078,1395706,1069611,11
2020,4236132,661204,755464,282819,1224777,752132,12
2019,4155942,504347,1059208,453224,1223228,617244,13
2018,4944920,798778,1128768,657133,1374006,902371,13
2017,4370094,545039,1434458,917260,1147107,629909,14
2016,3517218,401591,1038955,556509,967318,484872,13
2015,3194824,332278,935226,551338,956768,572880,11
2014,2449480,959,776932,136171,881364,240603,7
2013,2364369,91095,641453,173223,688495,220265,7
2012,1431926,65268,441567,225716,345021,129170,4
2011,699793,56811,145497,20440,188959,63902,2
2010,60153,6892,12446,0,19538,7092,0
2023,335200,22342,744496,377368,399470,32342,3
2022,734799,36598,624517,377368,293747,46598,0
2021,237814,8949,576680,376902,218727,18949,5
2018,375801,8164,379876,196675,201365,18164,6
2017,240304,-10224,364370,196924,167222,-224,5
2016,336686,7475,379338,196942,199871,17475,0
2015,280769,6718,384720,197957,203481,16718,0
2014,291146,8274,350498,198961,169811,18274,8
2013,252773,4737,360691,199791,175637,14737,0
2012,312491,-3525,338525,202966,142034,6475,8
2011,348509,10888,342984,211486,141916,10418,9
2010,345075,8671,338884,268630,70517,263,10
2009,278694,5158,330897,284060,124821,78967,10
2008,568920,12920,258905,194171,81393,22920,10
2023,1376448,129192,262194,14083,8938744,8690633,18
2022,1869952,426785,200694,15937,8746198,8561441,18
2021,2229598,879943,111860,15242,8462274,8365656,17
2020,2172937,813048,166913,12852,8359774,8205713,18
2019,2930549,1383720,284950,57258,7618797,7391105,21
2018,2450396,964504,355344,19427,6843302,6507385,21
2017,2397646,787030,1196004,49069,6689816,5542881,20
2016,2198483,351972,1673245,84662,6344434,4755851,16
2015,1798051,282130,1799641,40248,6163272,4403879,14
2014,1751765,190977,2353026,105946,6368828,4121748,15
2013,1984191,290875,4988362,200159,5718974,930771,15
2012,678867,1924,4799394,321246,5106070,639896,12
2011,638948,13412,3513491,358514,3792949,637972,12
2010,677418,95334,1983645,250512,2357693,624560,11
2009,526473,14910,1227669,290670,1466225,529226,10
2008,600732,67283,785900,350930,949286,514316,8
2007,313056,163193,277531,80503,644341,447313,5
2006,243652,172156,124745,78630,323375,284120,2
2005,240700,177623,66861,905,277920,211964,2
2023,4249558,253951,794873,23142,2840804,2081714,7
2022,4310551,350819,689353,64436,2827166,2207763,7
2021,3581914,221335,592769,141814,2510205,2061122,7
2020,3125435,113843,462293,90613,2211467,1839787,8
2019,3258865,-170869,552374,96549,2176314,1725943,8
2018,2990285,14152,640821,186810,2350823,1896812,8
2017,3598314,109702,620494,226324,2345989,1951819,8
2016,3463482,167487,821357,332784,2520690,2032117,8
2015,3978318,101779,945167,26399,2894723,1977068,9
2014,4291625,298558,885835,133102,2806706,2054825,9
2013,4310124,214072,1068915,278059,2546079,1756267,8
2012,5033072,406670,1965939,411939,3310267,1756267,10
2011,5259734,626572,1992609,392081,3200125,1599597,12
2010,6701445,742965,1229950,93521,3003998,1867569,12
2009,5368149,625488,881020,147331,2308293,1574604,10
2008,5785568,605902,1358481,212340,2230256,1084115,13
2007,3352356,463044,1087358,263036,1400035,575713,13
2006,2368688,61775,580680,140291,579442,158168,5
2005,890789,56393,104345,0,165738,61393,3
2023,1598768,293307,814398,115112,2016947,1320182,4
