Year,Cifra Afaceri,Profit Net,Datorii,Active Imobilizate,Active Circulante,Capitaluri Proprii,Angajati
2023,15205671,2968883,4881746,5782506,6908029,7808789,22
2022,17951421,2329180,6351365,5425033,6376239,5449907,23
2021,15679388,1580134,4297368,7472460,4840635,8015727,24
2020,14765452,2533280,5490988,6539757,6619824,7668593,23
2019,18633244,2743095,5351504,6012637,5588180,6249313,22
2018,11141706,2322953,3537278,5450720,3122776,5036218,26
2017,6974499,1309538,3085338,4890632,1785797,3591091,34
2016,6884410,951634,4217405,4522470,1976488,2281553,34
2015,8412844,690778,2973543,2519815,2080998,1627270,33
2014,8124199,84634,1342221,1175785,1102605,936169,27
2013,8911967,688625,2402324,1264048,1989811,851535,29
2012,4480419,145143,704821,278358,538331,153740,12
2011,83361,41510,69369,42528,68551,41710,0
2023,123403784,31486376,44631014,41616791,87584394,84005307,134
2022,41415002,2603913,30644280,42857083,40318707,52518931,140
2021,34871028,14902863,7041403,35966350,39545143,66915018,157
2020,44551693,7198582,11434822,45893092,36768032,69515125,165
2019,50753156,2627348,19058783,42777807,41844896,62916687,155
2018,54531312,14780631,23336623,45910709,41480663,60505349,124
2017,39350541,1867367,28984780,45351031,32839736,44527912,77
2016,52396021,2923242,34707124,51045598,37059389,47856218,139
2015,90729548,41829756,28134320,46155564,58829943,76435873,226
2014,60009899,14802591,14257005,27678125,32705985,45711791,201
2013,34497011,4116936,12246686,24894804,23707405,36354466,200
2012,50048603,13218498,13252683,28531978,22246652,37524890,190
2011,56161724,21543032,11202637,22545444,25890460,37232210,145
2010,37482527,15679715,10274150,12841712,22413289,24980851,83
2009,17882228,6697955,6910033,10203019,9357150,12650136,50
2008,35423688,19592790,9108541,8330975,22403979,21626413,50
2007,8409020,3178088,1295210,2013783,3700050,4418623,48
2006,4278476,1766052,970059,1228879,1861675,2120495,40
2005,2143010,648664,1083182,818251,939415,674484,29
2023,210415,545606,459601,56472,825954,422825,2
2022,231697,-151118,726584,339438,264365,-122781,2
2021,231240,24257,725455,335795,417997,28337,2
2020,1241047,-181442,148051,765985,583385,1201319,5
2019,1993850,234458,303046,1116490,1008614,1822058,6
2018,1849678,208562,182802,1173357,879760,1870315,6
2017,1474341,100091,161975,1196094,726628,1761753,6
2016,1758050,31605,383673,1334076,705522,1661662,4
2015,2014845,127245,345613,1485198,726882,1871512,9
2014,2339657,114210,487697,1606161,621830,1744267,7
2013,2534803,295919,649913,1649949,702908,1708682,9
2012,1891010,120591,649605,1506312,676647,1533354,9
2011,2364066,444880,715199,1567739,766801,1619341,8
2010,1963658,343378,865345,1216263,923543,1274461,5
2009,2927143,682715,2002894,1282605,1751372,1031083,5
2008,1956088,444288,697809,400051,742052,448368,7
2007,1208156,332849,349248,178921,507256,336929,5
2006,1131018,315137,203736,128878,394075,319217,4
2005,684436,333035,121831,137570,321376,337115,3
2023,3531472,478667,550845,379689,1218485,1047329,13
2022,3090348,526477,654728,546115,756623,648010,10
2021,2982280,576163,421381,611416,1056324,1246359,11
2020,2324788,386974,454703,623684,1041530,1210511,11
2019,1949007,589314,329282,293770,982206,946694,8
2018,1510808,367914,263784,191121,607936,535273,6
2017,788632,154754,161212,69657,332597,241042,0
2016,841843,99291,128195,55544,319255,246604,5
2015,613597,132212,105732,88783,310104,293471,5
2014,177240,58309,66954,119447,189908,243376,2
2013,87671,3919,22706,54613,153160,185067,1
2012,223084,103190,21503,70442,130028,181148,1
2011,257731,26631,106737,12983,171712,77958,1
2010,189480,-8281,128470,57950,121847,51327,0
2009,327386,-28981,184856,145988,122285,83417,1
2008,829160,41803,358059,248571,253791,144303,3
2007,1293399,177302,460767,348945,330132,218310,2
2006,284381,54938,230663,96502,209216,75055,1
2005,89573,14882,51558,39476,26986,20117,0
2023,5872976,2177676,870243,1487390,5546037,5762184,5
2022,2789147,825875,487481,1598204,3524636,4576168,5
2021,3278278,1189575,352557,1719763,2977088,4344294,7
2020,3921889,1664006,2166415,1452625,3868508,3154718,6
2019,3170673,1316293,3052513,1596637,2946588,1490712,6
2018,1512468,51134,2498756,1588051,1084864,174419,5
2017,318123,4192,2488421,1668983,939740,123284,4
2016,988830,171176,2914800,1777181,1255196,119092,3
2015,972593,2071,2886018,1792959,1040917,-52084,3
2014,560970,6405,2813734,1790774,968078,-54155,2
2013,561185,18363,1047031,369619,537823,-30410,1
2012,376870,-63751,794746,256512,486381,-48773,1
2011,313912,2445,805592,208408,594461,14976,1
2010,416661,58538,804607,173028,639448,19082,1
2009,516787,14114,424137,306,384375,-39456,1
2008,497814,43248,150946,1682,93894,-53570,1
2023,3000,-72550,410147,3265232,4929310,7784395,1
2022,8403,-66092,399770,3279084,4977631,7856945,1
2021,34770,-226982,452995,3292935,5083097,7923037,5
2020,25210,-304817,225223,3518357,4856884,8150018,7
2019,154837,-626478,210752,3479523,5186064,8454835,7
2018,571829,-70678,180183,3946060,5633082,9398959,11
