Year,Cifra Afaceri,Profit Net,Datorii,Active Imobilizate,Active Circulante,Capitaluri Proprii,Angajati
2023,0,-13145,471785,471967,1268303,1268485,0
2022,0,-954687,542450,473999,1350080,1281629,0
2021,0,-4770,579752,553032,2263037,2236317,0
2020,8859,642296,584138,553032,2272193,2241087,0
2019,5173260,1849585,1375179,590564,2383406,1598791,88
2018,10282556,-858492,3353912,2129429,2807201,1592612,106
2017,12520998,-2380065,3913999,2524592,3826364,2451104,125
2016,13890343,-2291015,3637428,3199582,5252614,4831169,135
2015,17787270,-1264548,3307362,3240044,7173945,7122184,151
2014,23035504,124740,3349701,3294373,8426019,8386732,151
2013,26160915,447584,3478085,3433060,8286748,8261992,163
2012,23520189,118229,3679117,3052750,8233366,7814409,156
2011,24257624,155193,2857386,2521406,8052989,7736076,153
2010,25186207,392650,3129364,2240402,8452218,7580883,156
2009,23734311,25895,2452734,2746722,6837428,7188233,155
2008,32342255,60312,3476850,4155618,7245585,7989450,321
2007,28658851,259739,5486949,7388284,10687228,12588563,400
2006,22579821,638263,3894945,7743691,7728339,11630419,388
2005,18273526,436752,3544114,8148629,6306423,10992157,385
2023,264491,-109585,552329,0,197840,-354489,3
2022,245998,-80027,448549,0,203645,-244904,3
2021,259112,9141,389246,0,224369,-164877,3
2020,290316,28899,399799,426,225355,-174018,3
2019,241950,-14408,406684,1485,202283,-202916,3
2018,221104,5737,407783,2544,216731,-188508,4
2017,216509,-31030,402470,2689,205535,-194246,5
2016,246014,15424,398029,5754,229060,-163215,5
2015,156767,-40637,391514,8819,204056,-178639,5
2014,153820,-31718,295942,11947,145993,-138002,5
2013,127277,-27249,242006,15329,120393,-106284,3
2012,130279,-56522,169815,18934,71846,-79035,5
2011,157094,-71341,153988,33812,88663,-22513,5
2010,140071,1863,138208,57289,94715,48828,3
2009,145332,-89478,391295,56287,77511,-245497,3
2008,110607,-123822,324329,78543,80167,-156019,5
2007,170359,46267,253198,1430,219572,-32196,5
2006,108726,-2772,163403,1742,83198,-78463,4
2005,30246,-27918,120169,207,44271,-75691,3
2023,14141357,819441,1259224,676723,8088808,7506307,6
2022,21289876,1720484,1335928,767762,7253911,6686866,5
2021,13567295,1571242,438603,770034,5686076,6019014,7
2020,12153041,795858,2408722,692987,6159541,4447772,6
2019,11904267,480058,1004278,491370,4162956,3651914,8
2018,11352663,610083,1221874,549925,3841849,3171856,7
2017,9105864,901294,2333380,474853,4417962,2561773,7
2016,5997467,228406,813286,461537,2009600,1660479,7
2015,6937986,178970,1749144,517211,2979796,1747863,7
2014,8881619,242504,2025327,603107,2989714,1568893,6
2013,8607920,132321,1689105,369135,2639460,1326390,8
2012,7753271,132058,2176444,473844,2408348,709069,5
2011,5965719,99015,1745625,259402,2063234,577011,5
2010,4514535,78210,1240078,205310,1512764,477996,3
2009,4196494,14048,825961,202550,1020415,399786,3
2008,1688916,84970,1366465,252976,1482092,370939,3
2007,1594837,93331,1194544,328203,1152310,285969,3
2006,1115163,65550,913314,197757,894406,192638,1
2005,1100299,131769,154898,62625,219361,127088,0
2023,3527048,480571,2012017,1031919,2466794,1486696,15
2022,2590686,262189,2707283,677050,3303497,1006125,14
2021,2558150,282805,2052130,350125,2345504,743936,14
2020,2193709,17848,2247890,413483,2191701,461131,14
2019,2157683,32208,2581663,497153,2422921,443283,14
2018,1938418,10590,2744595,601343,2448111,411076,15
2017,2190898,20625,2614956,481600,2429858,403019,14
2016,2027208,113550,2440017,412327,2340861,388538,13
2015,1869674,104549,2181272,335783,2045111,274989,14
2014,1444473,54918,2319154,367054,2047173,170440,13
2013,1919689,1290,2365223,499565,1903321,113030,14
2012,1753049,2205,2315798,631210,1757042,147821,12
2011,1012491,10036,2303111,731529,1641830,145615,13
2010,720079,2548,2410847,803967,1631294,99781,10
2009,620771,5103,2296564,966228,1352213,97233,10
2008,599623,20780,2212458,1021913,1207321,92131,10
2007,213349,61970,1461631,1042686,490295,71350,10
2006,89787,26683,1082623,788834,290363,9380,6
2005,79690,-152121,828183,685225,123611,-17307,5
2023,27781570,298940,27901447,44430969,24809353,19828231,71
2022,27298560,891356,21852001,41828949,21639655,19529290,90
2021,25231994,746401,20865879,39189968,24177305,18959090,89
2020,22023071,67341,20357883,35366248,16985037,17830828,83
2019,25202446,364087,17862998,29631075,13390610,17924154,116
