Year,Cifra Afaceri,Profit Net,Datorii,Active Imobilizate,Active Circulante,Capitaluri Proprii,Angajati
2023,269189574,11983833,251855154,289357328,79181569,110759801,0
2022,234693166,6758434,278338649,310881106,69719395,98218133,831
2021,197767111,1183486,274062897,309853122,61967501,91524275,782
2020,180885452,-7877361,232248726,315468707,84576680,165340790,829
2019,191636723,-6303599,220684118,333715754,60886356,171856246,810
2018,170871041,-20945345,241490658,332233300,88117228,178159845,780
2017,188353435,-18302355,254126811,361727279,90506201,199105190,750
2016,1465217,-3198002,84839772,158032444,14879181,88896974,15
2023,58569206,4888721,39277386,22723240,41336983,25982670,196
2022,50727374,2971347,44924962,22204872,45705508,24087836,218
2021,44806000,2228842,54404577,25240014,49093210,20663118,204
2020,41660931,307221,53848648,26310061,41095156,13781989,231
2019,44277623,1388441,49452698,27370367,38268002,16540786,203
2018,39203426,1368842,37985782,20779668,28554704,11648548,191
2017,38699836,1131544,39113624,22956538,26115316,10129705,210
2016,38734328,1018192,39613317,23360662,24959147,8998062,215
2015,36506647,907170,36075665,19816126,26619764,10589869,219
2014,36100895,949627,37590766,17975829,25639662,7167009,373
2013,39311559,429514,34974380,17020319,24427436,6774662,246
2012,42247209,1305347,26673679,8617119,23314027,5633594,383
2011,38996387,413068,25901087,6300704,23870118,4327420,378
2010,37339927,664183,21612783,6207304,19326206,4206924,331
2009,36296790,482284,23152461,8281477,18482781,3549865,356
2008,36085830,433900,25766484,11319169,18048865,3799569,365
2007,25008593,478154,18466166,8060025,13718036,3311895,311
2006,16662854,1764727,11036580,5120684,8474411,3119939,231
2005,11551309,909303,8482004,3259714,6242797,1365212,179
2023,151016681,26808412,16921298,105196076,59928966,146877285,258
2022,125476468,14016245,33241132,92311076,61182990,120068872,302
2021,125465553,22123809,30137291,100305373,51684600,121300859,363
2020,117352002,14081907,11572048,70954981,41740992,100505883,409
2019,126747721,17141410,14345741,71296240,32010761,88523322,406
2018,115347585,10946417,12494103,58227039,28297273,73381913,391
2017,101651701,9213029,10732604,44273769,31773259,64540757,369
2016,101247328,12319549,14437283,47674195,23579867,55977728,346
2015,88512590,4006226,15609244,37240187,24896750,45508179,331
2014,67998687,1708867,13828393,38186412,18622129,42224036,308
2013,65926792,938232,14990639,38671397,14667135,37088583,310
2012,75907692,1854941,20524817,40490078,18343579,36890097,327
2011,67631345,42576,23978480,45395016,16426375,36141952,322
2010,72654902,3725937,29972269,43889842,21779519,33861448,329
2009,70520179,8410929,18873439,30357429,20236859,31333525,321
2008,57714975,3365714,22404102,34718257,14094938,26320530,301
2007,53878569,4435065,11118242,18729074,13721223,21332055,278
2006,39130196,1497350,10363899,15762871,11562926,17205107,283
2005,35009881,1610250,12349829,19938245,8646278,16086367,280
2023,20952433,4585500,4256039,18822563,19426598,33993122,46
2022,23033494,4572054,9279209,15112027,23574804,29407622,50
2021,22015938,4009769,3298849,12550923,19279999,28532073,81
2020,19800820,3064425,4565041,12110498,19229805,26775262,81
2019,19527588,3763188,4252194,12056632,16205664,24010102,78
2018,18223428,3102978,3972344,9462673,15376319,20866648,76
2017,16239208,3037340,3705215,9837979,12129075,18261839,75
2016,16012862,2278203,2434205,10071395,8413887,16051077,86
2015,12306204,385399,2026403,6684313,9417534,14075444,93
2014,23902728,2009944,2433875,7251402,8872517,13690044,96
2013,30226322,2529659,6527500,6899244,11308356,11680100,110
2012,27476777,1217761,10754557,7506436,12398562,9150441,118
2011,17043540,1128056,17538071,9169074,17128750,8795257,117
2010,16677699,1358346,17777025,10951320,16826689,10033470,118
2009,20063068,341398,16648099,9899746,15335715,8628487,136
2008,22702582,1606189,17896018,10636521,15625031,8383151,170
2007,16899301,799542,16915998,10175564,14445603,7705169,169
2006,34890535,181378,22707164,10553160,18787512,6938388,174
2005,46863371,2110369,15162669,5125347,16740827,6754760,182
2023,28034014,1815579,27340873,9903562,26176956,8703699,86
2022,27165462,5014855,32320077,10588531,28536747,6888120,96
2021,28058976,6054275,16467058,9195191,36504725,20163827,102
2020,30500093,12848111,13020394,8815111,20660843,16559552,103
2019,21608077,4529529,16018520,9238997,14152772,7411441,96
2018,22017006,4237053,16597469,7172271,17095978,7716366,95
2017,15754079,1350239,12423463,7469397,10970736,6029313,102
2016,16174087,2524788,14362812,7584828,13977010,7200943,92
2015,14523121,1485992,14413108,9229366,12085368,6903543,87
2014,15393319,650310,12539988,9427168,10631946,7517810,107
2013,25646621,607358,18661095,9342795,15237903,5906672,129
2012,39782971,199493,23384309,10553930,18381278,5654233,184
2011,31386255,322946,17542163,10026892,12967205,5462774,159
2010,23343328,241783,12672218,7834929,10087939,5237718,141
2009,10960164,104571,10209611,7635165,7535392,4987218,68
2008,14855769,336789,8879885,6331125,6971878,4682647,79
2007,12046317,263764,9513615,5880913,6907569,3274867,96
2006,17549205,132140,5026335,4227075,8010892,7410126,53
2005,15137693,67015,5161850,4646345,7617540,7277986,63
2023,1917916820,90586786,413964886,660165034,485929785,790095921,0
2022,1575022334,4142598,435078263,626559350,474223428,699509135,742
2021,1154000318,66052979,293201256,374466085,373933347,476171973,799
2020,947055789,5447323,241205314,354184353,260293487,400166761,813
2019,1066004000,70039813,343056199,329842434,230906605,251214005,782
2018,970941265,58568816,352179251,300721104,227703994,181174192,726
2017,854864686,8082998,357280108,270744256,225706812,130171641,665
2016,760151250,26531602,298603818,236978876,170070200,114444412,612
2015,701521894,-11637301,267161816,235923985,155719315,121876668,684
2014,611188577,3413225,238541146,246951379,166611584,173861635,761
2013,582099137,-26734467,208470883,267395078,143812096,192535990,921
2012,632559021,-66278560,188294728,276180300,178873653,270151377,921
2011,601077902,4909540,141241369,423304158,190638475,475618520,982
2010,602513361,2927151,125553831,425309489,240434231,563514061,991
2009,679171218,69924998,134573842,456594208,206823958,559468167,1016
2008,744806819,136500284,127800291,311041992,300048440,510760850,1073
2007,651066417,112559625,84152277,210319783,253743384,374840566,1201
2006,571700318,47464699,88844730,110030956,148138941,177948659,1039
2005,449349117,20418567,160797320,76094793,137033234,57420777,969
2023,97300375,9016876,37246103,204063543,102009817,221498428,348
2022,99691167,13057336,30612618,199762207,89417870,212523142,376
2021,95493748,4835046,33413221,180068159,98868492,199593189,387
2020,97592720,3126046,21280897,165274118,77954804,178662097,412
2019,91843488,3518664,39246819,172133208,84732301,175868108,438
2018,92437835,3339152,36913898,172923694,82086145,172737957,439
2017,79558659,2537703,21621541,103248630,68252365,104330444,432
2016,66477319,3901150,11818519,96169847,67921979,103295031,422
2015,60003672,2091729,21273151,99713126,71514488,99393881,411
2014,52077865,1581149,15336092,91932786,69241450,97059753,429
2013,65773148,4738069,21744247,87038045,79570661,93690076,449
2012,77280166,4303438,33853620,74187040,84438383,88259167,490
2011,80438619,3973723,29053320,67647537,71555979,83845366,611
2010,70863767,3767048,24863479,46749871,76001302,78597656,686
2009,86350153,10989665,38580803,39689658,85294492,74865370,902
2008,97966320,12924568,43448217,36498774,76905138,63696938,1063
2007,79072562,11758858,48883510,24726348,68123202,43966040,1060
2006,81538334,7525127,37866049,19945585,51643887,32207196,1063
2005,85545837,6499440,35337063,23409805,48521265,33742685,977
2023,50801064,1391406,31361695,31148203,17065450,17093076,140
2022,43145757,-10392444,55676523,40839854,12377993,-2190515,158
2021,42168535,-13647789,142683234,39137874,107604937,4075252,190
2020,57538017,-2736606,114698788,23058764,19443988,-72157505,193
2019,73454554,-11667489,119132221,25498410,25839200,-68450400,260
2018,64663840,-9411076,104088389,34176658,22104946,-48556387,249
2017,69011141,-6955192,85829889,24717860,24627229,-37669460,219
2016,76094771,67771,82300254,23857508,44381971,2484528,207
2015,92349421,255799,74921090,21666109,42531333,2469729,244
2014,97224716,274643,72251211,25162526,39607220,2231549,172
2013,55492617,373396,58085383,25585135,28942936,1897584,126
2012,51169193,801394,52343311,20947895,28119233,1524188,97
2011,44977895,284093,48034821,16286909,30197846,1002794,92
2010,41973052,667490,32096840,14695186,17648609,1218701,85
2009,44823062,416941,23398243,8641505,14821532,737461,109
2008,51483030,927620,20431559,5409453,15615666,1220520,63
2007,30492065,986704,13820151,2642803,12256952,1079604,55
2006,16102838,236860,7439870,1351852,6128853,244760,35
2005,11642538,333062,4313908,1054904,3590100,340962,27
