Year,Cifra Afaceri,Profit Net,Datorii,Active Imobilizate,Active Circulante,Capitaluri Proprii,Angajati
2017,4816117,49621,1404088,503657,2739520,1479481,31
2016,2352618,24486,831076,457605,2332646,1429860,25
2015,4330217,383123,1019877,462090,2619963,1718459,25
2014,4084357,15574,750784,501856,1939430,1335336,21
2013,2593355,77308,920855,401247,2222892,1343462,19
2012,2896168,33104,771993,398852,2274340,1379377,20
2011,3002861,50785,1426350,413732,2688831,1346273,18
2010,3002505,65947,612642,421404,1783461,1275151,24
2009,4842447,198214,1227427,466865,2330110,1209204,30
2008,7120492,489344,918975,429592,1893786,1010990,31
2007,5304362,29077,1777236,80678,2061848,365290,28
2006,2465334,64620,1034238,80172,1534303,336213,22
2005,1741791,29196,750021,86322,1078625,271593,17
2023,406132844,16074227,68794287,57942909,128352004,114876185,715
2022,435662033,13006913,57145654,62130528,109839760,112677332,768
2021,345642656,14270949,66194014,62891790,128157605,123170419,698
2020,238418448,7678382,115062767,65921277,95533697,46735204,778
2019,262172736,-1086206,115933602,67144868,102507084,53799554,778
2018,279612907,5693842,116221857,67826700,102477549,54885760,798
2017,245948776,2215853,116519180,62099491,103391601,49191916,802
2016,209589693,3254428,114484137,67902356,93317135,46976063,755
2015,197406735,4397036,99707463,67180110,76255118,43721636,765
2014,182266703,3431801,86013070,55425787,68819179,38180357,723
2013,155061183,5442932,71719142,43020633,63465846,34748556,691
2012,128588758,3768234,61522638,36345778,50119281,24779445,545
2011,105249279,4272169,56696970,35464922,41922227,20472088,478
2010,94199299,4947027,45740340,31499586,30700724,16199920,452
2009,47535402,375778,52956551,32848396,23748145,3741128,298
2008,22258055,-3544566,38915663,31224937,10985873,3365351,229
2007,3933048,-3814154,16780520,15933025,3823182,2969052,117
