Year,Cifra Afaceri,Profit Net,Datorii,Active Imobilizate,Active Circulante,Capitaluri Proprii,Angajati
2011,353577,71986,831817,1467768,80191,731804,32
2010,517374,17311,1015245,1526637,89844,616898,32
2009,517296,-628958,1152970,1820135,105639,805497,29
2008,1564196,143718,1252754,2481823,696191,1955791,26
2007,1037186,3471,1527895,2692321,705803,1870229,25
2006,1637687,-28022,1842169,2098042,953885,1209758,24
2005,1289184,111715,2597584,545262,1749666,-302656,22
2023,85780,15499,950405,0,66779,-883626,2
2022,31886,-49609,919848,0,20723,-899125,2
2021,115672,-5264,899619,0,50103,-849516,3
2020,95837,-184020,876641,0,32389,-844252,6
2019,154324,-157444,815833,11437,144164,-660232,8
2018,142825,-81340,624763,13498,108477,-502788,6
2017,169619,-101033,644574,16903,206223,-421448,8
2016,240126,-14057,545935,23425,202095,-320415,7
2015,182124,-100403,528309,33355,188596,-306358,8
2014,111940,-161614,427984,49482,172547,-205955,10
2013,59868,-159535,280979,77122,159516,-44341,9
2012,166925,-65584,222813,96952,241055,115194,12
2011,136184,1965,290352,111324,137696,-41332,7
2010,188106,5162,318875,105496,170082,-43297,8
2009,173632,5435,254080,85608,120012,-48460,8
2008,138929,-20303,222729,64843,103991,-53895,10
2007,10987,-33992,105229,30123,41514,-33592,11
2023,661966744,159775942,298248310,141232003,455135483,313866556,886
2022,595117255,137114567,234789019,136248607,412767878,321036619,871
2021,573359191,179924509,192648232,125423105,366960492,310475191,815
2020,480576629,168755970,214900299,120469317,301658156,214605450,777
2019,436101278,103064536,160005527,117399748,221596519,185330118,593
2018,370250654,62735088,150038774,86101751,232870513,162346582,650
2017,318427310,28649803,153822992,102056561,158293212,106970495,655
2016,293367544,28626904,174787144,106084465,162238437,87607093,592
2015,266544860,-16811939,148082679,80195903,145568704,73220104,534
2014,272956725,-57841276,148489835,81493058,157550923,90270164,529
2013,250588177,9238389,163498176,84102593,238745047,152553939,515
2012,214308586,-5834799,155802317,79347935,228679030,146722586,595
2011,222617199,6248649,123761550,54089321,229021648,153108011,520
2010,217611111,3072925,114208141,58774565,212262338,146643363,417
2009,223704490,197662,73268791,44430617,175892885,143570439,505
2008,246237505,22275851,83829315,63494305,163040070,140529748,609
2007,216911995,70310474,58096468,41617632,145590374,128554268,619
2006,184746567,33129364,72137706,52004770,85170027,63584506,604
2005,141126298,11438203,88374305,52820067,67720053,30407379,625
2023,229215,17959,258431,20414,260002,-155136,2
2022,196995,370401,225719,22414,207330,-173096,4
2021,216013,-42980,552336,24954,161006,-543497,4
2020,158868,-4666,545695,13922,208377,-500517,4
2019,70227,-13915,488405,3597,166078,-495851,1
2018,126479,21265,462035,3755,153455,-481946,2
2017,57821,-35654,479051,5725,146035,-503211,2
2016,124189,60541,438654,1008,134761,-467557,2
2015,39815,-67981,447532,58023,111591,-528097,1
2014,108157,-102387,396651,177700,107573,-460117,5
2013,140115,-227282,374575,302351,84358,-357730,9
2012,336485,6930,490298,615680,180716,-130448,9
2011,353762,6301,418090,764383,78584,-137379,10
2010,337724,5282,512105,204232,732654,-204755,8
2009,212275,-265288,525698,236308,79353,-210037,10
2008,165511,3241,252534,176236,131390,55251,5
2007,176878,341,131641,116459,40066,24884,5
2006,181586,4205,137773,117076,45239,24542,8
2005,188117,6514,129384,120922,28799,20337,8
2023,272946,47879,56577,0,109188,52680,2
2022,273484,29802,50836,0,85202,34603,2
2021,243607,24265,49909,0,78934,29066,4
2020,186143,58035,29225,0,91709,62835,3
2019,175436,63757,9552,0,96871,87319,2
2018,62934,21392,8846,0,32408,23562,1
2017,0,-1830,2050,182,238,-1630,0
