Year,Cifra Afaceri,Profit Net,Datorii,Active Imobilizate,Active Circulante,Capitaluri Proprii,Angajati
2023,182228,108314,2892,180,111317,108605,0
2022,21200,20158,1505,0,21903,20398,1
2021,2400,986,1085,0,2271,1186,1
2023,15644717,1702167,5714953,7337028,3661461,4753057,51
2022,14971127,743640,6568629,8026288,3227696,3594885,51
2021,12360186,621650,8292205,8448949,5038699,3451245,52
2020,10251506,581204,6842194,8439058,4012205,3429595,57
2019,13081190,832441,6396251,9208086,3721750,3610398,56
2018,10605457,563290,5397100,8636037,3788975,3348957,56
2017,7011750,199573,5633171,9329511,2911376,3480356,58
2016,6920467,131392,5102211,10468476,2008219,3580784,58
2015,9257716,574131,6148982,11738090,2246871,3394231,65
2014,8813758,540793,5554089,7522469,3353246,3263972,60
2013,8802404,379703,3624354,5354154,3679934,2723179,59
2012,7007153,45270,3548744,5238979,2069401,2251464,52
2011,6818633,62362,3410484,4333891,3606436,1773653,41
2010,4000741,21797,5008447,4552391,2658711,1711291,37
2009,5271003,458312,1690471,1696927,1257779,1269491,34
2008,3159477,167631,872933,1206416,467999,811179,25
2007,2332232,92712,860300,828530,375517,343747,10
2006,796428,160343,104996,75312,280719,251035,0
2005,316113,53338,98791,87461,102022,90692,0
2023,131793,3676,84383,43550,50037,50937,1
2022,140163,5797,103890,44903,64515,47261,1
2021,95019,-10751,112184,45644,66271,41464,1
2020,133718,1391,103475,51612,62344,52214,2
2019,152435,7407,93495,51861,50845,50823,2
2018,132809,-17412,90410,53181,39033,43416,2
2017,111722,-10575,70430,100820,30438,60828,3
2016,75901,-18811,63884,108832,26455,71403,3
2015,82808,1591,37912,105724,22402,90214,2
2014,104545,4359,44917,100897,32444,88624,3
2013,98499,5093,45560,108906,16601,84265,2
2012,72524,-16483,52270,106091,17001,79172,2
2011,129628,-2185,26632,98177,24110,95655,2
2010,64260,-78391,24032,108322,13113,97841,2
2009,193609,13445,16187,144922,47497,176232,2
2008,230558,93462,29255,154612,37429,162786,2
2007,133980,63482,3814,50200,22938,69324,2
2006,18275,5642,2105,1186,6761,5842,1
2023,12211721,-12925,2839882,1237964,3815427,2499881,83
2022,11351029,62828,3086761,960250,3513261,1544058,86
2021,11106158,365764,1878281,1021656,3206541,2486230,88
2020,10343832,418569,2201409,1235523,2944324,2122183,87
2019,9850800,139299,2596868,1438850,2711956,1717353,87
2018,8765521,322665,2418923,1502669,2399842,1557002,79
2017,7453019,165939,2213724,1308568,2052298,1234337,67
2016,5080721,-204584,1808875,1284417,1563981,1059839,52
2015,4692089,19562,1540149,1198987,1563902,1264423,47
2014,3738856,484796,1298701,2116317,1425136,2269012,26
2013,3439634,399012,1579875,1948075,1385141,1776188,25
2012,2683293,182860,726751,1194107,875199,1377177,26
2011,2908318,456652,862126,912155,1096831,1197761,23
2010,2043605,61364,930392,826067,813419,740755,23
2009,2050529,32888,1163026,846653,944051,680383,19
2008,2360237,307412,797501,587747,828486,648354,16
2007,1743786,312424,692965,384272,657160,348467,11
2006,1338391,132231,526266,250903,285747,36043,9
2005,914383,8234,467659,149433,182248,-96189,6
2023,6639578,1188301,1749734,600350,3320381,1567620,9
2022,4852413,679523,661888,402050,1198000,701775,9
2021,4302635,1190191,1901111,621857,3166064,1530745,7
2020,4657132,949881,813687,275431,1959352,972133,5
2019,4656140,1116594,386649,212894,810351,1142186,0
2018,3731841,677025,568728,232112,535078,699277,8
2017,2956448,270992,537856,203919,604336,271242,8
2016,3914003,562297,453662,399119,595674,613610,9
2015,1977509,297431,166575,782475,565836,970102,10
2014,2086904,279207,175570,788694,376009,672672,8
2013,2119483,392665,148470,916813,623850,964236,6
2012,1909264,568371,671108,383355,1305309,571571,4
2011,903518,459855,91161,341826,212390,463055,3
2010,631206,297152,322915,380568,242699,300352,2
2009,922507,272064,339797,337282,277779,275264,2
2008,450800,46189,444508,209362,281535,46389,2
2007,304546,140056,156682,231921,65017,140256,1
2006,247972,126064,64699,84838,98490,126264,1
2005,34766,2511,41021,24735,13820,2711,1
2023,7528198,-19274050,96030950,69519176,6498313,-37159262,39
2022,22211219,-22235789,184937275,69276665,117179024,-17885212,54
2021,58965511,-8829875,107811333,74942144,58039019,6094308,145
2020,139529404,-25613934,169173079,103263373,104898314,6559768,284
2019,107957036,489204,149552550,103968175,111952416,32173702,313
2018,249380693,-34808926,165465536,116358112,122320932,30385589,"1,062"
2017,386651288,4072745,250935989,137274296,211097536,50438787,"1,146"
2016,415387795,-39967050,316632394,131694533,271814509,39071808,"1,254"
2015,491503641,-23215312,378762196,139861533,365053440,79061877,"1,420"
2014,380258888,-15658617,318198686,189137952,256672544,112137233,"1,434"
2013,489861893,1582744,311988327,190168736,261208880,129889590,"1,403"
2012,294782229,39156717,353295493,135951624,336034751,107755821,"1,505"
2011,183454683,11459212,64228186,27661601,80732763,40447031,150
2010,233923310,9893550,99440057,26188042,114612028,33768156,165
2009,149893015,8671845,83935544,23956634,93460318,23906368,276
2008,205127900,3063449,109074149,21804450,122555477,19561232,307
2007,87283546,-16408609,72301841,15658187,73357622,15875293,407
2006,104966636,2923805,34839591,7287769,59635870,28243647,399
2005,87631099,7839746,36609988,6233318,44897053,11000342,294
2023,2439428,579050,1038959,1409714,1828225,2201101,15
2022,2252476,446971,1259314,1629059,1802174,2172051,22
2021,1977480,227767,1028576,1823273,1930383,2725080,23
2020,2188885,820561,866024,1592965,2320372,3047313,17
2019,1917619,538955,623943,1352360,1648336,2376753,15
2018,2178197,1117788,581552,1244791,2174558,2837797,12
2017,2210933,1326160,476474,719875,1954744,2198145,13
2016,1067925,130576,532548,749480,955053,1171985,15
2015,1000500,188450,581944,824522,1068831,1311409,14
2014,859123,184817,516175,1033495,760239,1277559,11
2013,1655300,784054,559067,740257,1132552,1313742,14
2012,1089058,302349,631683,879847,618846,867010,13
2011,531860,78557,385862,672764,355759,642661,13
2010,413418,2252,251083,702630,152558,604105,9
2009,1002926,359410,362712,574592,389973,601853,11
2008,665287,156880,241307,313817,285933,358443,10
2007,598732,140419,262164,221932,299795,259563,8
2006,285105,168944,253103,149907,222340,119144,5
2023,68800,3599,3739,0,9193,5454,1
2022,93450,43668,6439,1307,6988,1856,1
2021,67400,9122,5516,2733,39919,37136,1
2020,76368,9191,12334,4160,46477,38303,1
2019,93000,12504,6652,7126,49692,50166,1
2018,102261,25152,6918,10884,33696,37662,2
2017,92126,12270,8005,12705,7810,12510,2
2016,98183,24324,5569,8667,31435,34533,1
2015,57946,4561,3388,7182,39415,43209,2
2014,60290,8244,2946,8961,52633,58648,2
2013,40400,1355,2494,12348,40550,50404,2
2012,61707,2637,1797,730,50116,49049,2
2011,54633,5529,2786,1321,47878,46413,2
2010,61750,1744,1869,2042,40711,40884,1
2009,76376,4990,3932,4789,38283,39140,1
2008,115301,6679,982,5836,29297,34151,1
2007,60680,13354,3055,99,30427,27471,0
2006,38450,13917,6655,390,20382,14117,0
