Year,Cifra Afaceri,Profit Net,Datorii,Active Imobilizate,Active Circulante,Capitaluri Proprii,Angajati
2023,18364300,49078,2571661,51421388,4850456,47322573,118
2022,15781496,742076,1743769,53424119,4985182,48356907,116
2021,13359183,144223,2854161,44987889,4985944,37400021,118
2020,11920948,-1650272,2984271,46360417,4714495,37261325,136
2019,15214505,-99831,3559284,46270877,7226540,38911597,151
2018,17449009,1676078,1705927,43883420,7091734,39373645,156
2017,17328048,2111683,3285656,43011417,8466635,37693602,165
2016,17041824,3101957,1549026,35922614,5193994,31259602,174
2015,18190992,3341694,3325216,34488290,3997143,28271649,207
2014,18676560,-74534,7788050,35035494,4587704,23033159,240
2013,20904952,-2065086,11843487,11971792,12815455,-1929116,255
2012,18020306,-1551280,11436416,14707201,17473208,80983,264
2011,20129920,55434,8501965,14595121,15095122,1944343,278
2010,19450377,-2384985,8045890,13621145,9005488,2049243,293
2009,22345609,75858,6516053,13437555,9542628,4451590,297
2008,19945670,22509,6563629,11649665,7127739,4385196,306
2007,17678414,308916,5302207,5050512,4019068,3767373,314
2006,15208533,2892660,3405630,4101640,5087660,3524543,309
2005,12580957,706589,4773433,2661146,3654142,631883,302
2023,92536582,16608907,16704306,19941733,76051525,68259687,331
2022,82580916,21155729,13926845,19799368,56521112,51650780,302
2021,54275820,16126340,11959562,14932635,42985927,35494132,249
2020,31485136,5109782,5445524,11836163,19620846,20238770,193
2019,26283216,5390385,5288827,11108596,14382107,15655305,167
2018,18334839,3002916,4489834,9079160,10748062,10791236,152
2017,12567693,2157273,4045212,8238853,8621568,7788321,118
2016,10772669,2627351,3888870,7586688,5944024,5793568,92
2015,6964202,1806501,1425459,8049419,4229882,6529501,75
2014,7680448,2042106,1836013,7097669,3654568,5812490,51
2013,6647443,1323458,1469631,5483300,3013432,4487384,41
2012,6815203,1515734,4337598,3177263,4423233,3450498,35
2011,8348349,488361,3624941,2698457,2918283,1748501,31
2010,5721040,355809,3050378,2240632,2121752,1439380,29
2009,6064144,147627,3861541,1718352,3424460,1083571,31
2008,6786819,38783,2589267,1788736,2030692,1011102,37
2007,7565438,183665,2924446,1706231,2053777,835562,28
2006,7269599,92629,2904790,1738507,2184236,651897,35
2005,8541635,50670,2680186,1411122,1988309,458197,50
2023,487381,56831,369838,729875,1549450,887745,2
2022,914223,53509,347859,572997,794267,911914,5
2021,711098,38941,359337,513048,1092029,858404,6
2020,870442,172547,282988,469333,1305979,819463,6
2019,1822997,417572,401359,444900,1549839,642606,7
2018,915308,26940,1436635,591239,1285115,440201,8
2017,873040,23151,473790,470775,416092,413261,6
2016,892639,19517,564095,425322,524615,390110,6
2015,937005,25661,96148,92523,374218,370593,5
2014,962154,186551,339343,36701,647574,344932,7
2013,963377,24481,2039409,22669,2175121,158381,3
2012,1887904,992,3827808,32697,3326425,133900,3
2011,124276,534,5412509,32151,5394264,132908,4
2010,607251,132006,214237,43948,302663,132374,6
2009,482917,10509,327730,59402,268695,367,6
2008,671130,108912,371981,15914,345925,-10142,6
2007,230683,16855,339000,21600,198346,-119054,7
2006,245398,17715,292853,33785,123160,-135908,4
2005,13405,-87933,267730,49013,65094,-153623,3
2023,87838468,1597415,98366011,520072646,114503101,335947424,276
2022,92697854,2524781,74722199,432535962,186189046,334704135,231
2021,89414699,2538179,51077299,212525417,222735731,168170901,233
2020,86455518,1585723,16686937,185242274,127963156,165288316,259
2019,91278493,3971561,17700400,189053940,39559198,164011069,250
2018,84002902,3787642,30236796,187242403,51231186,151464526,239
2017,77115260,2868950,16415733,182775086,42992525,156378276,235
2016,62930679,1761254,19277267,184381372,52349673,153856300,214
2015,61130906,1146710,13572047,179492907,48170359,152447297,212
2014,61195560,1029123,7385290,169483944,48494698,151529929,188
2013,46434429,711979,7952370,176157625,32394107,150706631,180
2012,38872328,438122,3134287,183394673,20133638,150137048,153
2011,26265155,194280,17648993,185200485,26819244,149786550,156
2010,22418956,312713,7107088,12779294,16500671,11335857,127
2009,20627943,40754,3270259,10529510,12131850,11085687,139
2008,15144116,61357,1259834,10706803,3475730,11053084,147
2007,9599885,35952,3712314,11186873,3561878,11036437,139
2006,7408686,11188,2254878,10698719,2985341,9969246,128
2005,5635934,12514,2372329,10642349,1698626,9968646,136
2023,2404581,-607274,2327242,2091639,2067506,1502029,16
2022,2728424,80204,3141138,2643540,3477266,2529290,19
2021,2211357,47562,2316521,2679025,2209442,2449086,24
2020,2064595,39218,2512124,2079369,3653298,2402260,20
2019,2245329,18571,2054284,1537183,2953710,2474339,16
2018,1703847,89373,1893371,1622217,2831776,2604128,17
2017,3053553,111838,2022136,1650124,2884102,2609573,20
2016,2502068,106035,2286196,1717487,2733738,2497735,20
2015,3631733,124627,2733307,1709016,3327373,2391700,25
2014,1867970,69490,2115682,1672595,2639227,2267073,20
2013,3194953,155526,2076978,1921038,2503004,2350615,28
2012,3177984,146037,2485383,1939190,3183969,2158002,30
2011,2794407,41627,1847908,2253684,1876889,2011965,29
2010,2459971,124850,1464722,1999560,2254364,1970338,26
2009,1687480,36719,1153714,1842885,1285867,1821009,24
2008,2644711,208138,1262763,2137675,1345673,1784290,25
2007,1552258,161867,1757432,2066200,1273429,1576152,24
2006,922708,32841,748237,450099,748796,317087,20
2005,1110671,45603,522257,374924,416208,196753,21
2023,5314249,378355,595926,1543851,2119529,3185499,30
2022,4627725,754311,471579,1662485,1822827,3060667,25
2021,3750854,354538,485137,1605718,1222108,2433663,24
2020,3613390,652121,449046,1645946,1488191,2691478,23
2019,3578426,530569,395677,1519575,1062353,2240810,31
2018,3205073,494038,529941,1477728,976233,1966019,25
2017,2859853,611075,496534,1362733,805065,1671768,22
2016,2670707,621460,605006,1003000,873304,1271298,19
2015,2051496,286649,469342,641735,609713,853022,17
2014,1799630,287689,393912,633672,478711,718471,15
2013,1526335,278484,167776,397403,368494,600540,13
2012,1574026,214865,249235,396931,373843,540925,12
2011,1369039,190196,102601,117265,423118,437782,10
2010,1180423,136711,112586,153728,320503,368363,11
2009,889140,75728,101933,114524,241949,267670,12
2008,663418,75109,93762,119764,193746,223608,9
2007,393214,74588,107956,113168,168620,173832,6
2006,292419,94560,48198,37376,110066,99244,4
2005,103034,11006,33626,9969,28342,4685,3
2023,50379564,790250,4830443,37912088,21840676,28263898,241
2022,40543589,350512,6509022,31883003,27120394,27543750,239
2021,33955450,98566,2978693,29288398,27401493,27262304,236
2020,30292708,83859,2329403,30562844,22153525,27118047,239
2019,31089118,76840,1318226,35936915,22620670,27122096,240
2018,32363240,76569,2852040,42677876,24546419,26266535,235
2017,33641648,26738,4861156,50454328,24626524,26196967,227
2016,29252957,22917,2368383,57941095,21814324,26174515,215
2015,52832939,34197,2599247,64317240,10330836,23914707,200
2014,21468982,29749,2621720,42706030,42683696,23886055,0
