Year,Cifra Afaceri,Profit Net,Datorii,Active Imobilizate,Active Circulante,Capitaluri Proprii,Angajati
2009,51174488,3304494,7348366,2734896,8671780,4067858,186
2008,38390348,1957044,7500831,4695193,5651322,2845684,174
2007,23209216,1072359,5541994,2154719,5248274,1860999,180
2006,18331913,413210,3848314,1497808,3525566,1175060,176
2005,18133287,1076137,2311370,1139037,2500320,1327987,140
2023,7590083,51546,4504694,6327736,3580704,4391598,31
2022,12382795,253805,6276530,4807505,7164255,5204989,48
2021,12776822,193651,6785089,4894528,7542764,5043103,47
2020,7983068,-477076,6297067,5204403,6725714,4985394,61
2019,10135646,106999,5734035,5775999,6145126,5462470,61
2018,13806089,1183647,5436823,3972298,7094826,5610473,61
2017,14167886,1173159,5691933,4088149,6905719,4921562,62
2016,11885754,829793,5418955,4261589,6140740,4712613,60
2015,12250867,832141,4741904,3974498,5502846,4335314,60
2014,10578342,419223,4062847,3543269,4192579,3653173,53
2013,8261479,154298,3848045,2893364,3851052,3169547,50
2012,8846032,153549,4840342,2969329,4664835,3012786,55
2011,5426292,61664,3201471,2975917,2493633,2859237,54
2010,4620739,34797,2696421,2835407,2465889,2718824,49
2009,3106228,-295303,2426989,2931856,2147617,2684027,0
2008,3635391,48238,2490050,2949494,2308041,2767485,39
2007,4762637,518146,2578022,2969046,2173278,2564302,36
2006,4607771,513454,2399034,2763396,1681793,2046155,20
2005,2791511,55483,1596967,2135934,1030675,1569642,50
