Year,Cifra Afaceri,Profit Net,Datorii,Active Imobilizate,Active Circulante,Capitaluri Proprii,Angajati
2023,175884,33659,344928,176709,479212,234783,2
2022,196725,249455,283296,7890,619620,255464,2
2021,141493,7281,173415,22335,354898,43903,2
2020,100817,-40102,141455,58440,202183,36622,2
2019,195804,20467,213622,75691,272262,76724,3
2018,158359,43010,277507,104191,268449,98814,3
2017,152701,55564,198076,18349,211686,55804,2
2016,115680,19620,69612,19768,69704,19860,2
2015,89578,16313,92367,36179,81968,25780,2
2014,59455,9612,62866,24153,51261,12548,2
2013,45670,2736,65108,24154,40810,-144,0
2012,33889,-3296,44321,24154,17286,-2881,1
2011,14650,2793,35551,24154,11812,415,0
2010,3000,-2578,17000,7048,7574,-2378,0
2023,64266,-22159,1300322,791,1201014,-100191,1
2022,21186,-17189,182739,791,105701,-77921,0
2021,18552,-587,146485,791,86636,-60732,0
2020,9798,-6025,99963,791,40701,-60145,0
2019,31151,-13655,101243,791,48006,-54120,1
2018,16172,-7216,50606,791,11024,-40465,1
2017,15639,-1704,71732,791,32692,-38249,1
2016,14388,2909,86802,791,50731,-35280,1
2015,11442,-5645,72904,791,33924,-38189,1
2014,10916,-5171,65867,791,31267,-33809,1
2013,9509,-9505,52208,791,22779,-28638,1
2012,20206,-1694,37923,791,18000,-19132,1
2011,22100,-5451,29585,791,11356,-17438,1
2010,32512,-1615,27316,791,14538,-11987,1
2009,34687,-5351,20873,791,9710,-10372,1
2008,5311,-5221,9620,1414,3185,-5021,0
2023,374649,168669,153751,4957,394605,245811,1
2022,297829,42780,182158,6498,252802,77142,1
2021,125931,34560,203278,17211,220429,34362,1
2020,78594,-16919,291897,17952,273746,-199,1
2019,191471,8813,230884,18492,228752,16360,1
2018,253676,37255,244066,18884,232729,7547,1
2017,165941,38360,210335,20107,135720,-54508,0
2016,156535,20607,258585,21846,143871,-92868,2
2015,152119,31312,254242,24430,116336,-113476,3
2014,123149,2466,244767,27096,72883,-144788,3
2013,210361,2382,287329,29633,110442,-147254,4
2012,295032,114,250207,33770,66801,-149636,2
2011,189573,-5010,229554,39644,40160,-149750,3
2010,173907,-41278,214230,46052,23438,-144740,4
2009,119155,-47367,180753,43656,33635,-103462,4
2008,41006,-25030,111574,38145,17334,-56095,1
2007,63364,-22423,93677,41513,21099,-31065,1
2006,70318,248,110421,52517,33590,-8642,1
2005,77785,-10423,116395,42086,60577,-8890,3
2023,13949920,208608,694821,1637190,2635221,3585197,4
2022,5235081,3569549,921144,1470038,3463252,4020586,6
2021,4397788,573948,368131,161694,3071530,1244382,5
2020,3804492,104484,894038,304684,1571387,983325,7
2019,20918562,409180,2225498,476560,2623495,878841,10
2018,22007752,263704,4256100,575359,4552670,871929,9
2017,17842324,191020,825396,570926,2355279,2100809,0
2016,16864693,172801,719047,691031,2017665,1989649,9
2015,14852246,294254,228619,120229,1925238,1816848,10
2014,14241549,282631,373143,139713,1290428,1522594,9
