Year,Cifra Afaceri,Profit Net,Datorii,Active Imobilizate,Active Circulante,Capitaluri Proprii,Angajati
2023,3457780,97919,322287,312695,1021247,1011655,5
2022,3608628,42070,276722,24897,1309040,1057215,6
2021,4199192,78908,639379,46668,1656804,1064093,6
2020,5249626,347451,475583,73295,1518218,1115930,6
2019,3614616,108309,377420,81984,1073690,778254,6
2018,2913183,75420,427027,108089,983373,664435,6
2017,2641587,98832,187626,5658,797431,615463,7
2016,2110023,77529,214997,9249,766590,560842,7
2015,2335485,237046,227443,25072,812000,609629,8
2014,2308251,57781,248612,47681,655657,454726,8
2013,2165420,90257,357186,68922,706533,418269,8
2012,2538725,60782,466675,89360,799327,422012,8
2011,2319335,-22583,318623,39707,680146,401230,8
2010,2489148,36908,211155,60446,574522,423813,7
2009,2471807,11002,222806,76603,540308,394105,7
2008,3219064,111451,236352,92770,576085,432503,6
2007,3096173,211760,242886,103933,460705,321752,7
2006,1735370,79752,145653,48235,207410,109992,6
2005,963365,35863,102614,18513,117341,33240,4
2023,2405046,1099798,1105124,59155,1099533,53564,11
2022,2128389,1099950,1021376,36090,1038850,53564,12
2021,1890511,805125,142018,57028,777304,692314,13
2020,1380425,359203,170115,47190,711887,588962,13
2019,1451763,394959,208602,96312,737007,624717,15
2018,1590493,504750,120516,464073,390951,734508,15
2017,1366232,422600,94869,423506,323722,652359,13
2016,1010556,171113,214709,436494,160914,382699,12
2015,882801,-18172,524829,469616,266799,211586,11
2014,827058,9649,650037,507114,374340,231417,12
2013,796015,3319,624764,513704,332828,221768,12
2012,535476,5976,433469,521826,130092,218449,10
2011,740848,6502,621695,425643,408525,212473,8
2010,408987,115851,443683,330747,338867,225931,6
2009,327395,-143000,565314,336488,338906,110080,6
2008,480616,7456,505523,327689,430914,253080,11
2007,423664,12428,314833,313337,247119,245623,10
2006,363904,45667,215656,272047,176804,233195,9
2005,313532,31972,396079,272969,310638,187528,9
2023,1965758,559706,1389778,927336,1208290,690347,6
2022,1500091,76631,1731941,871739,1468033,544641,6
2021,1164599,19539,652456,881588,489597,651211,6
2020,3655249,514169,672016,917546,648019,822150,6
2019,2389163,279495,1965121,869369,1909331,737981,6
2018,1650907,196223,558060,706253,563166,629486,9
2017,1617109,274597,588999,586836,878406,555387,9
2016,1562261,194425,439607,539714,629686,405690,8
2015,1685782,184889,463979,503446,622513,331266,4
2014,732091,72816,425161,258054,653520,146376,3
2013,667108,36987,136769,103956,121513,73561,5
2012,190428,31955,118296,59777,121224,36574,5
2011,135528,4419,26766,2291,71454,4619,2
2023,26383779,4698280,3795959,1036535,16339323,13583909,19
2022,20566642,3270435,2832110,1205579,10471657,8885629,18
2021,28828355,5002363,7641372,429892,21473043,14299404,16
2020,19222449,3132269,3977415,750610,15128124,11928619,16
2019,32095772,1515479,4315473,1322879,11891630,8927930,16
2018,16443127,2310684,4522746,2054374,12658938,10212451,15
2017,11749106,673900,1825765,2065525,8008943,8270187,14
2016,12186656,1563933,1659955,1575504,7955897,7892671,13
2015,8995099,1628277,1767616,551986,7583445,6907685,9
2014,5344697,856858,586798,468232,5384765,5279408,6
2013,4527308,829457,487116,456570,4373278,4422550,6
2012,4718998,1442019,543168,26018,4367719,3952438,6
2011,3442950,1355396,451105,101176,3314602,2965300,6
2010,3276378,1581218,503748,182896,2990933,2675141,8
2009,2411040,978383,293944,257285,1643434,1631423,8
2008,1331303,638918,447116,306107,794049,653040,8
2007,108779,13722,64818,33154,45786,14122,8
2023,1758589,-34377,323180,380290,742564,815343,5
2022,2294695,369720,434552,346777,927601,849720,5
2021,1188715,73258,332039,206538,991190,875437,3
2020,525159,-40093,227089,179527,1276054,1237994,2
2019,770763,114912,276764,175269,1370261,1278087,2
2018,1208476,247360,653387,191569,1615817,1163175,5
2017,1724190,435815,985314,251224,1641004,915815,8
2016,4020028,517819,1098672,297175,1790484,997819,17
2015,8493331,576259,1079945,417704,2611507,2012340,22
2014,10455033,-264421,913394,614729,1182138,995884,24
2013,12296159,-194655,598098,845955,1187543,1550272,25
2012,13526674,-1216,617098,1006486,1195025,1762161,28
2011,11843453,1453336,285743,786636,1501947,2185255,31
2010,6320776,388249,1490581,467558,1163394,382119,15
2009,8189486,39683,2153662,460957,1465289,-6130,12
2008,7352813,-5584,2052600,416657,1482924,-45813,7
2007,2325877,-22850,463515,53683,319603,-90229,3
2006,584685,-61246,170640,1870,76579,-67379,1
2005,59751,-6333,38531,1955,30443,-6133,0
2023,483282495,2478461,103624881,38151669,137499010,70608125,450
2022,333777056,2878928,144956377,41202060,172735385,68129664,475
2021,271841645,1871375,104078195,27742241,139743508,62775737,510
2020,256636213,1855528,52332503,23260334,90795978,60904361,508
2019,289027676,594257,74987326,22019726,89199437,35248833,530
2018,229479060,559767,70230937,21384471,84579006,34654575,423
2017,150020011,628333,47549117,20240026,61769411,34094808,348
2016,182973660,671114,56025635,17812689,72035449,33510488,442
2015,176077463,66997,66552103,19581575,67348174,20128374,429
2014,144214694,322741,60335664,17101758,63471527,20061377,350
2013,127355357,95279,49661316,14054042,55497184,19738636,314
2012,124960746,249810,30114711,13143045,36331372,19643357,329
2011,98785167,153090,41008202,14890492,37467680,12581232,421
2010,66879536,126557,37174131,11077318,36151873,12488017,306
2009,24874359,-2083620,11013937,10603523,9219707,12370257,361
2007,9726377,-141081,8538482,8078736,15135377,14675631,207
2006,4723414,-50229,4145544,3440545,1744379,3720770,103
2005,2002254,-82222,766825,1923268,1654519,3771000,42
2023,223145,-64829,1209001,185442,160942,-862617,1
2022,313341,-61972,1126206,167179,161239,-797788,1
2021,371338,-116926,1066656,175919,154921,-735816,1
2020,383705,-105599,1015045,149571,246584,-618890,2
2019,485229,-225524,961226,171380,276555,-513291,2
2018,603418,287,906280,191222,427291,-287767,3
2017,713871,328,752393,221557,242781,-288055,4
2016,870550,23658,750066,168593,248290,-333183,8
2015,733678,4888,683881,138115,188925,-356841,6
2014,610250,-4011,612226,130194,120303,-361729,7
2013,603423,-63154,567350,95926,111709,-359118,4
2012,630326,-70720,516722,95922,124836,-295964,3
2011,620355,-73704,502728,122708,154776,-225244,3
2010,463415,-54786,480576,178840,150196,-151540,1
2009,543135,-35953,418646,207148,114764,-96754,2
2008,536530,-49867,403536,194146,148609,-60801,5
2007,536088,-25417,217754,117157,89662,-10935,6
2006,141791,14282,49501,5000,58983,14482,0
2023,38259851,832046,15321513,507915,18410038,3055025,10
2022,34047204,748801,14974448,352947,17699955,2222979,10
2021,40672062,365419,12141290,438017,14557349,1674178,10
2020,19536375,178212,5821575,697886,6617940,1364759,10
2019,22693006,64427,4207921,433139,5075821,1186547,9
2018,15935592,30054,3096528,618728,3651219,1122119,7
2017,13370731,198268,3939179,585493,4445752,1092066,8
2016,16598405,216555,5153398,704020,5343176,893798,9
2015,14487681,65314,6970107,573031,6601693,107242,10
2014,7919848,-316519,3195891,595356,2708671,41928,11
2013,6663573,-325741,4111631,718546,3751532,358447,10
2012,8545866,124676,3316327,1042842,3454034,684188,11
2011,9587787,12671,3680738,446970,4356302,559512,11
2010,6760634,-23332,2276862,395963,2603580,546841,10
2009,5296838,26457,2526092,599761,2710437,571712,9
2008,8307834,11754,4083219,1011334,3685695,545255,9
2007,10071459,161789,5204380,660279,6597007,493185,7
2006,7952648,9183,3110561,450329,5031701,56195,5
2005,5118127,12202,2668337,224964,3030633,47013,5
