Year,Cifra Afaceri,Profit Net,Datorii,Active Imobilizate,Active Circulante,Capitaluri Proprii,Angajati
2023,11707973,360688,7523595,3919646,6182363,2343685,29
2022,11253195,261598,7079645,3412500,6147375,2244595,24
2021,8803585,197034,4082905,2178972,9227933,2180031,27
2020,7801448,107247,4200142,2661753,8929335,2090196,27
2019,7763916,109684,4036404,2654485,4148032,2088949,22
2018,7186348,130015,3720133,2617394,3505941,1979175,23
2017,6810966,267755,2287913,1756383,2984194,1849150,34
2016,6667934,151869,2640910,2175622,2928471,1581395,30
2015,5800157,163722,2505289,2597357,2485914,1429526,24
2014,4779884,44781,2906755,2701187,2866396,1265804,17
2013,4557630,25666,2307576,2761957,2140557,1221023,18
2012,3444897,4435,3380683,2560744,2755099,395357,20
2011,3241873,160709,1494302,1145510,2311848,330922,19
2010,2667213,92756,1548123,1172271,1227256,170426,19
2009,1817617,78851,1543887,817765,855587,131670,16
2008,1658527,7378,876187,251811,672755,51157,13
2007,1159975,22004,699202,266233,543328,110359,11
2006,953215,107468,464198,281546,339841,161355,7
2005,494778,41180,112291,28233,129532,53887,1
2023,31571966,1999871,11719496,4890898,10510195,3228014,121
2022,23929375,1512464,9788349,1974890,10941894,2140629,78
2021,14795984,1178856,6028301,1613349,6374602,1350101,47
2020,9126414,496148,4292990,1506392,4032260,544966,42
2019,8259162,278458,3652737,1613873,3223267,448307,32
2018,6216838,273467,3602480,1429469,2868194,434697,30
2017,4228823,230870,1762517,193347,1874216,313408,18
2016,2587054,39457,919116,88096,1019261,188649,12
2015,2573844,284533,664207,54434,984465,374692,7
2014,1577028,107078,433674,57886,562821,187033,3
2013,1223356,66874,229655,24446,315164,109955,3
2012,1038344,72721,84660,2473,187490,105303,3
2011,160327,32282,81054,0,113637,32642,1
2023,55621725,-3304016,2434650,6685427,19477377,20211054,80
2022,55471333,3645848,11621688,9391487,25723515,23515070,90
2021,47541022,2809884,8572605,7910805,21148605,19869221,96
2020,36700821,958373,3511930,7782110,12790666,17059337,93
2019,43262349,109929,5975486,9211741,12845956,16100964,102
2018,40650049,358174,6430747,10391044,12016092,15990900,107
2017,39833704,1398535,6163313,10689614,12694124,17235945,106
2016,38664581,1687445,3882937,10268068,12397277,18802911,103
2015,33195740,1172091,4076378,8520654,12656896,17115466,99
2014,33337609,1169963,2643843,7067663,10405432,14839537,97
2013,33706711,1785115,4030063,7895390,9794960,13669573,98
2012,37924521,2590009,7541731,8907562,10512252,11884458,110
2011,34490644,696461,8304836,7885665,9983401,9574570,122
2010,29496835,2416967,9479862,8461804,10432080,9722858,140
2009,33952269,-891035,14434826,10638495,11890101,8151591,152
2008,33329661,-2796758,15789377,10569485,13438414,8431017,171
2007,36130741,83528,17364696,10299046,18293425,11227775,195
2006,28938541,1972034,12331730,9694979,13704161,11144247,183
2005,20950266,1322551,9653758,8592126,10165888,9172172,206
2023,20493182,2363970,10720939,8697888,5910737,3910662,21
2022,20522746,1794537,11382984,8632771,5751632,3001419,16
2021,16772283,909669,12505168,8686180,5275039,1456882,15
2020,13900635,562491,4280029,1082136,4277333,1047213,14
2019,15926500,245056,4382684,940320,4193237,688098,15
2018,15993507,538700,4485941,1066173,4550835,986482,15
2017,14610277,573073,4331858,700877,4805322,947781,15
2016,13453189,351623,4376620,688885,4650635,654709,15
2015,10728039,97255,4371436,818326,4593024,653086,15
2014,10215048,94961,3890651,956193,3945778,555830,14
2013,9103233,29095,3428921,942430,3472158,460868,15
2012,8420033,188779,3333947,1056438,3313019,441774,14
2011,6126999,46380,3200850,1153415,2949663,239555,15
2010,6844252,30109,2564724,989074,2327585,223174,18
2009,6563351,443886,2623166,477819,2782197,636951,18
2008,5257528,222612,2039588,518844,1863389,343065,17
2007,2980395,23699,1728282,404478,1444258,120454,17
2006,2935368,47992,1732671,456635,1364297,96755,16
2005,2883959,47672,1172370,277178,987445,101447,13
2023,217687518,20129000,21970918,57314446,57885486,92338491,235
2022,248490974,8016645,62263797,57484834,78300751,72209491,231
2021,200400562,8023585,70221664,60902345,75688998,64192845,257
2020,145969475,17324563,47054063,61406607,42736255,56169260,251
2019,149108650,15967483,54091760,48302142,45616378,38844697,258
2018,148003372,-516765,77294160,51512227,49067124,22877214,255
2017,120065054,-423237,73519145,53788166,43214312,23393979,258
2016,109180648,-4927603,63306883,53688157,33515336,23817216,248
2015,95549069,-2256538,56371853,43640911,30365120,17544819,225
2014,93020445,-1419187,48514836,40382087,28054292,19801356,197
2013,80084560,-4251471,49254617,40838499,29739178,21220544,190
2012,72250914,-2716641,44437484,42750128,27160358,25472015,169
2011,58204240,-6852283,38459358,40058272,25047875,26671056,145
2010,39068494,-12375150,29810192,44730324,18801861,33523341,126
2009,13402947,-15208239,15301670,49333331,11948089,45898491,96
2008,760843,-3853907,16715948,43157439,9322439,35763930,24
2007,0,-182363,1771957,3972919,1004875,3205837,1
2023,4693915,202695,2221847,1318539,1918638,491483,4
2022,5224839,361648,2914497,1234798,2513256,300008,5
2021,4736709,222995,2988344,1260834,5347265,-8811,20
2020,4190636,467237,3067668,827407,10028782,-221280,42
2019,1314866,-299640,2196977,487172,9299354,-688517,37
2018,1653416,-530628,1582561,568320,622231,-388877,3
2017,3926259,39336,1791830,749300,1181203,141741,7
2016,4058379,58985,1810493,527492,1385397,102396,9
2015,3714134,17885,1592641,445940,1190112,43411,12
2014,3027101,5119,1946405,300788,1671143,25526,8
2013,1906606,6348,1284185,180921,1123671,20407,7
2012,2178807,-88892,1126065,284203,863639,21777,12
2011,2087110,2658,777100,246747,734953,204600,10
2010,1746508,181078,593301,168656,626586,201941,7
2009,725792,20663,493995,165933,348925,20863,0
2023,3917999,345719,1117877,628003,874700,385574,6
2022,4276409,314495,1564848,706665,1172290,314855,5
2021,2636943,270841,1379810,671564,1148627,441129,6
2020,2220613,134228,383546,1190,528704,170288,7
2019,1909366,101384,776232,43363,1077729,348061,8
2018,1920536,69227,692251,122607,813120,246677,8
2017,1657716,80473,703529,170267,701024,177450,7
2016,1485024,73594,778066,217912,647443,96977,6
2015,1639389,139202,417036,1381,634558,243383,6
2014,1355886,72356,373206,1381,476006,104181,6
2013,704321,30422,222424,24118,231063,32757,3
2012,218777,11730,71789,29161,44963,2335,3
2011,174250,5439,70341,34205,32464,-3672,4
2010,17772,-8465,56397,36225,11060,-9112,0
2009,0,-1639,5668,72,4949,-647,0
2008,14387,752,4278,185,5085,992,0
2007,15697,736,5032,308,5660,936,0
2023,5111900,249334,3027862,1265053,2300342,388108,22
2022,7151667,202210,3580852,1429741,2726568,340984,28
2021,6546656,282977,3636496,1505939,2965258,421751,31
2020,7013497,330311,3375882,1460107,2956946,469085,31
2019,6561605,246861,3073285,1695199,2620817,385636,30
2018,6500646,71241,3478056,2031289,2723119,210015,30
2017,6849601,240393,3245198,1731117,2805866,379167,21
2016,5717442,96211,2955607,2023147,2303808,234985,20
2015,5536275,113840,2587895,2398428,2461772,924679,18
2014,5274629,89603,3159083,2797622,2797223,873339,17
2013,5629665,99603,2685585,1628099,2539790,783136,17
2012,5581539,104307,2532294,1756809,2398559,818822,16
2011,5487635,126997,3384509,2128358,3062032,866808,18
2010,4356263,207887,3235720,2230781,2946992,763011,15
2009,3230855,139414,1606711,748937,1614775,608366,16
2008,3054739,188268,1275513,740716,1196978,468952,13
2007,1897367,54674,1315459,849648,746495,280684,11
2006,1195617,20782,1262150,1094241,706204,257637,10
2005,580902,17332,965556,1117438,375959,205229,9
