Year,Cifra Afaceri,Profit Net,Datorii,Active Imobilizate,Active Circulante,Capitaluri Proprii,Angajati
2022,2004363,279564,2533768,8125325,1528909,7150869,9
2021,1949013,278160,2422519,8187603,1106221,6871305,9
2020,2017737,277340,2645317,8223991,1014471,6593145,9
2019,2060082,275550,2736269,8080934,971140,6315805,12
2018,3036307,274710,6302888,11400803,942340,6040255,14
2017,2698405,271280,7039817,11714112,1091250,5765545,15
2016,2940503,270163,7513163,11746773,1040655,5274265,13
2015,3633797,269708,7297763,11761487,1406670,5870394,25
2014,4609453,268052,8346350,11624383,1879652,5157685,27
2013,5325394,267989,9128005,11305480,1968949,4463525,24
2012,5742996,267605,9638023,11553167,2063363,4185536,24
2011,7327474,260834,10823728,11727108,2686687,3770655,28
2010,8094865,258392,10507356,10743263,3228807,2731821,34
2009,9765071,255297,10121630,10534573,2318878,2731821,41
2008,14080010,228520,11952633,9942859,4440886,2441524,38
2007,10706109,176457,9646917,8121050,3841277,2315410,79
2006,9851050,1526375,3279529,1801443,3756079,2315410,62
2005,8170016,350096,4384863,3703482,1443443,789035,62
2023,17123254,228261,1262869,2073101,3112841,3929576,41
2022,15682893,644095,1391013,2432427,2606826,3701315,40
2021,12548298,101544,836885,2400785,2087449,3657001,41
2020,9639087,1111236,819499,1765771,2650143,3646880,39
2019,8405981,756166,428688,1284641,1513773,2396027,41
2018,7694982,-200764,413130,1118677,933158,1639860,42
2017,6742130,-216546,485826,1295275,1030172,1840624,46
2016,7405276,635116,1020688,1477326,1598148,2057170,49
2015,9024671,1408631,765490,977142,2609363,2822055,49
2014,9233985,152163,334318,634151,1510058,1813423,48
2013,9650326,214301,330938,897733,1289313,1861261,52
2012,10827802,183445,368768,819528,1268786,1723811,50
2011,10722161,486580,360720,945817,1040154,1719513,54
2010,10352685,443570,775036,1036865,2366298,2628127,47
2009,9367060,1220356,623106,1206316,1972755,2632506,52
2008,12107352,1286103,619779,1031193,1699975,2111389,54
2007,8201643,222413,663199,971564,824275,1132640,49
2006,7984346,239643,716541,879542,820323,1047002,51
2005,7326449,873612,1044829,1373724,930285,1267359,45
2022,984305251,-483426379,1498669489,572994199,588708891,-394889425,435
2021,1070246546,22026132,1304034417,953826693,520949246,62142018,439
2020,3804533622,-441842371,1619642992,807532931,952491454,40115886,501
2019,5815634950,-67658743,1492124683,786208542,1281258830,481958257,525
2018,6532693517,4898977,1014114489,698040988,1134969439,807476126,443
2017,4697167886,224950754,1075017112,662966669,1222392825,802577149,445
2016,4441469989,299345781,1091856399,633422034,1044124590,577626396,426
2015,4341890040,15139985,951141291,479617757,684989228,209984993,428
2014,6458827588,-308035026,2060590064,376895715,910854097,-773153862,444
2013,5510598513,-928897607,3383272498,238959375,1149627652,-2002774462,468
2012,6933476358,-274444325,3014374250,1095847290,1262048472,-730261468,497
2011,6625679238,-391609120,2873905163,1136681179,1315733170,-506420503,556
2010,5000090715,-303083226,3073604978,1216346796,1259185801,-666835157,732
2009,3320928216,-349271428,2461623969,1338183696,812732871,-363751929,954
2008,4791389361,-536615468,1573345672,847669236,285087688,-455071313,"1,030"
2007,3567016104,-93590942,1363167813,691407309,768882467,81544154,"1,062"
2006,4448488722,91671150,1155554112,657042829,697487224,175135095,"1,338"
2005,3344926559,-123457722,1177277266,518888743,711516687,22847936,"1,292"
2023,17120703327,-550355167,7815424517,6551068253,3715248052,1962613686,"1,124"
2022,23026777606,666277159,6901426523,7411965134,2916036661,2919993039,"1,074"
2021,12149617467,-450988114,7540248177,7145150816,3070434865,2331807666,"1,061"
2020,8275110517,-645823057,5765413105,5340808632,2048845056,1335607145,"1,097"
2019,14750359139,-352730468,5610317808,5187874628,2723971497,1967984039,"1,156"
2018,14115915691,-230205630,5129456819,5271950633,2526560190,2340153161,"1,126"
2017,11192755314,418336728,5189119399,5324321343,2769876635,2579458450,"1,061"
2016,8774321849,70001508,5187280476,4667511622,2146327162,1326900989,"1,085"
2015,9811196252,84291996,5101423822,4784908570,1818389893,1263325336,"1,173"
2014,13490672651,-1074861979,4839805505,4562514789,1696459680,1176802233,"1,272"
2013,11748666980,-224025999,4788054234,5019533202,2429046894,2419266586,977
2012,12323113339,-297653500,4956060954,4509761691,2854454750,2143733843,946
2011,10174808952,-735847584,6617973868,4300764385,2261247232,-134091000,"1,103"
2010,7099249720,-669762488,5545701821,3895812356,2293567467,581590514,"1,057"
2009,6281160059,-474116085,3991131032,3569077207,1605779478,1151854310,"1,016"
2008,8665021543,-465013141,2672318772,2429703829,1840237966,1562562987,"1,127"
2007,5429312435,-314323203,2218659865,2144382650,2147620847,2064121985,879
2006,5396469349,-45954823,1603623560,2050341255,1894912168,2344003185,973
2005,5792748793,186350013,1517589926,1954137799,1942524554,2384801211,"1,149"
2023,17566872,3271484,7305633,2824052,8972798,4491217,14
2022,20044975,2735723,11363754,4285688,9865797,2803618,13
2021,15034061,1938713,4635816,4640142,5892878,5897204,16
2020,7450152,1064263,2095749,1869484,4189958,3963693,12
2019,8025943,1439142,2510659,1516256,3920123,2925720,14
2018,4889124,1239108,1782699,1194482,2020689,1432472,9
2017,84000,-49835,115795,233471,75689,193365,2
2016,236020,5272,341278,192229,347448,198399,2
2015,638254,40450,444614,252834,405960,214180,1
2014,188169,105280,245784,274751,146433,175400,1
2013,194917,69820,98764,71353,97531,70120,2
