Year,Cifra Afaceri,Profit Net,Datorii,Active Imobilizate,Active Circulante,Capitaluri Proprii,Angajati
2023,5575728,263552,15768759,22306774,3661479,5682839,16
2022,4335268,257403,9937236,15944023,3929154,5419286,21
2021,3905004,255980,9017103,14678612,4017029,5161883,23
2020,3842354,254777,6925386,12554009,3793935,4905903,23
2019,3974306,252902,6837745,11438429,4567097,4651126,27
2018,3890212,250364,3570365,7475295,493294,4398224,26
2017,3673714,246141,3352991,7256909,243942,4147860,28
2016,3826617,244909,3343978,6828815,116882,3601719,30
2015,4957483,244213,3354558,6660004,296273,3601719,44
2014,6149096,243641,3605824,6550910,88420,3033506,43
2013,7157159,243373,3979263,5469623,724337,2214697,44
2012,8081166,241868,4318485,4364137,1415601,1571325,47
2011,9755096,234175,4351391,3670675,1727358,1329457,57
2010,10047008,223653,3894636,2086678,1709814,795282,63
2009,8521800,213652,2475074,1420615,1490252,692282,61
2008,9951505,172349,3471955,1254521,2152728,213629,67
2007,4225831,121167,2430547,854586,1754640,178679,36
2006,3506733,127479,2274958,854133,1027262,178630,33
2005,1427928,50151,2304745,848530,720012,51151,26
2023,589387057,20608110,149034233,45402241,165358587,61148430,160
2022,596904830,17181355,165822866,44411165,179711567,57721675,174
2021,507889879,30424244,127740540,44548300,154270854,70552753,166
2020,451273062,30815362,91484868,43808390,118183741,69170243,157
2019,471466154,25332145,112284703,41075991,135516043,62211632,145
2018,454849532,14520828,118330017,37346148,132836272,50513313,118
2017,344031233,15219621,96107997,35965129,115705823,55183832,110
2016,302813380,12314938,66747219,40863268,81949852,55566590,118
2015,265338299,6210464,75671081,44382849,82190023,49151593,119
2014,272714588,1537603,79858706,44936707,82416364,44401849,100
2013,215612374,-8893931,74180282,38385692,75360862,39659358,95
2012,191454328,-1365237,62081259,42144831,62951685,48072745,92
2011,121732402,-21729994,28265618,41440218,39528635,49437982,88
2010,94633902,-3563683,23938299,64081326,32038500,69611444,90
2009,80319589,-3982012,23146697,71621468,26332871,73175124,93
2008,86940218,2714869,29082645,76553773,30472497,77157136,90
2007,76420993,-4792956,31561925,78915725,22848540,70123037,93
2006,61183938,-11865072,36325028,85071789,26101304,74915993,103
2005,20970360,-6293935,22225890,89620707,19414406,86781065,113
2023,20267787,1570059,27625253,4136845,26372594,3093635,48
2022,19177356,525706,24203863,3659193,23249751,2470317,46
2021,23860314,452581,23855655,5619356,23127131,3603031,31
2020,22826485,1648073,15356753,3390147,15984122,3150450,33
2019,13495241,100979,20032038,2611524,22010547,1502378,36
2018,17457101,-16127,16263544,2727927,14909436,1401399,36
2017,11931765,220839,10859128,3600341,8635250,1417526,42
2016,12934696,129068,4462129,4084011,1544795,1196687,43
2015,10368874,68158,5554725,4627533,1977774,1067619,27
2014,7022515,44843,1799818,1159827,1609533,999461,27
2013,7692736,48774,2519609,1262345,1873184,637118,31
2012,7017143,-57703,2238011,1066746,1717980,583644,28
2011,6740664,21120,2002382,1072687,1039660,141347,21
2010,2471444,-439874,1260523,762555,618195,120227,15
2009,223454,857,211008,533460,237649,560101,3
2008,545515,3846,650746,886424,323565,559243,9
2007,2218572,3338,940832,1107686,388543,555397,15
2006,4626745,18709,1458880,1252896,766326,570768,30
2005,4924438,33766,1366033,1181259,739552,585825,28
2023,2865164,284021,2318012,8101902,1651000,7434890,7
