Year,Cifra Afaceri,Profit Net,Datorii,Active Imobilizate,Active Circulante,Capitaluri Proprii,Angajati
2023,12789394,506160,6158740,4729984,12220008,10842561,35
2022,12831323,902736,6053007,4942472,11928841,10800958,35
2021,11885081,814776,6343269,5133280,12174377,10938643,36
2020,11224435,1092068,6279510,5284458,12358852,11260900,38
2019,11367655,1408647,6650378,5372784,12245431,10762961,39
2018,11252651,1819469,7141295,3451043,11338647,7329478,35
2017,11087320,1800511,7990027,3424169,10634375,5671991,35
2016,10433553,1858958,7173023,3384979,8154801,3876431,33
2015,8878937,1800351,2959949,3435001,9081543,8974029,31
2014,7533525,1293315,2234690,2940284,7041249,7498491,29
2013,7096413,756120,1521866,2513627,5191194,6239444,29
2012,6815233,919893,1556838,2566761,4718647,5818633,28
2011,6305520,1087502,1506614,2392803,4028487,4941519,27
2010,5116012,954689,919265,2345861,3032530,4460521,26
2009,4122550,711259,809117,1978564,2156290,3331437,26
2008,3787593,662652,888157,1731659,1928768,2767214,24
2007,3305881,775273,943826,1338332,1728989,2123495,24
2006,2396158,565343,894039,1216781,1064903,1370819,20
2005,1928834,283783,682416,735676,769174,824761,22
2023,1259068005,299400992,272714536,307362355,930300283,948129557,845
2022,1044674907,250089397,238625673,340314210,804550739,881167168,810
2021,845123080,154759537,173266316,257201229,673606038,731051363,816
2020,791079717,191859097,167993091,257137167,487797986,544948281,849
2019,736265865,149146548,185448139,288231588,581351311,653009961,851
2018,730164053,146156524,106397339,320868974,820509836,991234676,842
2017,671028265,131904676,114428962,325479394,657671363,824904590,867
2016,567979693,142976017,109109614,355660063,508993145,693505289,861
2015,538846798,98446157,221837800,382333640,453883624,550529271,863
2014,521047272,86105757,296534862,403793142,374687960,446919436,859
2013,500629696,109059553,86247378,179105653,502126878,565988789,801
2012,471499015,96879207,74942107,169993030,467020151,533089722,783
2011,421239266,95848848,63693534,172890514,507294753,560998788,667
2010,376295568,74867468,68404001,192576138,395564348,482879767,677
2009,260555905,38810193,84924115,200967427,313547211,408012299,782
2008,289560791,31200854,118080042,236536233,289949114,395623525,899
2007,294552822,38969670,98541585,237322493,239075013,359697521,1026
2006,247718883,46787483,93473438,153686910,203923206,238992545,871
2005,182962566,48195728,88561196,96142583,135479641,136637693,655
2023,8323992,1308775,3871360,2451131,10362476,8942247,13
2022,12165576,1715149,5120908,2716986,11144141,8740219,17
2021,8534329,589283,2731063,2474643,7276167,7019747,22
2020,8448871,572781,2429208,2354968,6445764,6371524,18
2019,8890820,747422,5364854,2829591,8343606,5798743,0
2018,10833539,1573803,7601655,3203075,9468180,5069600,29
2017,10142942,1213657,7836029,3200066,7871266,3315200,29
2016,9705378,1869042,8541525,3372954,7190217,2101543,30
2015,9700959,906280,638900,3469000,11080258,14001317,32
2014,10761082,2096886,929771,3511116,11259431,13881098,44
2013,9319172,1718951,437959,3916340,8941806,12420187,44
2012,11170323,2042905,631583,2928433,8862209,11159059,54
2011,10103391,2543218,328889,2018541,8070230,9759882,35
2010,8964615,2212991,703037,1840383,6038012,7175358,33
2009,8243111,1907930,2216745,1976374,5319871,5079500,28
2008,5496131,616949,2268607,1946795,3483171,3171570,33
2007,4782042,315623,2388129,1998836,2943913,2554620,33
2006,3627771,69583,1787370,798859,2009854,1021343,36
2005,3655254,170828,1618756,776205,1788965,946414,43
2023,9333715,1988396,1586221,8649584,6568564,13635572,23
2022,9512083,3567381,1959495,8164379,5548763,11755872,28
2021,9530114,3053963,2475904,8225600,7052826,12805818,26
2020,9394822,2666729,3250096,5757947,7660533,10169897,27
2019,8560154,2984180,3391872,5977331,5448604,8035799,29
2018,7421457,1747277,3365594,2809680,5597876,5051619,31
2017,7460502,1970214,3475084,3029433,3742335,3304341,32
2016,5612707,919609,4388663,1901551,3802166,1334127,26
2015,4150875,32957,3959815,1911600,2460344,414518,26
2014,3194731,3754,3704886,2010759,2068490,381562,23
2013,3175456,199731,1611685,292000,1693466,377808,18
2012,2526495,-220492,1452473,334394,1294602,178076,16
2011,1761598,-22873,804145,372537,829392,398568,12
2010,1356883,226546,434382,153445,698802,421441,7
2009,771611,190466,394895,132458,456915,194895,6
2008,148627,19044,200503,31429,176641,10144,2
2023,11485197,487243,3703449,3338201,9648937,10666025,49
2022,10448288,693078,3877430,3766782,8905102,10178781,47
2021,9569108,441078,3438169,4092815,8142745,10036239,46
2020,8988593,275698,3510390,4301178,7738127,9595160,46
2019,7606048,12640,2550600,4262598,6686157,9319463,45
2018,5999437,-1362274,2601994,4525425,6487474,9306822,44
2017,6129649,-538847,2358045,5080846,7063876,10669096,44
2016,6224561,132560,2307849,4982736,7812139,11207944,43
2015,6330904,626679,2246224,5054544,8072001,11075384,43
2014,6171350,470041,1791723,5539640,7206805,11181857,43
2013,7081605,1002230,1886952,5338971,6993449,10711816,45
2012,6528707,1080475,1912425,5080328,6344738,9709587,44
2011,6241150,826136,1696096,4387820,6282078,8852801,45
2010,5059908,381487,1393967,4634928,5058005,8026665,49
2009,6437717,127250,2213423,5136939,4931818,7645177,63
2008,6356514,-1341994,2888729,4769732,4790618,6871943,87
2007,6558983,-605779,3172024,5936628,5449333,8213937,83
2006,5472629,69427,2251462,6353344,3938082,8819716,68
2005,4914600,328623,3498961,2562684,2998547,3593932,59
2023,280313675,77012898,49433438,206697055,286374955,434411125,399
2022,277026343,70917262,58314169,182784769,282954939,380055572,387
2021,239086666,60355769,48779891,171185631,239230760,332787318,371
2020,216451696,54264580,40966089,154799283,210996304,291551533,331
2019,195390812,50881819,52003451,138834502,201742493,257230332,356
2018,184240669,38424941,32678318,127640700,153002761,225418516,390
2017,170256235,36027723,40007439,116752160,141753383,216422839,389
2016,152304091,29477747,38259087,103471182,133443490,197146498,388
2015,149691393,27226492,32151457,90049040,124769387,182130615,394
2014,128508056,26559851,37935690,73557862,133780214,168798966,380
2013,119072518,25581079,32308794,79426983,130877041,175887136,360
2012,104970886,21036200,32391453,73504390,124727284,164539257,340
2011,93443090,14220788,26950149,68660609,115969010,153957996,362
2010,82294885,14414793,19104638,67513449,100503352,145761009,343
2009,67108836,19636090,13141618,72793864,81121037,136052862,343
2008,65102889,-21310153,15099299,78431513,68218208,129713542,335
