Year,Cifra Afaceri,Profit Net,Datorii,Active Imobilizate,Active Circulante,Capitaluri Proprii,Angajati
2012,413601,-15403,317333,0,29524,177488,0
2011,235619,29493,594059,0,135480,192891,0
2010,15801,-227330,96481,0,60213,801375,0
2009,2046099,1053881,2107289,334,2276370,1193231,0
2008,203654,129427,812477,918136,23493,129152,0
2023,1385680,504834,190454,4072665,960889,4845667,3
2022,1493748,510316,309660,4109783,540710,4340833,3
2021,825988,95450,652737,4147012,336243,3830518,4
2020,497868,-168084,675765,4211066,201896,3735067,5
2019,495538,-112193,532618,4282035,155814,3903152,4
2018,482522,-176847,495444,4358005,154823,4015345,5
2017,683254,-55830,478829,4434819,237976,4192192,5
2016,587040,-67969,446477,4408937,285752,4248022,0
2014,317219,-85360,301881,4558139,127089,4380835,3
2013,250722,-605052,271301,4600085,139556,4466196,4
2012,169258,-318377,171732,4915084,330131,5071248,4
2011,360831,-210897,40300,5063896,364981,5389625,5
2010,105808,-1100981,49044,5194046,454620,5600522,5
2009,64025,-363066,40216,5693408,1266169,6919361,12
2008,349023,3085546,77469,3873937,3485359,7282427,20
2007,1177305,-121772,363874,439608,345433,421167,27
2006,1444468,159,460838,418383,584464,542939,33
2005,1456206,47685,299107,436690,425198,562781,33
