Year,Cifra Afaceri,Profit Net,Datorii,Active Imobilizate,Active Circulante,Capitaluri Proprii,Angajati
2023,5426987,482133,1290275,3406399,593579,2709703,23
2022,4976875,403013,1288021,3242641,272784,2227570,24
2021,4166685,295562,2149238,3445640,507438,1824557,22
2020,3090640,32793,2515732,3654816,354004,1528994,25
2019,4255119,199255,2292381,3445669,332708,1496201,27
2018,3728117,202845,2081698,3139350,237675,1296946,30
2017,3001528,-273659,2230886,3085899,231981,1094100,17
2016,3140859,531723,1301225,2274739,381295,1367759,20
2015,2321415,388960,1388827,1622750,316707,556964,20
2014,1911363,134648,743038,781966,129076,168004,15
2013,1088812,2258,1371417,651043,503100,-216445,11
2012,1382539,9936,1192648,536906,433448,-218703,10
2011,995222,-38662,571740,276468,165693,-129579,0
2010,757937,29988,296759,115963,89879,-90917,10
2009,346314,-93684,305082,7992,176184,-120906,9
2008,64035,15925,121115,7239,130001,16125,4
2023,50740135,3511829,11932660,3675555,44474054,36124409,48
2022,42440258,3035703,23711439,3186213,53223368,32612580,46
2021,30960901,3545846,10837314,2824359,38548241,30460955,39
2020,31431305,3704134,5737108,2159986,30549791,26915109,48
2019,27769342,1762888,6224187,2768829,26695783,23196830,50
2018,41253773,4065114,7366496,3004123,25837478,21433943,51
2017,47840984,4316504,11820552,1254806,28175935,17548649,47
2016,41053362,1576727,15007806,1168504,27096798,13179058,37
2015,32709507,1367340,5411047,1302669,18904975,14612994,46
2014,34734046,2711338,2493619,1553403,14474640,13245655,38
2013,30441600,468956,4415648,1679912,13663986,10534316,40
2012,30305831,1670615,5108795,1804308,13731170,9927583,41
2011,25235772,2555515,4088100,1925606,11201727,8434968,41
2010,17241233,1427598,6793057,2018527,11363413,5879452,31
2009,18821285,1681494,6049624,2227713,9046333,4401062,33
2008,13375496,643885,5746788,1970182,8059819,3363451,45
2007,8946523,411645,3075565,1821322,4385454,3131211,42
2006,10499090,911948,1762655,1353307,3926211,2719566,37
2005,6691646,327957,949560,997552,2497733,1807619,25
2023,3692045,96772,484257,558288,1056484,1099324,27
2022,3469408,17640,265697,619099,719339,1010338,27
2021,2909199,1609,193691,689218,590786,992698,24
2020,2467800,9245,232540,770803,577653,991089,25
2019,3553568,58577,214483,772697,579669,981844,45
2018,3026476,1311,180203,901582,439685,973813,46
2017,2742022,2952,294010,1047101,437874,972502,46
2016,2403676,5396,301243,931885,588583,969550,43
2015,2356720,11517,210910,429895,745169,964154,40
2014,1514703,2286,220972,681723,491885,952636,41
2013,1626743,3580,409745,811206,548890,950351,40
2012,1454336,3420,246454,600440,592785,946771,38
2011,1729940,4618,488532,676318,755565,943351,38
2010,1852979,3950,868699,720454,1086977,938732,37
2009,1791163,10255,970075,832889,1078475,941289,32
2008,1181318,2441,1114531,925832,1119733,931034,25
2007,876247,7185,1160502,879027,610068,328593,20
2006,870557,8852,621868,268932,674343,321407,25
2005,454244,5900,227365,301143,238777,312555,29
2023,2601565,196993,715492,882386,446367,613261,27
