Year,Cifra Afaceri,Profit Net,Datorii,Active Imobilizate,Active Circulante,Capitaluri Proprii,Angajati
2023,18185592,1160731,21884788,22962566,1375251,2472783,19
2022,8114004,1866868,4892567,5326401,1400559,1861119,18
2023,49777625,12985506,7245110,28029429,46068500,65747591,33
2022,49634057,10516799,5658549,28244100,31502370,52762085,32
2021,44972137,10956960,5601323,31530917,17553926,42245286,28
2020,42147369,7858842,9370320,29434264,12178310,31288326,29
2019,37257337,5949130,17243275,29519270,11752480,23429485,28
2018,31442355,4096132,23202610,29674878,11131703,17480354,27
2017,22644615,2936645,23739586,25651317,11446638,13384222,27
2016,22924611,3626834,28133179,26275998,12433384,10447577,26
2015,23709779,3953057,34139583,28349085,12686492,6820743,25
2014,19584349,2429893,40079692,28966208,14337337,2867687,25
2013,20073805,-973892,38669545,26844876,12387362,478385,26
2012,17697167,-2188229,38259423,30569882,9362806,1452277,23
2011,14287487,-1487599,36770808,27477467,13230026,3701177,22
2010,10712716,-1258262,21097953,20466432,5843507,5188776,19
2009,9675428,-1710040,16677253,19338560,3878201,6398677,17
2008,6017561,-2155816,15445112,19805532,3622895,8108717,11
2007,147292,-886998,4318384,2633988,962398,-721998,3
2023,100728100,16368948,19639903,22974728,21707574,21547822,154
2022,76831581,16930314,23219607,16477870,23391719,17699944,127
2021,45260651,6041472,38258904,31591073,13074039,7029765,121
2020,25914055,-202354,54761151,48166306,6436596,988293,133
2019,63527772,2203262,55793118,51950301,6030954,3126057,172
2018,49690062,3210265,36145290,30838582,8672027,3979895,148
2017,40933032,4791023,36193958,33067318,8253220,5417635,103
2016,22406764,3505384,30572092,29580661,4692051,4017616,75
2015,9314494,1230400,13079137,12875340,829006,670004,37
2014,3527498,547501,2634535,1791700,262789,-560396,24
2013,1231513,3995,1710087,560362,41828,-1107897,22
2012,410902,-613657,1748960,524663,112403,-1111894,12
2011,321126,-236528,679092,125254,55601,-498237,3
2010,209199,-88065,530567,189680,32508,-262356,1
2009,158074,-83235,381173,193732,13151,-174290,1
2008,91314,-104254,378764,262109,25600,-91055,1
2007,61480,766,14853,0,28052,13199,1
2006,38659,6880,9225,0,21658,12433,1
2005,11719,5353,4924,0,10477,5553,1
2023,123182,9893,2190581,10640,1031830,-1400955,0
2022,85145,39859,2176631,11876,1006751,-1410848,2
2021,76786,9455,2168515,8065,962587,-1450707,2
2020,12399,-45931,2153747,8065,938364,-1460162,2
2019,49650,16070,2109810,8065,940358,-1414231,3
2018,101042,41159,2093500,8065,907978,-1430301,4
2017,39073,-35630,2040053,66507,786144,-1471461,6
2016,28122,-231502,1727230,28252,437738,-1435831,6
2015,208160,-149104,1691453,54372,432409,-1204330,6
2014,380983,-115358,1673628,186779,431623,-1055226,6
2013,290895,-113190,1501727,160985,400934,-939868,6
2012,784337,-299895,1489503,237081,571739,-680683,10
2011,306397,-327541,1236416,399795,455833,-380788,7
2010,77893,-265101,834394,440307,340840,-53247,6
2009,253045,28725,612181,471221,352087,211854,6
2008,522560,113192,358321,206576,334874,183129,3
2007,195196,69537,230149,134639,165447,69937,0
2023,8127023,8778098,1259663,38725975,52938412,90320879,4
2022,7391843,7213342,1448679,3819058,79177388,81542781,2
2021,5563572,6548220,1178473,0,75509344,74329439,1
2020,5108707,6329465,1362906,0,69145297,67781218,1
2019,4570878,6313466,1249798,0,62701991,61451753,1
2018,3706199,5168145,1150746,194,56289483,55138288,2
2017,2508147,5072792,1154067,1295,51123000,49970142,1
2016,3558389,4987394,1309282,2396,46205252,44897351,2
2015,4320718,3782439,1352198,4011,41257282,39909957,2
2014,3963948,3188403,10221522,61341,46282429,36127517,1
2013,5138949,2719259,12290816,251730,45982486,32939115,24
2012,78846591,8702351,28935331,552781,61054365,30219854,54
2011,83232361,-428002,30932124,729490,52368083,21560644,54
2010,61086955,-10618918,38023067,1643084,58719119,21988646,92
