Year,Cifra Afaceri,Profit Net,Datorii,Active Imobilizate,Active Circulante,Capitaluri Proprii,Angajati
2023,465895117,34640106,20215401,39146497,49471703,93477731,992
2022,431719628,58186080,21837903,36191745,43165661,82697625,986
2021,307006969,40865425,15078978,36469948,50325667,89940310,923
2020,234086180,19251626,84998331,48926574,46406475,20487746,617
2019,489121229,120149421,55950660,66862181,88910431,121385541,"1,143"
2018,443259470,105111322,88331552,80474021,100332722,106347442,"1,133"
2017,371779969,66618746,37197689,69477818,26012717,67854866,"1,149"
2016,321307707,63577023,57965354,82791067,22603309,64813143,"1,131"
2015,326007798,86743062,15825210,55808208,26840281,87979182,924
2014,264372752,63069931,15634204,41251067,29454596,64306051,838
2013,215214006,50518967,21977066,41223371,21887286,51755087,766
2012,180192731,42015754,18671503,31311034,21165076,43148864,650
2011,131116106,17998569,32549167,28607805,23509527,26904065,535
2010,106209047,4496030,48867860,34233196,15814196,8186618,561
2009,76715506,-6784529,48008090,35719377,8740063,3383362,418
2007,47400195,9047160,20910153,24101929,8418428,11610204,330
2006,15305696,1108377,16471752,13096101,3371044,200577,146
2023,1222445234,165327026,182103262,249344793,514223310,552637638,"2,391"
2022,1167587590,142967458,131160415,196357487,438333022,474591978,"2,398"
2021,1076446024,124322747,138959913,209405222,459232317,448600697,"2,410"
2020,669164784,23414414,103011754,229489450,296444383,347421299,"2,491"
2019,1099024770,111339977,122247827,237213362,332427219,367876128,"2,535"
2018,1018925111,94933563,101096743,263981466,338728044,425845327,"2,485"
2017,897342080,66350654,117294086,253785179,368427210,476281336,"2,471"
2016,821234150,75165251,109991488,262017490,330744456,455861287,"2,478"
2015,756602434,18692231,135875924,300928945,305504289,447369580,"2,536"
2014,826820883,100435775,187616826,339748376,509982780,655657148,"2,585"
2013,1066623065,109020147,84161763,375375187,272000816,545553595,"2,614"
2012,1002015748,36748513,162467909,440375515,230076887,508859638,"2,657"
2011,1160084883,81659837,226231747,509142507,212798654,487449287,"2,709"
2010,1101670511,121154497,297261931,508315943,268199881,451178065,"2,806"
2009,1424456474,150590050,363177109,462068043,469501682,478418817,"2,899"
2008,1273337593,114433636,277124786,373532151,258386708,346428036,"3,000"
2007,1114770463,147968243,384863982,375518048,423517972,408240867,"3,141"
2006,945288163,122596672,381167927,310030088,338506971,371788155,"3,271"
2005,704055900,85300382,310525097,338718840,261244793,300851621,"3,414"
2023,159778870,-6722316,28160732,68370320,16091685,61066435,368
2022,185634579,15208846,30414470,68099696,22847707,72328613,422
2021,142149594,7229822,31623993,67848571,19135026,64626944,387
2020,93168096,-341662,26654618,56101749,17286718,52692582,76
2019,158458134,14673566,16941353,37911212,20272270,42038997,365
2018,146110314,15124081,14123865,28557197,20420790,34653749,376
2017,127331694,14350440,19085791,23627490,23388506,27753894,342
2016,110525331,11771481,20543597,19138661,19007019,18472987,360
2015,97289559,11455677,24335079,15747276,18887575,12680631,352
2014,67379641,8286794,6353166,11458306,11637638,16535687,544
2013,53627773,6135014,4210626,9898680,12417599,17915330,384
