Year,Cifra Afaceri,Profit Net,Datorii,Active Imobilizate,Active Circulante,Capitaluri Proprii,Angajati
2023,1937637266,73971769,63114808929,62375295181,30123148051,2183272893,0
2022,1793693456,7823657,63615358074,63648375641,23273123980,2117064460,6698
2021,1684209790,12688263,64907335632,65013358194,18203415609,2126518029,6630
2020,1528675703,6607265,65684270895,66163558754,15946330856,1891543081,6507
2019,1523984797,24447051,67582812287,67794632364,13965250899,1899408555,6668
2018,1433189659,31650580,69797326347,70456315432,12435839905,1897245613,6507
2017,1336829026,199870860,1468829234,12823598111,1914313811,2065835114,6182
2016,1272181091,272233547,1505390855,12949274753,1569471740,2031839398,5977
2015,1172129352,368807045,1886327557,13925116917,1403172459,1630494630,5905
2014,1109987843,428613055,2255064674,14040981219,920802683,1273586344,5885
2013,1092963386,253194833,3740746267,13511157073,992242819,912719039,5892
2012,1064952650,174139571,6102654512,17479383643,1351995321,570727524,5780
2011,1008605903,246292679,5171568815,20048127291,1019375995,376578463,5867
2010,881154382,100462443,5351588242,15488050458,3864002690,782827832,6227
2009,752468180,-528199363,6325228824,13954966694,3772889398,649823517,6416
2008,682328763,48515178,43901043707,44097765006,3699574905,-1291093293,6405
2007,496151498,3112923,46458341310,41971180564,3253264058,-1338750548,6379
2006,515658423,69228021,38591379534,37364841560,2940913487,-1364643049,6459
2005,659033297,21664415,39149028886,36190335888,3140616385,-1459592070,6473
2023,3207694,81208,1208999,329326,910826,31153,44
2022,2290274,76859,1169467,398396,721016,-50055,38
2021,1002353,-298891,1023906,392947,506749,-124028,14
2020,808411,211144,949951,354319,766321,174863,4
2019,612915,-72089,430853,14021,303752,-113080,5
2018,800865,-41231,649789,66564,539546,-40991,5
2017,1014260,170255,719011,120814,766004,170495,5
2016,1226007,61729,682709,175398,566592,61969,0
2015,1001820,67246,587586,192585,492275,119262,5
2014,1138057,66155,548574,9912,696045,160071,5
2013,1111693,28982,376194,10355,593374,230223,6
2012,1007019,32116,465237,13136,650654,201241,3
2011,640507,19683,182449,8127,324145,169125,4
2010,1103275,55526,483713,37932,583695,149441,4
2009,1275342,69328,389590,75838,485063,177153,7
2008,1161726,73910,616565,117631,657434,167826,7
2007,1136016,385636,351313,25455,717274,391416,6
2006,336042,105502,85064,36241,153494,105702,7
2005,268247,32735,139892,58130,107376,32935,7
2023,142105446,29007535,14945588,29771090,33194513,42522523,1078
2022,123922364,27776222,27627937,24886573,41522746,33550998,1007
2021,78238191,6441423,18096175,22521519,12545109,12216199,932
2020,70483001,11921026,12876249,21988969,13517838,19232363,850
2019,56885748,11536561,14379234,19271768,15731056,17311337,623
2018,31548030,4258494,11189199,16518280,8530376,10033270,410
2017,15513927,1986967,7972435,16002116,4004176,7761743,187
2016,10200452,2621564,6432775,13552809,5591053,8396341,109
2015,8232158,568716,6163709,12431560,4619115,6343492,70
2014,11444008,427018,7055010,12673203,5450353,6201794,55
2013,9512312,145410,10249919,7380971,8070162,6206527,49
2012,9699309,205706,8308657,7417659,6647694,6061118,46
2011,8345888,80635,6719985,7837852,4779664,5941331,40
2010,4061077,-251038,5165545,7249013,4126190,6209658,30
2009,21069178,1761692,4927311,6514694,6035005,7622388,17
