Year,Cifra Afaceri,Profit Net,Datorii,Active Imobilizate,Active Circulante,Capitaluri Proprii,Angajati
2023,1710128,103093,596070,180152,522311,106393,6
2022,724153,1217,828034,190466,648810,3300,4
2021,113273,1883,119529,26096,237476,2083,3
2020,0,0,0,122,78,200,0
2023,473716,197737,170929,115229,268469,212769,1
2022,283990,-51287,188740,0,164381,-24359,1
2021,154567,7172,66837,0,93764,26927,1
2020,214225,11655,61529,183,81101,19755,0
2019,10248,9776,9046,183,16963,8100,0
2023,5169214,287901,1186385,1417278,1558997,1789890,15
2022,5222592,351093,1171931,1155776,1518144,1501989,15
2021,4367670,159115,822418,999822,973492,1150896,14
2020,2335684,108170,1277804,1020641,775471,518308,10
2019,2481582,123167,775921,731069,454990,410138,10
2018,1429014,149080,744148,631054,399199,286105,8
2017,1031324,50163,683156,496620,323561,137025,7
2016,757321,9804,661392,496620,236753,71981,8
2015,707281,30029,797940,496620,363497,62177,6
2014,295364,11961,1252425,530271,240358,-481796,5
2013,405495,148328,1241425,529924,217744,-493757,4
2012,251596,-32146,1520083,522557,355440,-642086,4
2011,308308,-308987,1661049,553386,497468,-610195,1
2010,1248511,-98486,1791847,960103,533286,-298458,7
2009,2023330,25665,1554307,861093,534049,-159165,10
2008,4554940,9766,3112193,242434,2911926,42167,12
2007,1619338,30742,519713,70600,481626,32513,9
2006,0,-191,0,0,1580,1580,0
2023,19491703,7843773,1638467,646914,8844528,7852975,86
2022,11608809,820057,863171,734188,3160467,3031484,54
2021,11376272,4286441,895690,428251,4777463,4310024,60
2020,3147634,1692445,691002,178258,2214960,1702216,25
2019,33085,14584,21023,0,100593,79570,4
2018,21432,19217,4652,0,126338,121686,0
2017,269175,102269,26584,0,129053,102469,9
2023,337354881,-21359858,45517969,62847353,89982190,100141007,287
2022,367083445,-995910,80945933,65006112,145868011,121585122,300
2021,421724467,52157816,140973679,59825972,214141951,122908658,336
2020,302940828,16306688,64020484,60072832,82250392,70423215,341
2019,270375985,5324252,94107742,58834671,92490934,54116527,299
2018,232582172,8049696,71282496,29384759,92091845,48792275,275
2017,186307658,8458640,42447033,27536206,57284832,40742579,227
2016,126687501,10309073,29451496,23077535,40963140,32510269,175
2015,106383314,5464664,14109785,17020450,21047681,21394738,140
2014,83062010,3153837,15271237,14280690,21755402,16843489,118
2013,76372727,2408284,11145369,8635833,16596549,14139652,96
2012,60284582,1832755,7781940,6191146,13338991,11762809,80
2011,46998483,3533552,10195110,4859856,15136634,9983925,70
2010,35909974,2467776,4869604,3431713,8841972,6850373,61
2009,23469200,2122247,3084029,2624282,5270049,4632597,46
2008,12930886,1131691,1993881,1689517,2929169,2650603,36
2007,6832028,235668,1308763,1220433,1631063,1521810,22
2006,14511044,1569906,1155729,862788,3190864,2859641,32
2005,8973580,1073294,1088964,756081,1945844,1569754,34
2023,323835,34365,313159,462431,174149,323421,4
2022,372836,40013,298031,447596,139492,289057,4
2021,414671,187314,391791,441538,198319,248066,5
2020,312702,43509,407980,394354,72969,59343,0
2019,399724,-24534,408005,233912,189927,15834,0
2018,311009,185321,316239,229344,127263,40368,7
2017,275534,-29194,453658,228608,80097,-144953,6
2016,252652,-50145,449255,263833,77261,-108161,8
2015,322195,71161,412103,261314,92772,-58017,8
2014,259814,-125759,392386,182998,80211,-129177,8
2013,249742,-89534,316611,195386,117807,-3418,8
2012,252405,-50987,281519,221573,146063,86117,9
2011,279539,318,285509,246469,176144,137104,7
2010,210271,487,211642,191773,146890,136786,7
2009,167071,-42356,121629,121432,136495,136298,6
2008,511337,64683,125411,154502,148720,178654,5
2007,504295,74027,189754,177458,126267,113971,6
2006,184015,28114,191643,139158,92429,39944,4
2005,86589,23797,94354,78268,27916,11830,3
2023,658556,-80376,36909,639317,1601413,2203821,5
2022,628242,-11869,33840,663944,1654092,2284196,5
2021,602573,-47645,42336,689972,1647327,2296066,6
2020,655895,9544,32985,718388,1652691,2343710,6
2019,563374,-95083,29407,747074,1607844,2334166,7
2018,525270,-101378,27826,776365,1674976,2429249,7
2017,575153,-85105,42214,804868,1763072,2530627,7
2016,630461,-10848,33956,812330,1832250,2615732,7
2015,558954,-35763,32813,837241,1816629,2626580,7
2014,628012,-23160,31596,863601,1829289,2662343,7
2013,589153,-16585,30144,890574,1821518,2685503,7
2012,719081,-32242,19859,927658,1790307,2702087,8
2011,666888,-76872,20018,971374,1778957,2734330,14
2010,878216,34911,16206,453048,1819722,2258732,16
2009,1156350,126220,140290,212515,2151421,2223821,16
2008,1742262,370046,119776,242602,1968160,2097602,17
2007,1769626,239328,128472,269484,1586543,1727555,18
2006,1707228,358870,50201,254002,1284682,1488227,16
2005,1453624,337792,171251,281504,1019110,1129356,13
2023,5755159,727302,1212258,2398336,3318983,4518269,32
2022,5646982,751258,1743429,2565244,3454615,4290967,33
2021,4843710,601112,1512481,2096193,2939606,3539709,33
2020,4934611,785776,1004870,2145371,2529908,3685085,34
2019,4101502,439648,809119,2219610,1887602,3316977,32
2018,4386395,488701,806278,1966423,1626493,2802984,29
2017,3803808,308113,1638643,2607662,1278372,2314283,28
2016,3661104,316204,1887279,2793437,1182616,2102928,28
2015,3649930,179455,2022317,2975465,1183006,2141906,27
2014,3420078,-37111,2395228,3130226,1210378,1962451,25
2013,4151879,-190695,2774621,3182825,1575620,1999562,34
2012,5309853,254691,2175839,3107441,1167852,2190257,36
2011,4538634,110871,2228812,2527918,1665189,1935566,30
2010,4282328,60446,2161548,2599104,1368634,1824695,24
2009,4100549,-225948,2835121,2696188,1898381,1764249,27
2008,8626520,1204097,2321642,2457322,1801522,1990197,44
2007,6789211,589170,2571044,1807884,1552430,789270,47
2006,5289920,382634,788883,492761,650446,383234,33
2005,2245786,75385,846695,267389,557699,600,22
