Year,Cifra Afaceri,Profit Net,Datorii,Active Imobilizate,Active Circulante,Capitaluri Proprii,Angajati
2008,318,-1381,2463,1040,78,-1345,1
2007,0,0,363,398,1,36,0
2006,270,-24,363,398,1,36,0
2023,16141202,996012,741622,5809024,8079776,13146433,130
2022,14779485,1715036,1252107,10888575,3707671,13320117,177
2021,12886542,2226409,856769,8135350,2717121,9971680,175
2020,13593016,3752956,1648735,7566099,2650262,8543604,125
2019,8188630,1229736,1323907,4137503,1945292,4734866,127
2018,6671268,540218,1348401,3182257,1807452,3641308,106
2017,5242218,705955,1748722,2909981,1633662,2796945,89
2016,4245226,649235,1576237,2322604,772644,1521035,60
2015,4136566,724124,1448007,1851881,693159,1099032,44
2014,3338606,58122,1443133,1323363,494678,374908,42
2013,3050836,69024,1598419,1284356,613370,316786,38
2012,2716759,62392,1429118,914427,762453,247762,38
2011,2595543,76543,1223070,477959,930481,185370,34
2010,1513305,110110,1029824,230791,907860,108827,30
2009,1145174,48969,924328,446856,439458,-14653,21
2008,674761,3862,781956,586760,131514,-63622,20
2007,219197,-41128,465419,308767,89167,-67485,6
2006,3289,-2051,57021,25183,5481,-26357,0
2005,44988,-10215,55428,25183,5939,-24306,1
2023,23375741,7402171,5137832,7955112,7416118,10274147,44
2022,21116890,5940235,10640628,6079022,13339455,8812211,52
2021,17217002,3197017,8144452,8324104,5717906,6068993,50
2020,12241139,1977093,11551608,11225915,4868239,4849069,46
2019,11997916,4695427,13979700,13911484,7148505,7489520,41
2018,10517369,1941099,8911111,7157211,5950857,4735192,40
2017,10000001,3251338,5382242,4902251,4436966,4500327,34
2016,8058052,1523652,5062947,4781683,2466234,2226589,29
2015,6354720,1923750,6346897,6381579,2199848,2344668,29
2014,6052517,1744324,678431,619122,2264902,2206633,21
2013,5368417,980683,771555,712981,1469733,1414690,21
2012,4648760,-367499,2207484,1336341,1301906,434007,22
2011,5010138,-311355,2936409,2609872,1128043,801506,24
2010,4982868,264619,3921461,3895557,1138764,1112860,22
2009,5324595,404109,4055979,3929222,974998,848241,18
2008,3836257,479129,5816727,5077902,1182957,444132,13
2007,0,-28695,776928,671367,70564,-34997,1
2006,0,-31,6353,0,51,-6302,0
2005,0,-2539,6350,0,79,-6271,1
2023,8004469,2866137,576687,357780,5932398,5717871,16
2022,6232998,2006355,525042,458252,3783162,3725582,17
2021,5989883,2072690,451287,558144,3318941,3438221,17
2020,4528538,1331960,584372,651244,1501763,1570795,16
2019,2685775,116033,808999,760807,368190,320940,19
2018,2321181,212258,404667,342321,266335,204906,17
2017,1486361,2664,334595,185036,141278,-7351,12
2016,915344,-5720,282035,186783,83617,-10015,9
2015,70519,-6245,251495,215686,30531,-4295,1
2014,13470,1750,11019,1167,10103,1950,1
2023,1918215,537351,831798,1483006,138387,789595,5
2022,1115449,290167,416992,991087,69455,643550,2
2021,634513,74900,467757,810546,252699,595488,1
2020,344770,38444,350065,758284,217632,625851,1
2019,450473,202663,364724,798656,153475,587407,3
2018,395046,109507,398243,625560,157427,384744,4
2017,314287,60098,426804,546163,155878,275237,4
2016,275416,71910,455886,556366,114659,215139,0
2015,254934,84374,13718,13671,143275,143228,6
2014,198453,46314,32141,16184,74811,58854,5
2013,74767,-16311,47542,18696,41386,12540,5
2012,63141,3635,5780,0,34630,28850,3
2011,71866,14557,3458,0,28749,25291,2
2010,58794,15546,3558,0,14291,10733,2
2009,490,-3406,14167,0,9355,-4812,0
2008,6311,-1109,4370,0,2964,-1406,0
2007,8873,-331,5671,0,5373,-298,0
2006,1415,-167,6884,3521,3396,33,0
2023,1523872,18215,1953370,1209710,869555,129971,2
2022,1133946,191260,958077,734808,335025,111756,2
2021,1085545,21754,1022823,514071,429248,-79504,2
2020,818606,13224,898990,613675,184057,-101258,1
2019,765168,144978,456063,169363,172218,-114482,2
2018,306925,54318,334095,0,74635,-259460,1
2017,200932,15820,349783,72,35933,-313778,1
2016,109500,-19351,370753,768,40387,-329598,1
2015,38132,-120686,368502,1464,56729,-310309,1
2014,62951,-53662,209276,2160,17493,-189623,2
2013,69239,7313,170867,0,33310,-137557,2
2012,76245,17148,147856,0,20133,-127723,0
2011,76852,-24894,188834,0,26775,-162059,1
2010,91826,2524,158684,0,21560,-137124,1
2009,75544,-14969,163438,0,23789,-139649,1
2008,39299,-25198,128704,2109,1915,-124680,1
2007,84654,164175,147997,2553,45962,-99482,1
2006,30340,-307877,272221,2997,5567,-263657,1
2005,61782,44121,757,3553,41423,44219,1
