Year,Cifra Afaceri,Profit Net,Datorii,Active Imobilizate,Active Circulante,Capitaluri Proprii,Angajati
2023,443941,240290,402754,468228,-53166,322696,1
2022,254984,187429,92474,86264,166132,187669,1
2021,39534,-4952,12369,12500,2100,2344,1
2020,152282,123938,6914,0,131052,124138,1
2023,27430817,3745833,10212009,10827693,7549153,8351217,79
2022,23034301,4610485,2251943,1885132,5912804,5828975,67
2021,20095932,4780230,3699924,2767348,9367311,8456279,64
2020,13892551,1243175,6971904,2701758,7962969,3676050,55
2019,13799712,296786,3819413,3939040,3475457,3269943,57
2018,12315745,711747,6505234,5169493,4991634,2973157,61
2017,10750627,671252,1100022,1034474,2315868,2250320,69
2016,9782153,1160544,2028500,1232169,3086005,2289674,81
2015,9003678,1256320,1311394,847431,3822682,3358719,65
2014,8430621,1381203,1968291,946592,4547355,3525656,75
2013,7392838,813916,2558914,6885245,3396587,7722918,65
2012,6961300,742472,2018214,6370507,2558826,6911119,63
2011,6959994,1167832,2386959,6233843,2223208,6070092,63
2010,5890846,960591,3069913,6444168,1528005,4902260,55
2009,5249089,1168977,3766900,6675234,1394245,4298811,44
2008,4320337,993241,1202221,3694889,1125418,3654416,50
2007,3590809,671499,2155850,3688985,1081181,2614316,46
2006,2479965,591389,1519747,2889995,499035,1943804,26
2005,1171926,221769,1807762,2492777,528201,1352415,17
2023,35773,3656,43240,7561,65553,29874,1
2022,56996,34328,0,3533,72553,76086,0
2021,82668,58351,9622,5880,75900,72158,0
2020,53340,30190,6584,0,47443,40859,1
2019,43354,14559,2365,0,13035,10670,1
2018,13430,-1466,6656,0,2766,-3890,1
2017,0,0,2463,0,39,-2424,0
2016,0,0,2463,0,39,-2424,0
2015,0,0,2463,0,39,-2424,0
2014,0,0,2463,1040,78,-1345,0
2013,0,0,2463,1040,78,-1345,0
2012,0,0,2463,1040,78,-1345,0
2011,0,0,2463,1040,78,-1345,0
2010,0,0,2463,1040,78,-1345,0
2009,0,0,2463,1040,78,-1345,0
