Year,Cifra Afaceri,Profit Net,Datorii,Active Imobilizate,Active Circulante,Capitaluri Proprii,Angajati
2023,3712550,327520,986548,302566,987274,328491,21
2022,3972847,1196673,533239,316520,1381930,1197230,20
2021,3287088,1026375,738493,50224,1672724,1026764,18
2020,3030539,1169398,419577,58814,1818813,1513652,17
2019,2755218,892560,542907,66525,1770633,1356221,18
2018,2428923,603620,317771,102363,1156485,943010,16
2017,1491471,480349,260355,148318,592259,480549,20
2023,284283,121695,40299,87113,117358,160964,1
2022,307497,191812,13649,103642,106646,197605,1
2021,277103,183071,10100,122316,105453,219317,1
2020,245262,180847,83827,148254,118816,181693,0
2019,199227,135769,3508,82060,119832,199831,0
2018,152903,91741,21098,47593,80958,107453,0
2017,126533,53652,22482,32328,44046,53892,0
2016,127283,74489,3799,40155,38373,74729,0
2015,80689,40027,9892,18566,43224,51898,0
2014,48050,20863,6498,6270,12099,11871,0
2013,25840,2665,20042,9616,2989,-7437,0
2012,7700,-12833,28728,14129,2622,-11977,0
2011,7950,-11034,15491,14899,1448,856,1
2010,27800,10787,6041,0,18337,12296,1
2009,20740,-5525,3321,0,4931,1610,1
2008,20570,8040,1392,0,8527,7135,0
2007,8350,-1830,1117,0,212,-905,0
2006,1900,725,138,0,1063,925,0
2023,141700,65340,1559,463,69204,68437,1
2022,74050,60411,668,1083,59960,60653,1
2021,13550,11841,428,0,12469,12041,0
2023,261167,117695,165172,175543,95258,120829,1
2022,178546,67282,141140,70622,118088,82179,1
2021,81740,722,161114,73289,93754,16744,1
2020,80071,224,182303,82076,109849,15622,1
2019,133291,32010,141508,102645,99261,60398,2
2018,89021,599,186800,128988,86976,29164,1
2017,124353,14262,201166,156151,74080,29065,1
2016,161187,21002,52370,100123,155965,203718,2
2015,127344,651,33832,103898,136017,222388,3
2014,149265,3168,18668,107968,132437,221737,4
2013,180469,8607,11359,116390,133539,238570,4
2012,233785,3795,11726,108022,119104,215400,4
2011,262094,67681,14803,132222,93343,211605,4
2010,188464,53524,77691,155114,65745,143924,3
2009,103100,18011,128966,180808,37478,90400,1
2008,119324,6382,142954,128046,87297,72389,2
2007,65658,7411,114932,150715,30224,66007,1
2006,59296,4483,67758,116949,6081,58596,1
