Year,Cifra Afaceri,Profit Net,Datorii,Active Imobilizate,Active Circulante,Capitaluri Proprii,Angajati
2006,19690568,1101586,7702612,18852426,3270864,14379437,165
2005,17340946,743193,2343433,12821986,2864635,13323999,136
2023,17635099,3767650,12416775,17213319,4193069,8989613,34
2022,17548278,4841151,9103215,9814143,6011036,6721964,33
2021,9861151,1484215,10242799,9784704,2756808,2298713,32
2020,7782923,410038,13278401,11012057,3742476,814498,25
2019,8673530,710643,11019219,12177434,2012504,2951770,29
2018,5801977,28128,8567966,9411812,1618766,2241127,22
2017,4760421,961956,7808536,10099534,5018521,2212999,16
2016,3526400,865803,1586268,1141303,1311008,866043,13
2015,2666656,193688,1038137,1121457,1399831,1483151,14
2014,2338765,220608,1108400,1245562,1152301,1289463,12
2013,2051256,77427,1208173,1231955,1045073,1068855,7
2012,2500199,469295,1009523,827407,1173544,991428,10
2011,1380515,75330,1036721,938535,620319,522133,8
2010,483014,-18338,666705,874045,239463,446803,4
2009,655002,87745,515647,689004,291784,465141,7
2008,1332682,196793,594937,537463,434870,377396,7
2007,989856,167956,226505,232300,274808,280603,3
2006,528937,212447,183396,255748,134346,212647,3
2005,85384,29400,205393,70147,155059,29600,1
2011,15760,-4699,21453,10740,606654,595941,1
2010,70597,-153232,19695,18460,613117,611882,13
2009,655071,105223,34693,29812,770025,765144,13
2008,844019,131521,10906,41321,629552,659967,15
2007,279906,87048,41150,14407,556297,529554,10
2006,473670,324824,83765,15203,511228,442666,1
2005,98971,-11511,49870,5387,162325,117842,1
