Year,Cifra Afaceri,Profit Net,Datorii,Active Imobilizate,Active Circulante,Capitaluri Proprii,Angajati
2023,9172429,1620735,3067485,2228219,2476450,1620975,43
2022,7736915,1770834,1659199,174832,3284250,1771074,49
2021,4842400,495030,1290174,169570,2050343,495270,32
2020,3188856,428281,524497,123970,1119656,474385,34
2019,2774698,799793,278966,200926,878372,802945,30
2018,1727534,478162,230659,168063,509883,455784,8
2017,689064,318071,41132,20647,316178,295693,5
2016,8500,-22578,49255,462,26415,-22378,0
2023,4211734,-32441,1228216,955841,1321157,397574,36
2022,4041666,305931,939097,742946,1417375,570016,31
2021,3922349,-133241,904332,758456,1061169,254964,37
2020,4232888,-43616,879697,726444,1201787,381004,43
2019,3966869,495715,840260,729481,1204638,424621,44
2018,3732666,196052,1275947,726187,1146696,-71094,56
2017,3992370,216362,1360649,661888,1031556,-334735,68
2016,4028730,335925,1456930,658311,969672,-585097,70
2015,4566686,-194248,1784701,662662,977469,-233080,0
2014,4275278,-202204,1797043,917535,1010889,-79176,0
2013,4207719,127090,1938698,1143329,918397,123028,90
2012,3916387,180629,2299766,1360977,936032,-4062,0
2011,3758973,230062,3355828,2100376,1075142,-180310,70
2010,3454233,200265,4599295,2204308,1983504,-410373,72
2009,891720,-219520,3333167,2266278,434883,-630896,71
2007,2447332,-310310,3064777,2270046,383355,-411376,56
2006,1386159,-13358,298553,78918,118569,-101066,38
2005,178549,-88752,155479,56448,11323,-87708,10
2023,2257200,141054,374857,318390,242394,185927,20
2022,2206929,32715,51215,16010,162364,127159,19
2021,1752750,25713,26656,5009,133298,111651,22
2020,1518971,133423,46778,3871,428845,385938,0
2019,1436999,291435,28981,37077,286523,294619,0
2018,1179600,197384,21994,88728,146970,213704,17
2017,838907,75681,138432,140379,14373,16320,15
2016,733291,-20608,255866,192030,4474,-59362,12
2015,776210,114080,286946,243681,4511,-38754,0
2014,534613,-133234,462133,327664,6268,-128201,13
2013,635139,72415,6207,0,11240,5033,10
2012,28250,-72382,69462,0,2080,-67382,5
2023,1136186,-692295,268359,286840,58695,-527669,8
2022,2737383,734389,76719,22640,788720,734641,10
2021,2413622,175166,146224,11828,475789,341725,15
2020,2255841,498916,30716,17140,512013,499168,19
2019,2781853,808286,51165,58537,801166,808538,23
2018,341348,162017,30657,0,187827,157170,7
2017,28086,24580,7013,0,2166,-4847,0
2015,941457,-26818,50034,30340,3132,-16562,1
2014,1539976,62542,27428,865897,165472,10656,4
2013,2089403,31587,76683,99811,42287,-48210,22
2012,2025868,3402,249507,92609,79258,-77640,16
2011,458904,-81252,306429,44572,66563,-81042,16
2023,29817,-177270,768870,74749,565764,-128357,1
2022,37045,-44504,618377,6995,660295,48913,1
2021,20231,-96212,580593,21578,652432,93417,2
2020,34736,-74323,508689,55993,642325,189629,1
2019,16380,-175920,476817,94452,646317,263952,1
2018,167311,20432,520028,127862,832038,439872,1
2017,17647,-75281,473609,159959,733091,419441,1
2016,101517,-144756,550398,188904,856216,494722,1
2015,607884,262397,625009,4054,1260434,639479,2
2014,617568,258623,587166,4054,959994,376882,2
2013,362262,170979,442487,4054,556691,118258,2
2012,245867,-47091,402459,0,349738,-52721,1
2011,63880,18368,183110,0,177481,-5629,0
2010,80927,-5809,107891,0,83894,-23997,1
2009,314003,7320,164567,0,146379,-18188,1
2008,225721,-6863,144426,0,118918,-25508,1
2007,67970,-26630,53260,6791,27824,-18645,1
2006,106315,-21337,28796,16200,20581,7985,1
2005,125629,11592,9648,16051,22919,29322,1
2022,5031,-36226,353284,1469682,4226,1134140,0
2021,17440,-19401,335232,1483950,5972,1170367,0
2020,13001,9098,331910,1498985,7016,1189768,1
2019,3699,-114361,579446,1512524,87969,1021047,1
2018,539268,1005484,72692,1526878,911172,2365358,1
2017,393771,440100,530386,1587034,916529,1973177,4
2016,770653,156210,239755,1069044,859998,1689287,12
2015,634286,166397,-388183,1164665,461495,1971343,11
2014,976502,218622,41652,1055017,791582,1804947,11
2013,955421,53247,132313,1103971,614666,1586324,0
2012,856777,-30887,319686,1338949,513815,1533078,15
2011,623703,-142625,596635,2087330,73270,1563965,7
2010,879221,90510,694328,1909771,540728,1756171,19
