Year,Cifra Afaceri,Profit Net,Datorii,Active Imobilizate,Active Circulante,Capitaluri Proprii,Angajati
2014,62083,-17488,124932,4381,48252,-72299,0
2013,200714,-45042,97785,9883,32869,-54811,2
2012,120018,-9672,43282,1798,31460,-9769,2
2011,63834,-5030,25447,0,25350,-97,0
2010,63463,-7396,16192,179,20227,4933,0
2009,92337,-18004,4400,806,15665,12329,1
2008,107268,23406,8033,4007,34191,30346,1
2007,42667,6740,6397,5580,7757,6940,0
2023,2752992,160534,840160,63359,1986368,1248465,8
2022,3340634,388903,965334,322100,2138318,1440401,8
2021,2886766,-371142,1325719,683293,2206269,1291135,14
2020,6223968,158590,700049,329367,2335204,1815211,14
2019,6956999,1476592,1861974,301727,3498073,1756621,16
2018,5975461,1510929,1356715,113430,3485645,2155807,15
2017,4524197,1169673,1345532,65076,2526781,1183273,13
2016,1721156,-250223,505332,79456,502640,195499,13
2015,1215411,44403,717190,240551,1057105,609721,8
2014,1000527,93533,109174,78610,458382,564818,6
2013,1709749,10279,557796,118085,911663,471285,6
2012,1831379,165383,199549,173016,488014,461281,5
2011,897381,267324,783954,465652,604604,286117,1
2008,13396,-8841,25024,36960,15904,27840,1
2007,248607,-19826,55277,49584,42373,36680,1
2006,931612,56266,160134,182611,34029,56506,1
2005,161755,9932,11291,0,21423,10132,0
2023,98254055,4700755,44839465,62057007,38764365,44701840,110
2022,81251569,3450663,35396426,63383890,26179651,40001085,206
2021,78151709,5488178,25614276,58359783,29577870,47591509,218
2020,89972508,6687369,15727104,50527408,28124470,45205268,206
2019,61120384,3712653,14107041,50195724,22118113,41604706,201
2018,55970605,2702181,9588605,50511623,18949396,40242054,160
2017,55781958,2374257,13028231,51399228,17064148,39413537,164
2016,36351754,1592056,15134574,11338878,24240868,2555492,136
2015,37249780,1002832,11792481,14036748,11718268,3827664,127
2014,37112917,932323,11351196,13285129,12876181,3881051,145
2013,36487891,615675,20160086,13994704,16808267,3662936,135
2012,37120849,713880,17463026,13809111,8396223,3047262,128
2011,33511715,572581,20012418,15243472,7523601,2333381,127
2010,35229163,690853,21780781,14529582,9480354,1775606,133
2009,33609526,519552,23624402,12153754,11968621,1774593,102
2008,24462310,246572,20466399,11415725,10496436,1537920,107
2007,15918118,601158,9134187,6398074,3849652,1113539,80
2006,6693193,469213,2581201,2507388,937359,978215,60
2005,2625259,99688,1848688,2053799,203889,613865,40
2023,8019672,9295,1603547,547353,1496877,416616,8
2022,8523630,78925,1270228,521991,1155558,407321,9
2021,8679095,95183,1494125,696453,1122579,324907,9
2020,8920168,96138,1392101,495659,1129656,233214,9
2019,8217398,48956,1071398,365512,842961,137075,7
2018,7339832,41647,1392567,305610,1175077,88120,6
2017,6626517,25908,1267124,223854,1085902,42632,5
2016,5179408,24959,658535,205564,469542,16571,5
2015,3643498,-94414,521523,132917,380218,-8388,2
2014,3545790,8696,277993,8279,326750,86027,2
2013,3165160,5172,266457,15617,324515,77331,4
2012,3388223,4691,303572,27069,343845,72159,3
2011,2919330,6198,246267,31424,272219,67468,3
2010,2107560,12898,264491,47718,271220,61270,2
2009,1663333,25991,145347,19084,174635,48372,1
2008,742156,20126,73457,28990,61563,22381,0
2007,62432,2055,6863,3161,5957,2255,0
2023,891856,51052,282336,106617,452882,277163,3
2022,934191,141089,578393,151652,793941,367200,3
2021,740494,138090,291247,146016,621341,476110,3
2020,1307342,301854,536772,150667,874126,488021,3
2019,913603,269768,531726,165486,651121,284881,3
2018,951747,64873,105732,17390,242535,154193,2
2017,216972,12441,161178,10004,240495,89321,4
2016,599103,57343,552588,3178,696290,146880,5
2015,203486,21645,87348,10588,166296,89536,2
2014,192479,5952,104709,21232,151368,67891,3
2013,71254,20269,73729,33900,101769,61940,3
2012,233956,46262,71451,17524,95420,41670,5
2011,119644,3200,47669,7886,35057,-4591,3
2010,43443,-6140,35769,12596,15382,-7791,0
2009,10277,-1851,9198,0,7547,-1651,0
2023,1355641,188063,13788392,16659099,6081431,8952138,3
2022,1328866,329646,18357604,16478902,10742777,8864075,4
2021,1295860,205650,20640277,16714108,13255621,9139101,4
2020,1348173,188343,20673442,16749612,13047632,8933451,4
2019,1434850,140806,20665595,16840027,12911027,8895108,4
2018,2646955,222364,19352427,18076786,10221711,8755672,17
2017,2607834,108591,21074156,18133905,11663957,8533308,42
2016,3177411,138063,21143913,18149855,12226819,9042363,48
2015,2642535,61771,20406204,18267310,11187730,8900438,45
2014,2756511,182687,20204044,17271506,11937159,8830373,46
2013,1848261,4230,20531242,17313185,11870560,8628545,45
2012,2579078,1937,20215327,16974293,12704657,9439665,55
2011,4029247,12901,20100698,17105354,12456447,9437145,58
2010,4285049,197061,20343355,17323413,12439918,9393386,55
2009,3766649,26033,19709354,17341368,11708369,9179518,75
2008,4882931,661902,19722565,17805984,11122942,9153485,78
2007,5529345,804950,19498090,18383434,9779244,8664588,88
2006,4979949,68343,16267776,17175392,6907327,7864846,122
2005,12096312,177744,16679198,17571733,6326699,7759626,130
