Year,Cifra Afaceri,Profit Net,Datorii,Active Imobilizate,Active Circulante,Capitaluri Proprii,Angajati
2007,76438,734,60118,40546,30409,10837,2
2006,61167,5030,28279,0,38382,10103,1
2005,66236,4525,24014,500,28577,5063,1
2023,4475650,624924,479793,259141,897500,696330,9
2022,4483978,593308,598692,310401,931458,664715,8
2021,3796335,863973,1094007,337498,1667828,935380,9
2020,2934277,371062,301819,173648,563677,455372,8
2019,3445845,238511,416467,165334,536457,309917,13
2018,3031176,244820,407512,201330,488473,316281,13
2017,2292233,108269,413775,172921,406790,175675,11
2016,1866020,152246,361662,143301,329421,119303,9
2015,1310116,53836,470927,91575,338703,-28943,10
2014,813892,14612,412334,55912,265779,-82780,10
2013,838228,2868,478754,76547,294173,-97391,8
2012,719764,37440,429351,33651,294785,-100260,9
2011,656945,-64957,518876,57516,320214,-137700,9
2010,556339,40285,499722,73489,348325,-72743,6
2009,415314,-67331,581964,117946,347570,-113028,6
2008,479114,15746,603992,143710,413850,-45697,7
2007,59371,-62443,303608,151632,90533,-61443,1
2023,729791,169673,84553,127168,350413,393028,6
2022,777512,198701,103865,181656,615564,693355,6
2021,634223,140805,93718,157911,430461,494654,6
2020,500715,79155,121364,165285,309928,353849,6
2019,524227,90574,95477,97374,272797,274694,6
2018,538033,113399,42225,31381,194964,184120,7
2017,480567,49318,94333,57475,107579,70721,7
2016,457133,23326,252822,123359,150866,21403,7
2015,420274,20389,359600,199729,157948,-1923,0
2014,320739,4021,447264,218315,190672,-22312,7
2013,336099,2098,456200,285424,128078,-26333,7
2012,303728,-26034,467907,300399,122712,-28431,7
2011,292639,-119991,456736,319472,118902,-2397,7
2009,304615,1351,349271,322166,142079,114974,7
2008,340096,18120,312878,276284,155757,119163,7
2007,241672,43824,160381,213161,48263,101043,6
2006,219965,14205,204385,192444,69160,57219,5
2005,201934,7276,205910,184951,63973,43014,5
2023,5543902,83110,4034565,1283191,3961374,1210000,26
2022,5329615,18756,3342775,1381009,3137230,1126890,29
2021,4178770,10919,2826660,1556279,2549133,1108134,31
2020,4384752,297269,2224565,1710884,2004165,1097215,28
2019,4585430,276073,2496582,2113728,1739874,799946,31
2018,4171796,50370,2307467,1966396,1622603,523873,35
2017,3636844,-343087,2276023,2502239,1226730,473753,40
2016,3733294,37558,2035460,2963848,1116409,816839,39
2015,3536031,50271,2418179,2883366,1763587,779282,39
2014,3433696,15165,1589868,2122651,1057989,729010,38
2013,3416593,26552,1039102,758639,1103482,713845,39
2012,3285513,27899,1029507,800808,1140665,687293,44
2011,2918169,3682,1186658,1166005,1008679,659394,44
2010,2664320,10632,1462431,1439278,846185,655713,39
2009,2720947,34475,1666356,1337322,976066,647032,37
2008,3005793,51368,1720240,1215734,1171273,612557,40
2007,2924028,44243,1413343,1324867,649665,561189,42
2006,2795899,57594,1802441,1434810,804167,516946,32
2005,2457720,51747,1057270,736678,789042,459351,41
2023,36879786,4131789,13396871,11581297,19029799,17147006,57
2022,32603568,3294401,12741330,9146388,18428473,14428531,57
2021,27292830,2066640,6474843,8504705,11566169,12639223,58
2020,24281645,1678855,7259660,9696696,9765023,10720285,58
2019,23667242,842993,7920700,12277250,7984724,10322807,61
2018,21505224,910524,9965069,14866038,8527521,10869288,55
2017,19002064,2256404,5182015,11669187,7534895,10842975,48
2016,15998913,2180523,6066845,13008668,6843398,9974444,44
2015,13875147,1370640,6256982,7825799,7057304,4174184,44
2014,13039917,784425,4880460,2751199,5892981,3402424,44
2013,11980413,882311,3935906,801706,6227361,2617999,43
2012,10890495,282292,2806388,934100,4540743,2095688,30
2011,10091476,128071,3636959,1533648,4583288,1813392,38
2010,9373432,721161,5211580,2225608,4667976,1685321,39
2009,10173234,186907,4723231,2319536,3333038,960200,39
2008,8984131,594149,4897233,2528948,3015268,777253,31
2007,3487740,192897,5556174,2744711,2994568,183105,8
2006,0,-9425,1832963,1729681,38336,-9792,2
2005,0,-3286,5114,365,4382,-367,1
