Year,Cifra Afaceri,Profit Net,Datorii,Active Imobilizate,Active Circulante,Capitaluri Proprii,Angajati
2023,3280608,875756,600600,464715,2036334,1902700,11
2022,2871490,888451,489782,375184,1552579,1444664,9
2021,2525179,657721,500616,422331,1149968,1076029,8
2020,1810640,334627,574260,476673,715772,623572,7
2019,1407579,207664,529482,475277,520140,474208,7
2018,983897,248051,313135,281610,414584,386544,5
2017,715060,115496,195363,51116,288532,144493,3
2016,101576,2910,128515,38966,123788,35579,1
2015,0,-1107,3072,0,35961,32889,0
2014,0,0,3072,0,37068,33996,0
2013,0,0,3072,0,37068,33996,0
2012,0,0,3072,0,37068,33996,0
2011,83799,33399,5314,0,39713,34399,1
2023,433550,196785,27469,20274,204220,197025,1
2022,266922,134268,10601,17922,127187,134508,1
2021,168074,89246,360,13537,221680,234857,1
2020,126185,54597,2824,17695,153406,168277,1
2019,295487,104899,3478,4339,112819,113680,1
2018,70374,11005,1008,0,11727,10719,0
2017,0,-364,354,0,190,-164,0
2023,183376,18294,165276,166,140731,-24379,1
2022,273409,-64044,201513,4492,153740,-43281,1
2021,152051,20066,26077,0,46840,20763,1
2020,332007,-11700,55114,19215,36410,511,1
2019,379816,-32491,79242,19215,72238,12211,1
2018,486588,45629,19637,19215,92782,92360,1
2017,236504,22547,45296,19215,49955,46731,1
2016,218659,-33062,93184,19215,89193,24184,1
2015,536995,1464,113794,19215,143514,57246,1
2014,489732,21573,82653,21921,97376,55782,0
2013,230411,-5117,49855,1803,82142,34209,0
2012,330044,-59370,79170,9851,108526,39326,1
2011,270046,-2697,117384,14107,201854,98696,1
2010,279694,21763,54849,10276,146033,101579,1
2009,377225,-78205,258653,16550,164026,-77965,0
2008,676956,54643,216796,42479,229088,54883,0
2007,743491,76084,151290,53221,174393,76324,0
2006,1043375,103547,507969,58404,445394,200,0
2005,361898,13721,31454,3781,27873,200,0
2023,15677152,1216904,5844134,1116139,6829199,2101204,11
2022,22098522,1657537,8173206,1714265,8650778,2191837,12
2021,17209082,1481204,4344145,1480094,4377755,1513704,11
2020,15503268,837624,5955598,1532360,5284362,861124,12
2019,10758143,883458,4379098,1094364,4961676,906958,11
2018,10517965,785875,3143415,1156451,3566323,809375,12
2017,7257728,590388,3105631,1174057,2523002,591428,9
2016,6628676,742320,2998761,1140606,2601515,743360,9
2015,6777109,657752,3035887,943667,2792894,658792,8
2014,6016013,598650,2493969,656183,2539442,599690,8
2013,4281886,386556,2931657,686117,2795186,387596,8
