Year,Cifra Afaceri,Profit Net,Datorii,Active Imobilizate,Active Circulante,Capitaluri Proprii,Angajati
2008,8457221,103188,1302035,428073,1356524,482562,16
2007,8578505,229066,1525943,306953,1598363,379373,13
2006,8850439,53221,1561152,213687,1497772,150307,13
2005,6080062,33207,1165394,204712,1057768,97086,9
2023,28503642,1045576,16167132,9894063,6577545,2118588,11
2022,26490680,601416,17368636,9158718,7900753,1182813,7
2021,15646102,395495,12993799,8465515,5382938,871257,7
2020,13653415,476261,4351631,481523,4346609,476501,5
2019,11411020,341589,4557373,659340,4201813,341829,5
2018,11193593,518685,3312378,144531,3682647,518925,7
2017,7760794,322796,1829383,115683,2036736,323036,4
2016,2925304,117092,611629,0,728961,117332,2
2015,2001629,92030,269141,111,392567,123537,1
2014,1120755,31475,413403,300,444610,31507,1
2023,221728,-23356,97392,0,157732,52273,1
2022,439513,44981,142775,0,223613,75629,1
2021,382673,29867,137751,0,178260,30649,1
2020,460720,55482,150105,0,150887,782,1
2019,255872,12776,87299,0,159136,71837,1
2018,376278,21904,123514,0,182475,58961,2
2017,361777,48239,94158,1261,129954,37057,2
2016,0,-11382,12534,736,616,-11182,1
2023,34735058,1588498,7349535,1338680,13939099,8005382,27
2022,63138449,4065912,8343054,1072095,13679482,6459811,23
2021,46020236,1718191,5430304,110186,10547684,5893899,20
2020,30955958,-126103,3303825,143906,8341704,5195708,19
2019,33622490,1458969,5749161,54502,10994977,5321812,18
2018,30279320,1038664,4094723,73820,8301852,4292843,17
2017,33862898,1337550,4624973,87345,7818154,3288982,16
2016,28580410,1369834,3944589,25553,5862750,1951432,17
2015,15770676,279786,5783129,48847,6305361,581893,16
2014,17866466,366862,5771569,65217,6089810,302107,19
2013,13126241,-133020,4088810,129663,4840728,746299,20
2012,13501885,293120,3775258,210399,4439862,878619,17
2011,19867428,1273451,5055064,51774,6156780,1153500,10
2010,722055,-120151,584812,1474,519344,-119951,5
