Year,Cifra Afaceri,Profit Net,Datorii,Active Imobilizate,Active Circulante,Capitaluri Proprii,Angajati
2023,2247749,823851,251672,430560,784264,963152,1
2022,1224726,305369,78114,33021,401102,356009,1
2021,972989,504474,124179,32679,613336,521836,1
2020,29266,17122,20628,504,37486,17362,0
2019,32194,25568,1620,504,19920,18804,0
2018,0,-1708,9101,504,1834,-6763,0
2017,0,-5109,6024,504,465,-5055,0
2016,0,-146,504,504,54,54,0
2023,1821297,843898,1509719,21675,2311920,329273,2
2022,2460492,756050,979357,1166,1632536,654345,2
2021,637339,68267,330532,4457,849947,523872,1
2020,681213,82070,415750,8238,952978,455605,2
2019,1178868,372815,427238,2565,752073,373535,2
2018,450741,128891,401883,5195,526299,129611,5
2017,548503,5817,569875,4439,759257,34733,5
2016,414086,28196,188712,6543,211085,28916,4
2015,1881673,25594,189297,18702,655345,316078,4
2014,2257901,135940,378856,75037,594303,290484,4
2013,765539,32043,273362,133067,474875,154544,4
2012,533188,7693,300618,187623,465496,352501,3
2011,570619,150036,300493,18549,738482,344808,3
2010,532998,139437,251073,35587,410258,194772,3
2009,256784,261,92449,52625,247715,55335,2
2008,400827,175207,61315,0,474220,230282,2
2007,128509,70443,16089,0,141594,125505,0
2006,114569,74374,22541,0,137610,115069,0
2005,54158,40095,16739,182,57252,40695,0
2023,11139219,2056573,2017704,2161164,4113708,4266828,18
2022,10814169,2074048,4840073,2170038,4867766,2210254,15
2021,7184563,586215,1594418,1636486,3993135,4044355,16
2020,9889970,1295546,1011008,1645626,3349345,3994983,17
2019,8266277,1152246,1577626,1774415,3551930,3757203,15
2018,8122431,1474663,1276980,1770942,3022104,3522849,15
2017,7284022,1315127,1080110,1675996,2313979,2914413,14
2016,7305825,1672270,1664034,1379829,2655086,2372981,13
2015,4032465,456429,1684803,1195610,1706958,1219636,11
2014,5005976,904555,1663680,1101459,1560682,1001211,10
2013,3162681,483968,1439181,946767,1199370,707308,9
2012,2574581,243207,392290,44595,595961,248266,9
2011,2671370,251302,344634,1171568,781447,760084,7
2010,1901183,161810,453512,1187183,724310,609684,6
2009,1485730,49568,705601,1209358,1314066,448266,9
2008,2571324,497498,682412,756486,1792910,498698,8
2007,1188202,56912,2322158,126013,2254257,58112,6
2006,719323,35791,537114,30605,506686,1200,3
2005,259713,23512,164341,1258,164283,1200,3
2023,286236,-47280,88091,131976,-7093,38296,1
2022,293038,85376,5951,73480,18047,85576,1
2021,130311,18076,20353,500,38129,18276,1
2020,64528,54814,1038,500,55552,55014,0
2023,590046,103462,801984,590891,615696,115616,7
2022,864742,238552,797976,693070,757928,249852,7
2021,455528,30061,270598,728134,706315,646620,5
2020,383078,73142,58332,272035,1048894,616559,3
2019,524875,217803,109341,206578,656180,753417,4
2018,1106380,745368,128237,146981,737924,756668,4
2017,620257,108931,388151,177918,325164,114931,6
2016,388511,3136,221006,196119,317394,284137,6
2015,1073724,303514,236720,296805,316173,319701,5
2014,582505,26717,408545,326192,375377,182283,4
2013,306001,20584,158840,82891,240214,155566,2
2012,251746,11533,97169,124747,142564,157742,2
2011,401104,160441,128843,64307,234225,146898,2
2010,192951,2122,109925,28804,138562,22501,2
2009,212399,14379,66730,38489,169186,141563,3
2008,414523,140406,77287,55041,148964,127184,4
2007,149953,12045,52691,1558,37911,-13222,3
2006,54655,-30874,36297,2020,8284,-25874,2
2023,4052377,1559971,1411319,3566457,740734,2895872,9
2022,3882336,1526182,1148000,2652734,913777,2418511,9
2021,3360543,1757088,1584292,1706071,2129641,2251420,7
2020,2859917,1450934,550661,782289,1219546,1451174,7
2019,2651125,979993,955693,821586,1114340,980233,7
2018,2075579,395219,723364,499929,1134080,910645,10
2017,1541308,397644,868669,542796,841299,515426,6
2016,1066508,406104,407781,220783,784780,597782,6
2015,603244,131798,241767,267262,266182,291677,3
2014,480417,31073,125138,82658,202360,159880,2
2013,411849,88530,112917,141997,99727,128807,3
2012,114016,39876,16612,47678,9211,40277,2
2011,1175,201,1794,456,1739,401,0
2023,4077921,2881649,1266081,1227793,3031157,2992869,4
2022,1803477,1143772,914111,363578,1694545,1144012,3
2021,1073170,533862,624633,331188,827547,534102,3
2020,1184869,797029,745281,398523,1144027,797269,2
2019,892246,553152,677526,488174,735695,553392,3
2018,908715,592852,47196,177904,462384,593092,3
2017,386528,77454,188016,232639,67980,112603,3
2016,232437,19873,321728,291009,86920,56201,3
2015,96658,36128,47593,24383,59538,36328,2
2023,0,-149058,1905976,8181,2901278,-246482,2
2022,24723,50626,2980368,30389,8368586,-97424,2
2021,44740,-26272,3838736,12770,7554808,-148050,2
2020,74340,-16196,3099254,11668,4740425,-121778,2
2019,99640,-50727,3231384,15508,3483364,-105582,4
2018,32587,-420384,3009558,30493,2952858,-54992,3
2017,465393,3000,2502273,15895,2880230,365392,3
2016,2521154,-262348,2574162,35927,2900626,362391,6
2015,1839117,794658,894495,61653,1457581,624739,7
2014,836661,-311676,592372,69077,2897375,-169919,6
2013,1171206,44210,442086,3485,1202685,141757,6
2012,1007926,8614,602845,11858,688534,97547,7
2011,778160,4431,295556,18681,1109021,62745,6
2010,573883,4820,156250,9791,204772,58313,5
2009,60002,31993,251147,10489,294151,53493,3
