Year,Cifra Afaceri,Profit Net,Datorii,Active Imobilizate,Active Circulante,Capitaluri Proprii,Angajati
2023,404685682,59628955,173776541,97497432,243251781,157826871,381
2022,359605349,45096207,130870643,57562729,207123986,125129216,354
2021,260820407,19011809,91971171,59521566,140934426,101138210,333
2020,196338164,17032030,87317234,64671175,124691277,97620849,327
2019,210542046,21345650,88144899,64897340,130057597,101784578,334
2018,176338576,20125321,95369804,68043473,136456415,97806731,334
2017,162459238,13795039,51107656,64271250,89625923,92514310,311
2016,175983220,28204462,44631276,56714964,105844501,105007436,284
2015,143046201,16042133,36098134,43290183,92768886,91425399,262
2014,123325119,11780402,51636301,37963370,95989957,75144127,242
2013,116593011,4692946,66373059,39664303,97624261,62566830,219
2012,90490019,5309131,64170435,26512092,110864941,62892024,205
2011,90153992,7163903,18181627,26826467,53949737,61770689,205
2010,74039982,5817276,9885163,25807854,58933445,69250166,203
2009,87720159,11094486,10325259,26959976,47272338,63432890,240
2008,87390128,2137545,27093068,30237296,51890829,54029578,243
2007,77972560,3774610,32225121,28661777,56603862,52144995,237
2006,50460244,2357990,34249998,25865371,60024817,47015214,256
2005,51456296,4789249,17693270,25965413,37472209,44657224,304
2023,54191662,8294788,139221063,104217852,104732129,44367110,159
2022,36542919,1692102,120053559,127469967,60696279,66104064,125
2021,29621586,2192840,95265546,115196764,59038175,64452473,137
2020,93081792,20447841,57489201,61993938,52674415,49795552,167
2019,58842816,7907325,41240965,55270629,23105648,27604771,163
2018,45833060,6402479,28898888,46137491,13668738,19697446,161
2017,32194439,1978131,20154115,33100559,7802214,13294968,138
2016,19603145,2174626,17984748,33515089,4887786,11990849,109
2015,21133139,1700299,18068354,35158608,2966180,9959645,102
2014,12918698,556788,14762105,13914190,7767647,2560530,88
2013,9300315,299038,5693474,6362437,2563771,1974102,62
2012,6546593,345942,5429468,4743790,3851976,1675063,36
2011,6995882,613453,4886374,5003203,1906459,1329121,39
2010,4174144,65478,3533796,3177110,1541076,715668,45
2009,2957815,5073,3257759,2710784,1197165,650190,42
2008,2809437,10504,3741480,2789419,1001879,49818,53
2007,1563201,11673,2545166,1975161,609319,39314,46
2006,1093176,5517,590171,309725,307339,27640,35
2005,1178190,-25429,630627,263975,388775,22123,30
2023,42964841,1366264,33777172,5761053,39018874,11157439,90
2022,38496924,1629816,22460113,4221693,27998717,9791175,82
2021,32272793,2014635,19435036,3749917,23760954,8161359,78
2020,25574332,380360,22599150,4058437,24604010,6146725,78
2019,33453882,1378532,25828775,2303129,29530314,5766365,70
2018,32640435,1706573,18154720,1757724,21162124,4387833,64
2017,27914446,1788864,16624182,1872614,17880991,2681260,58
2016,21237666,-99039,12817043,1861183,11261566,-62039,0
2015,16424329,-2458495,37422975,2087813,10985307,-24554503,46
2014,9507196,-7144956,29058557,2056861,5146980,-22095786,39
2013,7929534,-5087130,22642837,2019800,5649341,-14950830,26
2012,5066394,-5119711,16671941,2062217,4732149,-9863700,18
2011,1790323,-3458760,8840175,1298909,3306327,-4743989,9
2010,16771,-1338598,3387576,1256250,844681,-1285229,3
2009,42160,4354,456855,318720,191504,53369,1
2008,15812,12015,2414,0,51429,49015,1
2023,800097436,26759920,176295276,4500589,297010513,126510372,55
2022,786006012,25832062,400190047,4377740,492568806,99750453,56
2021,726044042,19762251,325227828,3576749,395516892,73918391,52
2020,589336528,19779137,177736095,2792090,239318724,64005139,45
2019,584043597,10996700,171178902,3036697,216938411,48385469,48
2018,580917810,14358312,181467160,1487483,217554857,37388769,42
2017,373480060,4225822,178993950,1159967,200882510,23030457,40
2016,260651352,7481874,79512854,517443,97910463,18804636,35
2015,196776994,252541,90781356,1199099,99926867,10837246,33
2014,172615312,916598,63477366,967453,72926902,10595541,26
2013,176436679,522486,94006714,856981,103498492,10441241,21
2012,153040111,3317475,62769450,61028,75942919,13282395,20
2011,153293655,4965550,48483094,237412,63147660,15002301,19
2010,108102275,1062454,44895331,127191,54765499,10036751,16
2009,102746262,2825573,24667805,150192,33456541,8974297,12
2008,76242034,2474730,21041968,181021,26988672,6148724,16
2007,68840824,986360,9945576,215972,13403598,3673994,18
2006,55990144,2347634,11573030,392968,13809748,2687634,15
2023,4523776,2654498,960802,48260,3728746,2816204,7
2022,3022130,1778506,659232,57474,2380864,1779106,7
2021,2351004,1012109,439145,64555,1387299,1012709,8
2020,3046864,1833338,316745,109616,2040573,1833938,9
2019,2476903,1311621,480527,55359,1737389,1312221,9
2018,1519889,404645,603860,65916,942034,405245,8
2017,1476402,533433,186962,91080,629181,534033,9
2016,874196,60334,299037,91345,268626,60934,9
2015,1887497,739748,353265,73203,754304,474242,8
2014,582374,32502,598113,44829,287779,-265505,8
2013,718044,-175527,724080,54666,371407,-298007,8
2012,608012,-95138,362748,66858,173410,-122480,9
