Year,Cifra Afaceri,Profit Net,Datorii,Active Imobilizate,Active Circulante,Capitaluri Proprii,Angajati
2016,2195029,346279,348901,657214,202115,525240,17
2015,1857746,316815,281996,459603,341964,519571,12
2014,1913999,168102,450595,452375,200975,202755,12
2013,1765326,6261,629870,530691,133832,34653,12
2012,1369814,7370,632640,580508,80524,28392,12
2011,1104148,-180105,508545,482856,46111,20422,10
2010,1046789,17299,284225,434761,49991,200527,10
2009,904598,42092,278637,474130,-20620,176642,10
2008,990719,47514,383254,457524,56671,134550,10
2007,757569,4485,302835,289466,100405,87036,11
2006,299392,55830,98942,44759,46841,82551,4
2005,133917,44202,38253,11550,53425,26722,4
2023,30700935,3553846,8026274,3710552,8104431,4177572,137
2022,25267315,2101784,7210626,3856750,5821495,2725268,114
2021,27343812,2606374,4276775,4545543,5039567,5382052,126
2020,27906485,3397847,8718160,6579465,7151767,4378860,123
2019,22175435,2035074,7083381,7924866,3633400,4509813,102
2018,21282166,2083093,6395285,8472690,3678121,5835862,93
2017,18061585,2373826,2308918,4783293,3217785,5772496,85
2016,16583969,2709733,1134323,4240053,3466843,6652909,77
2015,16671331,2512637,728243,4047594,3609006,6992976,76
2014,17075817,1866150,2769954,4683361,2667738,4480339,67
2013,16833407,1290181,3583899,4340253,1857835,2614189,51
2012,15639293,673478,4420256,3767784,1937779,1285307,48
2011,9767266,24986,4538444,3190916,1469357,121829,43
2010,1946461,38514,2123113,1264804,955151,96842,24
2009,1873464,15824,1341207,785664,444414,58328,21
2008,90966,12385,211189,93140,55320,33504,15
2007,8320,1153,219,0,21338,21119,0
2006,403,-4278,0,8663,11303,19966,0
2005,58999,7702,1945,15386,10803,24244,1
