Year,Cifra Afaceri,Profit Net,Datorii,Active Imobilizate,Active Circulante,Capitaluri Proprii,Angajati
2023,4833071,-442431,2810177,2032623,1064842,327303,24
2022,3786793,-409180,3949599,3039316,1658592,769734,27
2021,7618354,1270595,2741624,2856471,2225977,2411189,37
2020,6215401,1952336,1999737,1856336,2108615,1999100,45
2019,2783078,162796,1088617,864236,838182,628480,23
2018,2409437,258589,1102253,910668,1109110,940025,26
2017,2614912,598512,562454,577000,1074834,1107986,26
2016,2096657,508994,1065716,621235,932356,509474,27
2015,1246238,178496,241883,111750,401162,273716,17
2014,870286,76265,209697,132890,165029,88835,15
2013,485096,2792,150711,91014,71721,12570,6
2012,94454,12982,8118,3523,13421,9778,1
2011,0,-3604,5000,741,855,-3404,0
2023,236280,60020,9388,0,84024,74636,3
2022,244270,63488,45590,0,110206,64616,5
2021,249081,88755,12110,0,110920,98810,6
2020,284417,110759,16715,10,274121,257416,8
2019,298159,129546,8652,44665,249972,285985,6
2018,276212,35997,8952,44727,120664,156439,7
2017,218712,-43214,15476,44788,91280,120442,7
2016,214409,6959,14800,44849,133757,163656,7
2015,219101,100427,65660,51243,171265,156698,3
2014,225590,82568,39476,47756,48141,56271,3
2013,214775,23873,107212,78656,2408,-26298,13
2012,104843,-68379,156817,93214,13583,-50170,11
2011,96196,98,101960,67992,21362,18208,9
2010,123544,30172,8256,309,25262,18110,4
2009,37279,-6688,34199,18338,3799,-12062,1
2008,0,-5574,34513,28911,228,-5374,0
2023,1446072,133176,149647,104521,263689,218563,26
2022,1828062,342535,236097,109048,471436,344387,34
2021,1842521,473720,154311,1098,484172,330959,39
2020,1795948,443558,159153,20087,546305,407239,38
2019,1846967,245966,141151,13747,376085,248681,44
2018,1550605,246665,191202,11337,570280,390415,42
2017,1389426,141049,166101,14427,295424,143750,63
2016,1120032,146418,121564,9573,266522,154531,64
2015,900498,177872,88948,35058,435003,381113,41
2014,666677,92504,70368,57267,217683,204582,27
2013,506535,67003,42984,56614,98448,112078,29
2012,426900,36017,84273,89156,40193,45076,28
2011,312582,3458,53287,23072,39303,9088,22
2010,265871,1587,71109,31891,44848,5630,22
2009,105505,10219,58355,34861,28220,4042,12
2008,0,-6377,16174,6391,3606,-6177,0
2023,3999569,446846,1923823,425712,1445917,-81349,44
2022,3909653,-1143964,1844104,327388,1026983,-528196,41
2021,3891462,8219,2818539,2567691,897904,666816,41
2020,3127251,89916,2628699,2583690,755450,710698,38
2019,2893493,169063,2970404,2831312,808688,668677,39
2018,2155753,146485,1368623,320790,1612567,563303,36
2017,1912865,159633,446960,444023,467162,464712,31
2016,1606903,56094,265276,226938,367806,330867,30
2015,1320459,54918,276473,323961,242676,290564,28
2014,1169845,48231,365766,421724,218381,276181,29
2013,1236765,84946,165548,178606,238612,252507,36
2012,930644,64586,111621,122424,173692,186323,28
2011,610713,90822,115233,109622,125703,121737,12
2010,465392,41041,106732,84785,91444,71946,11
2009,510213,73630,104269,126635,77320,104525,13
2008,189144,18128,115684,50350,89771,31148,8
2007,181223,25589,31976,44168,828,13020,2
2006,0,-12769,32505,19593,290,-12569,2
2023,4568729,1121759,6037401,1594506,5717292,1336787,13
2022,4216041,1325401,6224502,1506134,6010637,1326001,12
2021,3539836,1725468,534043,1562040,4118569,5161573,11
2020,3423660,1265706,984937,728240,3960894,3721200,8
2019,2888241,1386418,408907,733675,2128814,2458094,6
2018,1818289,527559,259580,381601,946436,1071676,5
2017,1780586,313599,274077,81351,930786,741555,6
2016,1757552,355278,228643,33119,614952,431621,4
2015,832642,36230,205833,15155,266333,76043,4
2014,271677,71472,137182,0,177206,40055,3
2013,57423,-29665,73025,0,42281,-30744,2
2023,8180295,90943,1616590,476494,3147981,1938885,86
2022,6985760,257274,1696556,377432,3179066,1847942,82
2021,6310364,684799,620856,459920,3362137,3201201,83
2020,7335761,1060635,717691,488792,3569302,3340403,98
2019,8690203,673410,955390,494028,3341129,2879767,124
2018,8816831,821690,971297,235082,3153020,2416805,135
2017,9857226,1237489,1324462,242324,3689813,2611813,172
2016,9744931,1502710,1886216,208223,3562574,1888873,177
2015,7929102,846870,701717,261996,3217272,2790087,170
2014,8007738,856373,551811,450836,2828091,2748039,158
2013,7183723,854313,468687,410012,2631120,2506665,141
2012,6888577,843828,737911,579494,2203907,1925555,130
2011,5348345,323962,424716,361985,1485502,1279344,125
2010,4515976,358759,430085,230719,1488692,1103409,95
2009,4206561,399458,481778,254860,1004622,777704,90
2008,3442459,270014,588102,367769,618579,398246,82
2007,2325162,47753,616580,237531,507281,128232,76
2006,1237149,34826,254517,190929,144067,80479,35
2005,813962,19674,263949,189201,134401,59653,25
2023,396340,112307,19424,14353,119778,114707,3
2022,273974,12876,24982,12364,75242,65753,4
2021,537487,215636,24405,9951,228415,217636,5
2020,431382,85610,28093,8717,148417,133789,6
2019,410921,58116,20755,6149,68245,75179,5
2018,218045,10936,61405,23897,44331,28363,5
2017,240208,-7761,78199,44330,29757,17428,5
2016,179156,23189,34397,2285,35761,25189,4
2015,181005,13874,22294,2787,133354,135387,4
2014,153666,24173,18882,3490,134115,140263,3
2013,161348,12503,19137,4260,109427,116090,4
2012,175061,23505,13820,580,95287,103587,4
2011,197896,-7,16131,6731,69620,80082,4
2010,284824,61490,9832,17472,85574,93214,4
2009,231730,29724,18848,32634,74463,88249,7
2008,265352,41593,45831,47970,56386,58525,9
2007,231497,2354,59751,63306,43777,47332,13
2006,110405,42978,46943,44250,44666,44978,6
2023,12760421,749461,2741412,1055311,3311873,1671213,139
2022,10488991,865141,1210899,385582,1753238,971751,149
2021,8216088,765345,1089460,195678,1640650,828876,132
2020,6487837,352428,819904,161568,1134035,578681,110
2019,5556207,194713,707955,215594,849384,465057,109
2018,3963819,164213,576530,186382,767024,329275,140
2017,2813405,54560,516833,254208,509627,158606,88
2016,2093753,29931,481930,212581,504355,104047,117
2015,1307905,24056,306058,44335,328149,74116,52
2014,915773,25760,265384,56316,297067,87999,31
2013,516442,23874,62618,21354,103503,62239,40
2012,171913,18315,96573,25000,109938,38365,15
2011,118870,6630,2192,1510,47791,47109,7
2010,64260,6642,15358,0,55837,40479,3
2009,72174,12327,4498,4370,29190,33837,5
2008,54570,8322,12069,10823,19277,21509,5
2007,62246,632,22992,15502,20678,13188,6
2006,35838,12316,22839,20974,9715,12556,5
2005,7064,1186,3301,0,3541,240,3
