Year,Cifra Afaceri,Profit Net,Datorii,Active Imobilizate,Active Circulante,Capitaluri Proprii,Angajati
2023,4072623,355488,4657844,14539926,2988225,9200224,32
2022,3773853,425008,3509281,13581112,1938401,8844736,32
2021,2937148,219891,4577684,10654553,2581953,8419729,30
2020,1746643,-283173,4161708,10072744,2055554,8199838,26
2019,3000079,238054,3931101,10233643,2130130,8483009,34
2018,3272972,239887,4110651,9914478,2361643,8244946,36
2017,2862512,140298,4571086,10122400,2374269,8005059,35
2016,2715043,133946,4638964,10179347,2244902,7864761,36
2015,2740866,172666,4623991,10409823,1949717,7730815,34
2014,2154480,140518,3881993,9691285,1886567,7679527,28
2013,2933640,93118,4499314,10612162,1700130,7707712,32
2012,3269586,38097,5246001,10225752,1627452,6372093,48
2011,2955477,52476,5839684,10863460,1407765,6356414,45
2010,3037882,51319,6481429,11048952,1368284,5841081,44
2009,3364997,9312,6921951,10392778,1320660,4677163,57
2008,3992795,414224,6003380,9472248,1347171,4682116,63
2007,4018023,491339,5538712,8280596,1526008,4267892,65
2006,3760773,1321719,5277136,7344154,1078161,2901549,67
2005,2681436,338385,6252938,7262594,842751,1579830,85
2023,183242,65059,11804,14981,192022,195199,1
2022,151375,31676,14923,18577,151487,155141,1
2021,161742,38802,28481,0,186946,158465,1
2020,97505,5813,9704,0,164366,154662,1
2019,229345,34014,16901,0,165751,148850,4
2018,183365,10116,17929,0,132764,114835,3
2017,274999,49719,12231,0,116950,104719,4
2016,236724,14894,17063,108,85639,68684,5
2015,223948,34571,11728,4995,95094,88361,4
2014,202178,24915,9723,9938,78490,78705,4
2013,202287,20270,7365,1413,59742,53790,4
2012,177978,7799,13205,2691,44034,33520,4
2011,146858,5356,11112,4418,32415,25721,4
2010,143149,11888,18928,6581,32711,20364,3
2009,152737,30597,40550,8743,40283,8476,3
2008,155200,10283,23292,6847,24921,8476,3
2007,206764,22622,31300,8304,31472,8476,5
2006,174283,16436,17752,5084,21144,8476,5
2005,124150,3965,9187,5832,3595,240,3
2023,1734985,918104,402282,2648119,484239,2596378,5
2022,1108285,133327,773220,2541162,283056,1811600,10
2021,476977,-64024,820191,2603376,134486,1678273,14
2020,645009,-227764,1002565,2726148,257363,1742298,14
2019,1085304,59804,952608,2886383,275685,1970062,15
2018,1069183,130690,1288757,3060045,139337,1910257,11
2017,1057504,23002,1808034,3643550,204524,2036367,13
2016,1036129,-76793,1976213,3827214,169490,2013365,16
2015,1418993,3484,2139739,4021218,205344,2090159,17
2014,1218222,21386,2145567,3997567,134675,1986675,17
2013,1171073,25365,2285224,3812248,116704,1645434,18
2012,1517941,8621,2140186,3537109,222356,1619561,19
2011,1650945,51026,2304516,3662424,261820,1626767,20
2010,1137781,-87856,2463086,4261103,107921,1925296,18
2009,1426352,14143,2618474,4440955,153750,2013151,23
2008,2493862,633486,3044416,4591793,371673,1999008,24
2007,1796117,299438,3537166,3959071,495795,917700,23
2006,1095876,38298,3371901,3697301,292862,618262,24
2005,819166,117019,3326670,3788473,111868,579964,24
2023,11194481,2672414,3105036,14221709,2436298,13591016,67
2022,9491726,2319827,5273071,14147919,4014317,12330775,65
2021,4989540,2050875,4674545,14079813,3185796,11342527,50
2020,3398766,4130367,5839600,14557307,561605,9291651,36
2019,9972110,1909714,18978508,23412015,835317,5161285,74
2018,9594352,1827566,10635716,13910385,1239118,4547672,72
2017,9070327,1870746,9761934,12319462,1385987,3981852,74
2016,9397928,1825503,9715003,11153877,1502047,2967999,0
2015,8260154,1354601,10214732,11526407,1153624,2497097,71
2014,7333580,1191808,11417778,11743583,806186,1142496,71
2013,7612500,543206,12792559,10932722,1033132,-802372,74
2012,7836535,576289,14389480,11699491,994494,-1345578,78
2011,9429441,1269225,16367303,12520816,1510905,-1921868,77
2010,7276139,602072,18199384,13217003,1181423,-3191093,77
2009,6996750,-609512,19742291,14110945,1234520,-3793165,75
2008,4291376,-1405373,20174035,14657347,1022582,-3183653,55
2007,0,-1943609,15944376,12824094,1342003,-1778279,7
2006,123132,-181498,11093772,9430190,1781964,165329,12
2005,1235805,346683,238935,284789,256753,346827,33
