Year,Cifra Afaceri,Profit Net,Datorii,Active Imobilizate,Active Circulante,Capitaluri Proprii,Angajati
2023,79545365,2009787,42785040,26741925,67941894,50059195,131
2022,42505431,119864,32497802,18867358,63519076,49540468,104
2021,49261433,17705659,35709871,28031242,62806832,54366903,105
2020,84276342,-120900358,80097942,50637345,62623586,36661244,115
2019,315308782,125982951,96140781,53044180,202913454,157766191,144
2018,142732939,12245863,69226166,42547489,71727156,39952603,124
2017,74387935,-4986953,47412948,41317255,36703380,27706741,104
2016,25723651,-3210468,42598018,41919537,32889400,32693694,77
2015,38501298,2104679,36838283,44961571,27893813,35904162,78
2014,65685398,2322833,53652842,56845243,32183598,33799482,89
2013,46212877,10492115,38802721,44435973,25431418,31476649,65
2012,29288877,2667975,9431701,13972467,26422332,20984533,45
2011,32329046,8345473,11649817,2398731,27857142,18316558,45
2010,25814195,1164435,6783451,1347944,15372526,10002296,43
2009,24906188,-641559,5335809,1745484,12389035,8839392,45
2008,31410509,7486286,11611385,1740970,19374437,9529461,41
2007,16301354,2028887,13835834,552550,15576831,2293547,12
2006,1659450,263660,1217526,103638,1378548,264660,1
2023,3445831,-908533,583990620,48998739,90357776,-497459755,4
2022,2583473,-12942183,638047145,72996792,89210282,-527769261,10
2021,1512041,0,630858953,91014976,70645959,-515719674,11
2020,1483366,140948990,663791123,104047684,96339542,-463275276,11
2019,5796892,-5521469,669874411,130017116,52177810,-487512338,7
2018,7667100,-33972063,666357072,142584690,36988274,-486758609,13
2017,6430125,9102020,653113083,156349036,43793730,-452786545,11
2016,6638750,394778308,664231023,161957644,37715660,-464537774,12
2015,19088342,-103473637,526299693,160066601,40332574,-859320421,51
2014,31508281,-994778890,505394952,258615321,51088008,-756804787,162
2013,57534693,-53275209,159215283,369385715,59607896,270335006,192
2012,58398525,15474404,95212122,341960628,85991583,333222518,224
2011,18791726,-50807200,91754123,375124834,67250897,350123903,166
2010,145664883,4343958,120511513,545723002,66243546,491980284,336
2009,109890246,96592046,61716055,503295890,46135971,487636328,280
2008,125883112,-13750283,92086632,328075081,154107876,387748347,367
2007,521605010,48556283,65357772,409458356,68898404,377386048,746
2006,415381748,-3935810,207463775,513769201,53794500,328829765,817
2005,351493950,399856,206370982,492126075,68102688,352992263,894
2022,142612269,-22534046,218113768,58820074,255297226,96362295,156
2021,115303130,-48065730,102135691,58017579,164254219,118896341,152
2020,127652152,-34743531,68685196,41917897,210905899,183395827,171
2019,11192253,-2136614,6954452,489993,24352059,17887600,25
2018,8696696,-2659605,9147985,725779,28446421,20024215,25
2017,8458947,-1428570,4310157,1557533,25436444,22683820,21
2016,10826593,-1753809,4887964,2072589,27202594,24388095,22
2015,24866957,-2230905,6614827,3716503,28583093,25684769,30
2014,30571139,640561,12635749,7499444,36112266,30978640,34
2013,41917966,-8428708,26729429,10729468,46331875,30338079,43
2012,73054752,-18428423,17642698,13768731,42545032,38775519,47
2011,89319336,25643791,36758777,14316259,81939979,59497461,48
2009,41369560,5881889,20992316,9394561,31422498,19853383,26
2008,34151487,8741672,9755516,7844081,15863276,13971495,12
2007,17377982,4990496,15294644,5004001,15520466,5229823,6
