Year,Cifra Afaceri,Profit Net,Datorii,Active Imobilizate,Active Circulante,Capitaluri Proprii,Angajati
2021,11025,-151395,3708,1045421,804575,1846288,6
2023,6329184,336430,986787,10177898,2356880,11407796,17
2022,7522179,313270,1310320,9217842,3602786,11365839,17
2021,4344033,120194,608489,9632996,2297767,11210118,17
2020,4025340,68648,648664,9523227,2542657,11398006,19
2019,4050968,25331,436068,9483203,2305779,11341455,19
2018,3183268,57417,391243,9420507,2328234,11342327,19
2017,3172103,66809,327789,4009663,7654422,11319674,18
2016,3048605,63048,347847,4117896,7531119,11285325,18
2015,2864151,41390,276998,3862909,7672130,11243258,18
2014,3058399,33603,346251,4011830,7609823,11218745,19
2013,2764785,28256,351451,4663141,7443947,11746045,21
2012,2460543,29415,297418,4430087,7596554,11731185,20
2011,2248675,247843,345646,4541404,7761951,11933080,18
2010,1578603,217623,248663,4557748,7596499,11888206,19
2009,1296928,187155,170241,4662905,7282454,11757965,21
2008,1492771,1707138,369982,4821308,7944906,12360087,19
2007,1528947,5212,431682,4423223,986158,4977204,17
2006,1080973,174070,184229,4558163,745071,5056632,14
2005,1068973,84433,106335,961183,620520,1397155,14
2019,865991,-27594,11323,51069,373510,262100,3
2018,1439916,-142682,64890,77572,598662,316743,7
2017,1562289,61052,132674,91971,805454,459424,8
2016,1721704,239068,64960,103268,604540,494499,7
2015,1850781,417838,81186,106117,854565,621550,7
2014,1884120,56005,129140,122572,945717,203712,6
2013,584953,66469,8637,20544,859886,147707,2
2012,372358,7010,7087,4184,84141,81238,2
2011,341352,-46227,4643,7184,71687,74228,2
2010,317393,56464,3491,10771,113175,120455,0
2009,277197,3042,1133,1319,63805,63991,0
2008,367925,6872,0,5170,55778,60948,0
2007,171157,-5781,100,7981,46195,54076,0
