Year,Cifra Afaceri,Profit Net,Datorii,Active Imobilizate,Active Circulante,Capitaluri Proprii,Angajati
2009,1654865,35034,257852,138920,672860,553928,14
2008,1504629,66102,245751,170196,594449,518894,13
2007,1358548,103768,299248,205499,546541,452792,12
2006,1024121,78287,244012,63835,485701,305524,10
2005,669270,89029,103678,54354,276561,227237,10
2023,1829802,474845,158336,22556,655330,519550,1
2022,1733782,460231,411788,21319,489521,99052,2
2021,1721003,471299,48941,23090,629793,603942,2
2020,1748497,488803,66587,17627,577998,529038,2
2019,1387188,369671,35569,17778,481185,463394,1
2018,1431483,406103,144776,18229,601358,474811,1
2017,1452549,360489,142795,25203,510216,392624,2
2016,1326354,204025,141836,34591,334118,226873,2
2015,1225257,270373,140980,43577,615762,518359,2
2014,1093636,225164,117297,53441,311841,247985,1
2013,597152,159852,130058,56242,256489,182673,0
2012,385764,85231,99442,11633,195861,108052,0
2011,168132,-4698,53461,11633,153981,112153,1
2010,134035,15707,32713,13012,136552,116851,1
2009,153104,15792,57229,25889,132485,101145,1
2008,153809,31600,84771,37528,132597,85354,2
2007,128391,-611,62391,38225,77920,53754,2
2006,150214,31544,58691,378,112678,54365,1
2005,128518,27270,36164,378,83607,47821,1
2023,1610764,102209,615765,110650,1048271,433318,12
2022,2043661,176907,594476,16577,1152508,574609,13
2021,1732482,20122,467332,35132,939296,507096,12
2020,1902746,128240,582211,64429,1182996,665214,13
2019,1490676,140120,712962,69072,1295864,651974,14
2018,1309366,91318,738851,111243,1323759,696151,15
2017,1762526,265782,317326,91017,1031142,804833,15
2016,1702062,784469,364403,92684,952407,681016,15
2015,831456,-733243,36528,132976,160099,256547,12
2014,2687899,54215,426616,178275,1292346,1044005,23
2013,2484860,253316,906627,121182,2019141,1234020,20
2012,2307213,115299,452638,194494,1731508,1513653,17
2011,2214872,482501,754292,231829,1918824,1396361,14
2010,1963223,475365,460153,143096,1619602,1315853,20
2009,2764269,762652,365743,169459,1386772,1190488,22
2008,2680997,445634,773998,198204,1409747,833953,26
2007,1901631,305377,676956,195727,1093648,612419,23
2006,1437277,249180,705719,214284,991777,507042,23
2005,1735520,419510,465995,195652,866633,607862,22
2023,180672912,33189354,22188558,136829711,112437787,226635122,76
2022,158064608,16340330,32815349,130616846,96079021,193445767,75
2021,110573270,3603999,27416853,135163705,69151671,177105438,72
2020,84357787,4981783,14690003,129363386,48441013,162942476,75
2019,81566478,1215490,17822697,133581547,42278755,157960693,70
2018,66604606,401971,13004727,134584238,35041806,156745203,71
2017,58294972,-279222,14556169,127694263,32437537,145674560,63
2016,50113212,-962902,10751774,126194651,30448728,145953782,57
2015,45560149,-3049688,10690341,130943372,26569756,146916684,64
2014,48349824,-1627037,10799886,124865051,33806394,147942111,62
2013,40720007,-4350741,7190255,118680732,29058731,140769148,59
2012,45053535,-1165662,6877393,118162733,33893194,145119889,54
2011,38347112,-1526600,8324694,122108385,27539148,141398755,50
2010,32146986,-3958669,5546524,122155408,26260908,142925354,51
2009,24475207,-5298872,5369053,127140524,25063708,146884023,40
2008,28764464,-3421478,6141887,114034022,30289219,138233915,40
2007,12585897,-7122840,84925172,117428350,22354715,54857893,36
2006,9622905,-699778,10478287,26570478,45876828,61980734,20
2005,6719391,-1079380,6474946,14603718,11706184,19846662,12
2023,178052300,-4169005,52713314,17250428,43132229,7420086,176
2022,211142285,-744029,53056398,18952978,47175596,11589090,210
2021,187483093,-9826774,64162372,20643913,59186842,10828408,277
2020,174863724,1420996,56260240,25229053,56253730,20655183,306
2019,182661155,-8147002,63660754,28003548,59874192,19234187,322
2018,160263107,-11660804,49512201,30279760,52107580,27364778,332
2017,152271215,422103,51507754,29987826,62143851,37981199,364
2016,135636592,1019642,43613557,32103228,53168114,37557012,367
2015,136650641,2170738,45380068,33234677,52197270,36439180,343
2014,128493020,1746191,42067819,31921422,46159289,34369553,303
2013,118744155,47810,33542015,31468211,36046583,32623362,287
2012,120158720,168177,38547772,30188941,39512980,29762361,302
2011,96775367,123576,29649136,26306877,31303513,27393633,265
2010,90591881,-520626,25643123,25745810,27303999,26610652,254
2009,66564471,165767,23916102,26278795,24940004,26614833,248
2008,51925453,-974872,19183088,25102500,20344466,26124701,289
2007,45037192,228541,14640255,20748466,17954534,24062745,323
2006,39907463,670870,21223422,18161513,19570670,17169712,361
2005,42474358,-422388,18168898,17353586,15005473,14955755,378
2023,4486795,129644,595939,2654345,2046575,4113617,21
2022,5041115,30509,1076106,2743925,2334034,4014482,22
2021,5282866,74206,388788,2829960,3416081,5871864,28
2020,5655027,24888,882977,2853838,4079513,6062545,31
2019,5794486,195416,251229,2863148,3651587,6275179,31
2018,5461583,165524,605090,3074985,4311804,6793287,34
2017,6030238,264051,754066,3395836,4227266,6891814,31
2016,5550769,406042,258627,3480962,3803651,7033805,32
2015,5425859,540015,586054,3733294,4470539,7617779,30
2014,6342105,683052,377968,4568654,4501867,8692553,27
2013,6624244,328538,830164,4709124,4450541,8329501,30
2012,8207643,430514,1168843,5020515,4509291,8360963,33
2011,7908381,706825,666196,9450768,3747714,12523703,40
2010,7807172,752595,763574,9510184,3594962,12316879,39
2009,8910040,1007061,1407459,9919320,3517117,11984284,36
2008,8276133,877321,1487787,8762809,3354981,10570037,43
2007,6963966,1041330,1586077,4913846,2638238,5966007,45
2006,6619057,974774,2283223,4259910,2929082,4924677,37
2005,5540448,833166,1020422,1575164,1627895,2218045,25
