Year,Cifra Afaceri,Profit Net,Datorii,Active Imobilizate,Active Circulante,Capitaluri Proprii,Angajati
2023,34772614,2378415,14296406,10995114,5866808,2475681,47
2022,47062178,5091266,11399862,8984183,7592237,5188532,55
2021,24125538,2997584,8540677,7974282,4359240,3094850,39
2020,18312105,801559,6939175,5906038,2541431,1509603,40
2019,17493058,704939,6235678,3593505,3408620,742505,32
2018,9847875,361049,5426850,2770705,3483003,801392,32
2017,5939265,297328,2346964,2211474,965066,549831,32
2016,3983527,259242,779605,67948,1036764,296798,19
2015,1170570,38816,680265,77234,755508,136348,4
2014,502775,59966,527363,37980,586915,97532,2
2013,365074,43711,222189,40238,219457,37506,6
2012,62729,31167,124054,58583,58747,-6205,0
2011,69403,-51576,183418,34740,146251,-37371,2
2010,455403,14005,261358,41764,233449,14205,3
2023,80006954,5791907,6218581,8305312,9972131,12058862,494
2022,45193487,3353179,5177720,5431151,5919417,6172848,124
2021,17764567,3857717,2600761,1530926,6304511,5234676,22
2020,2635572,1312368,148520,64919,1396169,1312568,0
2023,176591,-18042,147569,91605,172080,116116,1
2022,486685,242614,341747,124178,460423,242854,1
2021,379970,76853,208844,159092,529682,479930,1
2020,522716,303342,222605,176184,601077,554656,1
2019,544647,96271,44036,22176,363174,341314,1
2018,538619,151492,47121,33288,282876,269043,1
2017,224317,81124,5198,43948,78801,117551,0
2016,55164,28763,1620,0,38047,36427,0
2015,14457,7937,269,0,7933,7664,0
2023,41311505,331073,16104867,3455945,18469357,5832940,108
2022,36603539,2228591,19929246,2629253,22793840,5501867,109
2021,36766697,2458521,13828774,2049001,15109266,3337250,111
2020,11924599,1151686,9701448,688270,10156726,1151886,104
2023,599662678,28124069,324936075,48673171,388005813,61704078,285
2022,395062425,12019696,196994985,51399234,205003834,36302837,247
2021,154008420,4274360,125288166,50574659,118956109,25476600,227
2020,139285381,3259204,57575196,45655686,53616738,22211564,206
2019,204895039,5484975,81640380,45135334,73958585,18965615,193
2018,114124951,5538130,76509807,29348410,73567537,13481297,148
2017,105784562,6324851,33056711,21350368,31629267,10802537,136
2016,44568923,1858332,28592304,14384666,25611688,6260234,79
2015,34717558,338444,17881121,12108253,12872441,5061379,112
2014,26120154,269967,17654532,11809657,11563091,4721463,146
2013,37539166,5362,13201762,12053118,5571183,4462188,155
2012,41182468,37758,14621407,11684966,7365227,4445735,216
2011,33233242,92462,10596687,7273496,7681565,4406598,201
2010,20993542,22427,10395226,6634032,7996488,4298464,187
2009,19050015,70399,7832337,5346117,6922187,4278445,175
2008,33774572,1668258,6453797,4700597,6498378,5249132,167
2007,30029508,1950939,8379481,5198774,8052234,4871527,188
2006,28072011,325928,5433552,4376682,3803534,2794878,167
2005,20688092,252548,4569585,4298414,2665582,2468950,211
2023,35114210,5505221,1228155,5978913,38634958,43385716,37
2022,36435510,4037628,1166916,6762971,32284440,37880495,36
2021,36396488,7224509,800927,20738929,25378550,45316552,38
2020,40734677,9310997,4006726,15348536,26654069,38092042,36
2019,29857759,6085676,7204971,19796641,17768323,30359993,36
2018,21886779,3034422,2159765,9388976,18064867,25537475,37
2017,32337554,5971047,625344,5342595,18485332,23555686,38
2016,22384927,4433788,1089172,4361525,16525308,19797661,33
2015,17417030,3555336,2130209,4098239,16962992,18931022,26
2014,16609373,3916114,1818307,3644522,13728071,15554286,29
2013,19035198,4279027,1619070,2567637,10689465,11638172,33
2012,14464668,2622223,2018021,2682230,6815174,7482847,32
2011,14231402,1148926,1561296,2137965,4250827,4860623,29
2010,15046962,587707,3617466,2765559,4303980,3711697,25
2009,13974241,438751,4887799,2738071,3691634,1719984,25
2008,16205036,775412,4160367,3347468,1574162,1081433,23
2007,7527847,322687,2438510,1111860,1624735,298085,15
2006,36594,-3920,130462,8076,97784,-24602,4
