Year,Cifra Afaceri,Profit Net,Datorii,Active Imobilizate,Active Circulante,Capitaluri Proprii,Angajati
2023,583893484,13076976,186796732,1476664932,151072052,1422378648,953
2022,521353821,29860405,56833923,1295777039,170652666,1409301674,992
2021,441863241,30366439,108458284,1407835896,67436383,1369581952,910
2020,402643697,23887279,45781491,1415353820,20585749,1390011163,848
2019,359618860,2803917,64689485,1374379318,78644044,1388180234,813
2018,289958870,11313050,90675403,1303693646,172490994,1385376317,773
2017,252264734,22045284,69179352,877718815,211575581,1019657431,641
2016,225423397,18503315,187563355,715490689,65782008,594741816,578
2015,220821502,7769755,126943325,662233547,48277348,583554216,579
2014,179121225,3556022,134925177,624764222,89388554,580127082,560
2013,181422674,9868693,178135603,509077870,42336435,374736699,550
2012,157580123,16955311,82936549,397734504,53953590,370006910,538
2011,144825508,5559206,59703988,362518190,48647196,352861778,502
2010,156651712,-16169919,234246345,302581454,47895129,117303411,504
2009,476641867,4712823,731735862,274212421,593193074,131809132,507
2008,415547199,25638700,465751166,265046493,362085914,158315207,509
2007,382107391,28646206,241868363,296637889,109488469,161322713,468
2006,415670903,37922136,311969468,277646506,201130851,166103740,436
2005,359732461,10775489,216638961,243192269,110871264,138174173,395
2023,1447365722,60955018,209411266,564858878,397489370,738639710,568
2022,1082149351,55674862,264137049,603528528,348320232,677684692,503
2021,1008087095,40185085,199542551,559479083,267976196,618894526,473
2020,974002664,41003177,233311114,576274109,241305050,578232735,445
2019,908351360,43031042,268478696,542877591,268931241,537229558,426
2018,774223935,27884686,205721002,468762549,234388411,494198516,0
2017,819247275,32127075,140173545,391360321,215500397,464631804,366
2016,754284343,27128402,177548103,403677504,208343750,432504729,319
2015,686815197,34324124,207932264,333342689,184765018,305376326,291
2014,545206027,24184159,242707891,366903745,147872941,271052203,260
2013,500333254,-1334946,226398981,348594775,125954097,247231891,318
2012,1813264206,8211518,233252074,363455640,120690360,248570383,341
2011,1979436255,-12647951,426598584,326609464,347156842,245848786,318
2010,1785605580,5113004,396924292,250924080,252798613,105747859,200
2009,1643630915,8988837,243772402,217834816,127896868,100635051,222
2008,1406693874,20423871,181615146,148011006,125716287,91096268,229
2007,1040588466,124980,219276128,139254483,151904909,70672398,206
2006,873905213,21416719,267846555,144138687,194887452,70547417,202
2005,739696866,28752582,229991651,156277946,127340473,53313925,205
2023,928179806,94479460,1332363216,2072139000,68657568,805437353,"1,256"
2022,802635164,122864584,1104589978,1778086960,39601387,710962896,"1,133"
2021,640566906,110134272,985869591,1450068183,118465573,580875355,849
2020,605341644,109657795,864426683,1310524861,30802524,470741083,869
2019,528315599,108708506,1057340533,1355835318,68145307,361082817,845
2018,339484377,55309593,1175043939,1296995278,135010411,251070577,686
2017,302868602,44574818,583988463,694984884,130623409,241199249,672
2016,215369129,36200585,269320882,423528616,109213443,263158316,674
2015,190389135,27001316,146585753,335027504,32178123,219588098,630
2014,165938490,20758230,72656230,269004421,18288594,214470432,559
2013,147396223,17926387,27743498,213979594,29004176,215216326,513
2012,137566124,16916896,21485875,204654860,34816860,218296130,513
2011,135787077,18662086,39992732,206191631,70804346,235972212,519
2010,139088243,23250945,24081911,209860765,94104328,278669352,531
2009,159148469,15323182,19372228,244508781,59107584,281249001,512
2008,2266936417,102928591,347115520,245659415,496910378,391154337,464
2007,1788133158,80159877,250225571,230657850,312071585,289109029,315
2006,1726357185,41609365,259221999,203576800,327783733,273671137,475
2005,1528361655,63581850,162952418,197012974,176908776,215467358,494
2023,6067384,431817,10522561,483087,25274587,11794879,34
2022,11968421,-859934,10083844,547165,24758987,11361682,50
2021,10715829,3456597,12989025,560043,28837154,12226248,56
2020,31605386,269350,23950361,693345,34116232,8769964,69
2019,10087742,-302578,15632630,691636,23499993,8589323,59
