Year,Cifra Afaceri,Profit Net,Datorii,Active Imobilizate,Active Circulante,Capitaluri Proprii,Angajati
2016,11653830,216277,4265956,2673690,5187251,3218319,36
2015,21123377,269401,3096449,3025989,4558158,4567246,35
2014,11622673,328523,3726232,3207907,5359643,4803164,34
2013,15415655,698915,2740597,2738395,4638414,4720222,31
2012,6655400,665584,1055451,3141791,1802412,4544965,29
2011,13344056,463270,1303680,2857946,3559570,4269355,28
2010,10517508,997139,1813624,3230766,3281761,4343505,29
2009,14921372,965244,2526536,2971065,4129687,4004623,28
2008,15844683,893638,4217979,2643219,4463126,2956698,33
2007,9993145,1246429,2625353,2381595,2565087,2321329,21
2006,7750231,939155,2197845,1824164,1758457,1399575,14
2005,4902322,192963,2002568,1440398,1437974,853383,10
2023,3013937146,60914051,609005806,666482883,560123374,589755450,2659
2022,3016963457,105280641,586201771,690905696,559122687,627999765,3013
2021,2719582643,67059975,733595299,693030091,667263393,585836188,3040
2020,2384450466,5525460,772423357,723823357,613882322,518776213,3006
2019,2642519314,104699652,757731299,789028236,533942093,514112683,3269
2018,2245269652,131317375,790444495,749578670,503841021,407843613,3209
2017,1772494278,75536047,719133992,619127854,423644846,278241373,2718
2016,1042655305,22731533,636995832,557648615,331381493,202705326,1773
2015,514241495,2254259,409205745,465859637,151628674,178178555,1435
2014,416752719,327177,257669412,353058793,112971137,175924296,1105
2013,253524854,4446872,274819171,335155126,94342707,153519619,742
2012,216324832,7312106,208826322,253394562,79350210,121575309,612
2011,243591907,9054261,140085661,164363756,44760097,68299745,598
2010,188257197,-8941337,142830293,145108693,36235141,37480483,464
2009,81918700,-1550092,167176524,156774700,18617659,7513037,382
2008,151179597,-18432432,160749979,148429572,22475217,9063129,370
2007,86932542,-5841170,73926816,74070315,28040839,27495561,347
2006,1461974,-1396498,10924811,35979588,8273571,33336731,8
2023,21564073,5255535,4187265,795879,14981337,5808238,20
2022,10760929,845125,5517346,1969660,11914017,1395922,19
2021,11471623,1195846,1890979,1526062,10362223,4523749,18
2020,9768711,1481104,2207687,1743905,8084872,4564745,17
2019,11698625,3728247,2366757,1574779,5887634,3120256,19
2018,8542112,1248623,3257440,742430,6392836,2111084,14
2017,6321271,1886913,2864810,163903,5356470,2111084,10
2016,5010174,843807,3972103,100943,5407638,811959,11
2015,3520797,1451255,2184053,150509,3043585,811959,10
2014,2943843,573944,1643997,157102,2092667,-489296,10
2013,2077867,-328031,2922286,175351,2631505,-1063241,9
2012,1583351,41741,2081585,268385,1846905,-735210,10
2011,1208813,152632,1421222,393263,526229,-776951,8
2009,1117026,30098,1634070,1192491,426724,33363,6
2023,5918221,1970119,1364924,979431,7177238,6486694,8
2022,7115543,2056075,859460,678387,5607989,5060053,11
2021,3930049,1048646,840756,836810,6397422,5942653,11
2020,4148349,811024,758448,1003519,5183061,4903537,9
2019,3328928,823471,503656,1164822,4373273,4435623,8
2018,3679792,1156401,624935,1587553,4196827,4469944,8
2017,2794551,576018,325255,482278,3419628,3576651,7
2016,3393441,643025,498009,400906,3501648,3404545,8
2015,2714097,715163,667376,252708,3513030,3098362,8
2014,3484286,1027354,271454,226917,3103928,3059391,7
2013,2494517,625633,358472,147191,2787981,2576700,6
2012,2890890,857052,258385,25561,2662081,2429257,5
2011,2345668,715108,247878,40202,2214405,2006729,5
2010,2018315,657859,285618,59757,2186411,1960550,5
2009,1644714,576891,229728,69273,1463146,1302691,4
2008,2548410,875985,330438,35337,1294710,999609,4
2007,1147126,272318,173133,0,476757,303624,3
2006,145613,31066,39144,851,69307,31306,0
