Year,Cifra Afaceri,Profit Net,Datorii,Active Imobilizate,Active Circulante,Capitaluri Proprii,Angajati
2020,3069984,-84999,2675145,81558,1873470,-720117,0
2019,5734394,19013,8431160,742800,6882293,-806067,0
2018,5844787,-19671,2670123,228467,1704163,-654132,0
2017,5055054,-292710,2890199,4350,2198287,-634461,25
2016,1331978,-151924,3209663,717508,2059504,-411425,25
2015,2834880,-461531,3739510,501841,2955480,-260417,21
2014,1236042,-132957,2184381,11822,2373082,201114,19
2013,459857,-82845,1920541,12132,2241339,333521,14
2012,351938,-41378,1399870,13373,1793750,407425,15
2011,57194,-392092,536085,14073,970525,448513,11
2010,18469,-61824,169216,11083,998738,840605,8
2009,0,-25112,96418,0,998847,902429,2
2008,387991,361572,473663,0,1751203,1277540,2
2007,355605,321039,644343,0,1220312,575969,2
2006,325000,274283,614361,0,869291,254930,2
2005,342400,-18911,427033,0,407681,-19352,1
