Year,Cifra Afaceri,Profit Net,Datorii,Active Imobilizate,Active Circulante,Capitaluri Proprii,Angajati
2023,1020573323,294243615,408215507,501780691,470977896,472436005,932
2022,950847510,224481684,483647684,481132399,445665645,369043640,916
2021,917691752,198964568,270072384,545752170,393709533,600180044,892
2020,813916375,249075169,140573711,493285498,383108810,692648637,889
2019,794005955,262443584,441095673,589263268,496196611,614671568,881
2018,790530949,256513652,369245404,610061619,319568423,536529532,858
2017,768677901,212385416,361160836,686105895,307652472,613811075,909
2016,700862832,167594664,456729201,578793330,288914597,401425659,863
2015,635976760,104556136,527957641,527704903,237640094,229761780,896
2014,596123626,33017331,673897199,545340772,204154367,59205645,727
2013,497371710,-85551654,799256429,620489436,212729216,26188314,494
2012,476773053,-114234863,784083079,695229379,201268275,111739967,491
2011,496473987,-31963533,896588468,782598243,239347999,109974830,550
2010,508650803,-49140869,920352139,819415879,216608429,115524384,610
2009,533877942,-14307803,917404791,686418936,223299810,-10581017,701
2008,684755913,109851434,659393087,550754078,239755075,114524371,808
2007,524585932,147649675,437357582,381656281,218021030,152322612,654
2006,416613428,156713511,229737980,254356301,130432972,162774355,559
2005,102290304,32332170,33279066,29878539,47279486,36599902,327
2023,548146,250832,2000596,674575,1879895,545809,4
2022,614314,268831,1769273,678325,1393990,294977,4
2021,640919,179489,1752714,680509,1106416,26146,3
2020,605520,108285,2308569,688716,1474575,-153343,4
2019,482929,-42579,2224674,755702,1219910,-257127,5
2018,596971,23572,2637551,848998,1582072,-214546,6
2017,505254,-199947,3127843,885384,2012403,-238121,7
2016,1128199,19362,2574815,975443,1569023,-36323,10
2015,1258140,-109537,1807479,1076727,694463,-44354,16
2014,1128361,20885,580425,195469,456745,65182,13
2013,928908,34053,528672,252121,328913,44297,10
2012,975744,357,546425,301109,263625,10244,9
2011,844712,6834,362761,355161,17487,9887,8
2010,621998,33010,217480,178784,18700,3053,6
2009,76896,-43212,94710,43440,20929,-30257,0
2008,79838,-20460,116838,91198,38506,12866,0
2007,98442,33141,93715,109750,17292,33327,1
2006,29069,291,18515,3181,15520,186,1
2005,17889,-305,2022,0,1917,-105,1
2023,419918,16087,4614927,13453290,4882341,125441,3
2022,1649,10864,4326396,10730076,2912079,248720,4
2021,23000,54784,2963169,8643483,1719290,531106,4
2020,461018,556192,2715980,6270194,1885943,623321,2
2019,29306,3358,2590746,4263499,1589611,67129,2
2018,30542,3550,1839771,3071109,1238536,73330,3
