Year,Cifra Afaceri,Profit Net,Datorii,Active Imobilizate,Active Circulante,Capitaluri Proprii,Angajati
2023,9507576,41004,2351405,2015312,4298531,3962438,23
2022,13807734,1313220,4162507,2057978,6025964,3921435,21
2021,7966510,277230,4402870,2065485,6536060,4201926,22
2020,5900046,253579,2424632,2169604,4154503,3924696,22
2019,6945597,452716,2540591,2258123,3902970,3671117,21
2018,6657749,797777,2404403,2130111,3416687,3218401,20
2017,7057250,791819,3224023,2180763,3347703,2405831,20
2016,5575617,311644,3229313,2099332,2709681,1706470,25
2015,4336735,377006,2496073,2004395,1882547,1394826,23
2014,4844614,613068,2875430,1666166,2227084,1017820,23
2013,3578601,431413,2126484,470440,2060756,404712,15
2012,3253462,-173329,2450135,457023,1963976,-26702,16
2011,3164584,107896,2664391,448341,2360243,146627,17
2010,2673557,58188,2287833,454934,1869196,38731,15
2009,2720423,-73364,2049536,445473,1582172,-19457,18
2008,3602608,-68105,2271593,668558,1642610,53907,20
2007,3457361,34669,1476605,291419,1307197,122011,21
2006,2315938,98374,1220539,126088,1181265,87342,20
2005,425687,-12032,252812,1767,240013,-11032,9
2023,2251628,197992,338743,110860,1788867,1566510,8
2022,2319192,446682,308103,113561,1562797,1368518,9
2021,1989188,172160,555281,119443,1383058,951836,9
2020,1763900,139235,587833,126633,1263023,806676,11
2019,1824301,11653,749841,133896,1290577,679094,11
2018,1571413,64431,816918,121909,1361488,667441,10
2017,1420996,101507,717235,107835,1209227,603010,9
2016,1362986,155886,767247,92325,1176376,501503,12
2015,942799,85675,453665,90853,708029,345617,11
2014,818432,44684,418708,97078,580169,259942,11
2013,713005,17169,356426,110083,461486,215258,11
2012,796653,20119,321747,120858,398823,198089,9
2011,699738,703,306568,130564,348862,173309,10
2010,550456,-32919,300401,155666,317148,172606,9
2009,583177,42113,270815,180028,293582,205524,8
2008,389751,18813,238529,145575,217204,124803,7
2007,250800,-11522,155511,154631,106870,105990,6
2006,275489,92643,80085,138900,57016,117512,6
2005,78020,1575,84009,69160,30749,15900,4
2023,4405656,94515,2324846,1855521,1980772,1511447,15
2022,6232576,437457,2104770,1754922,1870569,1520721,16
2021,4723306,590215,2160348,1589154,1776958,1232028,12
2020,2800346,70743,1506383,505588,1609839,609044,10
2019,2638812,-130390,1346276,536481,1347396,537601,10
2018,2199767,-526131,1171202,720941,1118252,667991,14
2017,2616612,2518,892130,957908,1128345,1194123,16
2016,4020476,754312,908051,1051919,1104600,1248468,18
2015,2601160,-837597,1781918,1183138,1092936,494156,18
2014,2591318,-611916,3888016,1262716,2046053,-579247,18
2013,2258168,-858980,4319050,1409584,2256136,-653330,18
2012,5630247,45446,3707263,1597811,2315102,205650,16
2011,4665684,-174344,3502833,1614846,2034191,160204,15
2010,3544005,-453637,3672657,1785269,1588936,-298452,15
2009,5405590,357041,3333367,1916189,1602044,184866,19
2008,3903854,46252,3753344,1748114,1996036,-9194,20
2007,2210913,-136214,2983773,1480002,1448622,-55149,22
2006,1636669,4067,3042840,1480769,1538777,-6435,20
2005,1800870,188405,870659,200554,835673,176950,9
2023,26334056,1531505,6388955,8962733,13410193,15545448,77
2022,24980517,1593918,6934788,8696969,12233991,14013942,78
2021,27342234,4193011,8851637,9105119,12165008,12420024,75
2020,25622400,3135533,12285641,9123961,11397160,8227013,72
2019,24631342,3331840,13921203,8154242,10971294,5169373,77
2018,25014001,1184840,17050755,6056181,11117413,90858,71
2017,21736842,691575,19258151,6249923,11969694,-1093982,66
2016,20094724,644586,17210194,6148823,9342165,-1785556,61
2015,19745514,101062,19958902,5808534,11797477,-2430143,59
2014,15124960,-2433580,21049497,5983963,12832632,-2321057,66
2013,15431368,-2651271,19457757,6476750,12529840,-542797,58
2012,14891530,-2557736,18402950,7099131,13513916,2108474,58
2011,17905367,-1227500,17712347,7444393,15100308,4729026,47
2010,9170941,-1187483,16035158,7589714,11093335,2516037,41
2009,9295882,50903,11700413,7527426,8026186,3703520,48
2008,8911988,162442,8258706,7511684,4576080,3652617,50
2007,7716874,250321,5082430,4121451,2394057,1324772,48
2006,5037659,135330,4180865,2884999,2265277,1074451,39
2005,4366030,382693,3295009,2835791,1171818,1006786,38
2023,45519708,4670672,34635295,11571864,33351127,9308694,44
2022,38275636,5210698,34120164,11461560,31965243,8058710,44
2021,35344973,4585387,20657373,11208648,22644998,11550528,43
2020,31178194,4540617,20468260,11840838,18887011,8291249,40
2019,24506374,2794676,15135539,6089578,17067723,5824098,42
2018,14796248,1284669,16438426,6119887,16940710,3829423,37
2017,13990579,997151,10368561,2525564,10785413,2939754,49
2016,17901468,366953,13387948,5129638,10572626,2342603,54
2015,15126999,27620,11066588,4777205,8711908,2431440,52
2014,12320490,13317,10084528,3930659,9093058,2935544,57
2013,12317606,119941,11458264,3928530,10432756,2922227,44
2012,9478782,525293,8024908,354346,9314559,1629015,25
2011,6291483,855006,6918715,245075,7807520,1103722,16
2010,2827218,317574,2340627,92161,2508313,248715,7
2009,19249,-78859,612516,7211,536446,-68859,3
2023,10160820,2067835,2754402,636072,6858000,4739670,21
2022,9165292,1144295,3946713,1436732,5243549,2733568,21
2021,6584541,391571,4107284,1296655,4498316,1589273,17
2020,4836459,347112,3248861,1532351,3115150,1197702,14
2019,3500328,52950,3638738,1864268,2937066,850590,16
2018,2701629,21095,3539261,2073235,2678196,797640,11
2017,2231514,33845,2919051,2075113,2137538,776545,9
2016,2221276,40911,2838641,1767458,2291609,569296,8
2015,1756543,53471,2577752,1469837,3291747,1438357,7
2014,1059168,11468,3171080,1041248,2960983,384886,2
2013,1003592,3709,2849093,389275,2488820,-527,8
2012,581104,2634,2404664,371192,2043994,-19007,8
2011,793393,6286,2030007,384259,1654803,-20474,6
2010,288994,1941,1642928,424818,1209508,-26760,4
2009,689030,19015,1174058,104853,1116861,29498,4
2008,768526,9323,663183,83823,589843,10483,3
2007,529,960,101361,49455,53066,1160,1
2023,27398418,286467,8024284,7973079,7319536,4659492,47
2022,27590785,419274,7721823,8767360,6786343,4598025,48
2021,21288683,649679,7414436,9625564,5998642,4398751,50
2020,19689460,662722,7092293,9458770,7710082,3939071,44
2019,19598526,449204,6583923,4495110,5724008,3596350,45
2018,14306083,657388,3466216,4338845,2753830,3597145,48
2017,12077888,607243,2894215,3263956,2982920,3339757,48
2016,9595564,483157,2243238,3286120,2177478,3132514,49
2015,8901671,302365,1973696,2594519,2534585,3049357,49
2014,7416107,414438,1559977,2788097,2188262,3146992,51
2013,6663415,135545,1387467,2909741,2017441,2972554,50
2012,6106527,57376,1696170,3679617,2136948,3282952,50
2011,6463362,557528,3329559,5384830,1822183,3785863,49
2010,6174732,358797,1319878,3567688,1555015,3730915,52
2009,8236452,245800,2210841,4896562,1700573,3944206,67
2008,11759078,1018080,3722084,6172390,2020075,3954533,85
2007,11666138,886070,5845814,7217425,2154561,3286453,110
2006,9703203,692239,4093598,5493589,1444145,2640382,124
2005,6560327,359388,3851958,4556000,1478047,1948143,138
2023,128818881,-2226908,23230325,34343260,16297126,27467139,53
2022,135287635,-419639,27932880,36660094,17371723,26011137,52
2021,118624706,2141277,23980814,37206460,13237290,26430776,52
2020,100360175,2306076,29146301,38823500,14799935,24289498,46
2019,82287162,3068249,21698446,31452360,12424358,21983422,36
2018,64143323,3092684,13606776,23135696,9562293,18915174,31
