Year,Cifra Afaceri,Profit Net,Datorii,Active Imobilizate,Active Circulante,Capitaluri Proprii,Angajati
2023,103137208,20212883,46048764,105976629,41078332,97021933,174
2022,73864702,8636726,44883288,97502987,36568404,85700443,168
2021,61232310,10038952,30604273,81900150,34069747,82280121,159
2020,74321832,13100172,22947958,70625284,36980464,77170237,134
2019,52623661,4990832,25047983,64508874,31593188,67353954,125
2018,37226721,263023,29374268,64870453,30127492,61435083,125
2017,39118475,4266973,22949443,64276151,31969992,68220761,128
2016,41316080,4629567,20374294,65739440,27920243,67246641,133
2015,41613287,4269384,27550855,69416919,27506989,62628185,128
2014,31370515,243601,23864864,63126236,18534567,57354509,128
2013,33586360,2554054,25198606,60448508,22306110,57143357,133
2012,30571196,2568809,24559510,56545227,22949496,54569135,127
2011,50317152,6655939,19853282,46586699,24758400,51137154,117
2010,30460448,67053,17672011,41207344,21366959,44729908,110
2009,36503414,553671,22497074,40935268,27544270,45693005,117
2008,88969392,14191435,18495728,36425364,29072391,46421767,117
2007,53149036,7473727,16783735,30639660,24297979,37875088,117
2006,20790364,4025798,13223772,33095443,11204757,30508083,105
2005,13764796,2041344,12287476,18819999,9128339,15533807,98
2023,994745,117375,186328,443304,627808,884784,1
2022,722071,65114,240962,448343,636441,843822,1
2021,546948,64806,260521,453383,645846,838708,1
2020,899636,92443,304616,458423,740095,893902,1
2019,451067,58051,281541,463883,644117,826459,0
2018,530363,59378,304748,515022,647812,858408,1
2017,432874,64661,406147,520062,704661,819031,1
2016,364136,2671,349136,527089,686017,864370,1
2015,785592,85510,335679,535769,1063964,1264699,2
2014,638654,196829,306551,542131,949525,1185438,1
2013,518068,134740,468951,550749,906600,988610,2
2012,626519,106361,391340,547592,684735,841208,3
2011,326995,61710,513683,662159,585675,734846,2
2010,341542,64836,446136,664072,451597,673138,2
2009,480649,13331,493628,646988,422857,576790,3
2008,675898,93745,419434,556589,425862,563458,2
2007,538529,43004,409220,534845,345582,471207,2
2006,699366,18423,542731,147214,469421,74917,2
2005,1020835,54889,483239,153255,384082,111383,4
2023,14358661,2648096,2323002,11455291,7143413,16175924,38
2022,13655981,3036829,1069480,9932402,5439608,14119829,38
2021,13105689,3058275,580900,8928162,6025090,14286832,37
2020,9627076,2499231,800713,7559630,5532096,12082855,33
2019,9884556,1900951,770224,7473199,3814911,10221102,33
2018,9470459,1502218,2236276,7133615,4612925,9060151,32
2017,6843320,896427,580175,6412752,2359825,7557933,36
2016,5079887,408684,337588,6052561,1966005,6873507,40
2015,11388810,2581399,1835126,7218251,3124860,7500822,42
2014,9592124,1281084,5167669,7561563,3710244,4919423,44
2013,7007456,311049,6204722,6715896,4254029,3420076,42
2012,6983876,294822,6845258,7942588,3578631,3109027,39
2011,3987161,144289,6438380,6776718,3144900,2814205,34
2010,4843962,142350,5659722,6213611,2872401,2669916,33
2009,4303637,151272,6119284,6253454,3158590,2527565,33
2008,7477234,1226658,5180820,5697185,1827416,2383066,29
2007,4847436,571972,4303093,3899624,1566853,1156408,24
2006,2715444,325800,2500107,2488677,585277,584436,17
2005,730015,24645,841930,830010,239510,258637,10
2023,4741667,759697,2809162,1371250,2684987,1247075,2
2022,3033830,5399,1308059,248479,1586958,527378,1
2021,663177,438716,2278695,149355,2651318,521978,1
2020,184534,-102730,1317585,158427,1242421,83263,1
2019,1075835,54667,1762453,319894,1628552,185993,3
